ACADEMIC_YEAR,CDS_CODE,SCHOOL,African American,American Indian or Alaska Native,Asian,Filipino,Hispanic or Latino,Not Reported,Pacific Islander,Two or More Races,White
2018-19,38684780117473.0,Noriega Children Center,2.0,0.0,30.0,0.0,0.0,4.0,0.0,1.0,5.0
2018-19,38684780117499.0,Presidio Early Ed.,0.0,0.0,8.0,1.0,3.0,1.0,0.0,1.0,8.0
2018-19,38684780117515.0,Weill (Raphael) Children Center,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-19,38684780117523.0,Tule Elk Park Children Center,1.0,0.0,16.0,1.0,6.0,7.0,0.0,8.0,17.0
2018-19,38684780117531.0,McLaren (John) Children Centers,5.0,0.0,7.0,3.0,3.0,1.0,0.0,1.0,2.0
2018-19,38684780117572.0,Mahler (Theresa S.) Children Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-19,38684780118133.0,Five Keys Adult School (SF Sheriff's),49.0,2.0,3.0,3.0,18.0,0.0,5.0,6.0,23.0
2018-19,38684780118141.0,Five Keys Independence HS (SF Sheriff's),714.0,28.0,86.0,18.0,2134.0,1.0,29.0,97.0,310.0
2018-19,38684780119875.0,S.F. International High,1.0,1.0,55.0,6.0,189.0,21.0,1.0,0.0,23.0
2018-19,38684780119958.0,Academy (The)- SF @McAteer,58.0,4.0,68.0,22.0,126.0,19.0,1.0,17.0,43.0
2018-19,38684780120386.0,Chinese Immersion School at DeAvila,7.0,0.0,259.0,5.0,13.0,23.0,0.0,46.0,34.0
2018-19,38684780123117.0,San Francisco Public Montessori,18.0,0.0,7.0,3.0,25.0,27.0,0.0,20.0,73.0
2018-19,38684780123265.0,Gateway Middle,66.0,1.0,33.0,6.0,96.0,2.0,0.0,39.0,66.0
2018-19,38684780123505.0,Mission Preparatory,18.0,0.0,19.0,18.0,310.0,1.0,1.0,8.0,10.0
2018-19,38684780127530.0,KIPP San Francisco College Preparatory,99.0,1.0,11.0,4.0,267.0,0.0,8.0,6.0,7.0
2018-19,38684780132241.0,Brown Jr. (Willie L) Middle,84.0,3.0,7.0,18.0,79.0,10.0,8.0,12.0,5.0
2018-19,38684783830031.0,Wells (Ida B.) High,35.0,2.0,22.0,9.0,75.0,4.0,5.0,7.0,6.0
2018-19,38684783830064.0,Downtown High,46.0,0.0,4.0,6.0,85.0,9.0,10.0,6.0,5.0
2018-19,38684783830197.0,Independence High,19.0,0.0,17.0,10.0,73.0,5.0,4.0,15.0,43.0
2018-19,38684783830205.0,Wallenberg (Raoul) Traditional High,57.0,5.0,302.0,27.0,97.0,27.0,3.0,24.0,84.0
2018-19,38684783830254.0,Burton (Phillip and Sala) Academic High,93.0,3.0,381.0,165.0,329.0,39.0,37.0,21.0,24.0
2018-19,38684783830288.0,Balboa High,58.0,3.0,483.0,102.0,418.0,51.0,36.0,25.0,41.0
2018-19,38684783830387.0,"Asawa (Ruth) SF Sch of the Arts, A Public School",64.0,3.0,125.0,36.0,129.0,63.0,2.0,63.0,310.0
2018-19,38684783830403.0,Marshall (Thurgood) High,44.0,3.0,89.0,17.0,246.0,33.0,10.0,6.0,4.0
2018-19,38684783830411.0,Leadership High,42.0,0.0,2.0,9.0,237.0,15.0,5.0,10.0,4.0
2018-19,38684783830429.0,Life Learning Academy Charter,18.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0
2018-19,38684783830437.0,Gateway High,62.0,4.0,82.0,6.0,170.0,5.0,0.0,49.0,101.0
2018-19,38684783831765.0,Galileo High,90.0,1.0,1011.0,105.0,349.0,80.0,8.0,37.0,135.0
2018-19,38684783833241.0,Lincoln (Abraham) High,113.0,5.0,993.0,78.0,515.0,107.0,9.0,53.0,197.0
2018-19,38684783833407.0,Lowell High,49.0,4.0,1445.0,193.0,288.0,180.0,11.0,105.0,499.0
2018-19,38684783834082.0,Mission High,161.0,10.0,94.0,51.0,571.0,51.0,11.0,26.0,124.0
2018-19,38684783834769.0,O'Connell (John) High,74.0,0.0,47.0,39.0,250.0,20.0,7.0,15.0,28.0
2018-19,38684783839081.0,Washington (George) High,89.0,4.0,1117.0,97.0,356.0,89.0,7.0,46.0,190.0
2018-19,38684786040695.0,Alamo Elementary,3.0,0.0,225.0,8.0,55.0,45.0,5.0,56.0,132.0
2018-19,38684786040703.0,Alvarado Elementary,10.0,2.0,9.0,5.0,216.0,28.0,0.0,40.0,205.0
2018-19,38684786040737.0,Argonne Elementary,6.0,2.0,132.0,9.0,45.0,33.0,1.0,72.0,133.0
2018-19,38684786040752.0,Carmichael (Bessie)/FEC,78.0,4.0,58.0,188.0,166.0,50.0,4.0,30.0,47.0
2018-19,38684786040760.0,Harte (Bret) Elementary,47.0,0.0,2.0,3.0,88.0,20.0,12.0,13.0,1.0
2018-19,38684786040778.0,Bryant Elementary,13.0,2.0,1.0,3.0,186.0,9.0,1.0,4.0,4.0
2018-19,38684786040828.0,Clarendon Alternative Elementary,27.0,4.0,120.0,8.0,80.0,32.0,1.0,94.0,189.0
2018-19,38684786040836.0,Cleveland Elementary,9.0,0.0,3.0,18.0,276.0,27.0,1.0,7.0,5.0
2018-19,38684786040851.0,Sloat (Commodore) Elementary,8.0,0.0,143.0,4.0,45.0,33.0,0.0,37.0,120.0
2018-19,38684786040877.0,Lau (Gordon J.) Elementary,5.0,1.0,582.0,6.0,34.0,42.0,1.0,12.0,12.0
2018-19,38684786040893.0,Webster (Daniel) Elementary,21.0,0.0,14.0,2.0,142.0,20.0,4.0,25.0,98.0
2018-19,38684786040919.0,Milk (Harvey) Civil Rights Elementary,28.0,1.0,11.0,0.0,37.0,22.0,4.0,22.0,96.0
2018-19,38684786040935.0,Thomas Edison Charter Academy,34.0,1.0,8.0,9.0,598.0,6.0,10.0,21.0,43.0
2018-19,38684786040943.0,Taylor (Edward R.) Elementary,23.0,0.0,358.0,24.0,187.0,29.0,2.0,17.0,6.0
2018-19,38684786040950.0,El Dorado Elementary,38.0,0.0,11.0,16.0,66.0,15.0,3.0,16.0,4.0
2018-19,38684786040968.0,Cobb (William L.) Elementary,49.0,0.0,9.0,3.0,39.0,23.0,3.0,13.0,13.0
2018-19,38684786040984.0,Huerta (Dolores) Elementary,17.0,0.0,7.0,4.0,263.0,22.0,0.0,13.0,40.0
2018-19,38684786041008.0,Key (Francis Scott) Elementary,5.0,0.0,261.0,17.0,51.0,35.0,0.0,63.0,119.0
2018-19,38684786041016.0,McCoppin (Frank) Elementary,6.0,3.0,108.0,9.0,28.0,15.0,1.0,12.0,38.0
2018-19,38684786041040.0,Garfield Elementary,6.0,1.0,104.0,6.0,31.0,21.0,0.0,28.0,31.0
2018-19,38684786041065.0,Peabody (George) Elementary,3.0,0.0,46.0,7.0,34.0,20.0,0.0,43.0,118.0
2018-19,38684786041073.0,Glen Park Elementary,37.0,0.0,15.0,13.0,174.0,18.0,0.0,20.0,86.0
2018-19,38684786041115.0,Grattan Elementary,18.0,1.0,16.0,2.0,44.0,31.0,0.0,56.0,219.0
2018-19,38684786041123.0,Guadalupe Elementary,11.0,1.0,64.0,46.0,210.0,32.0,5.0,4.0,14.0
2018-19,38684786041131.0,Yick Wo Elementary,5.0,1.0,72.0,4.0,21.0,26.0,1.0,23.0,86.0
2018-19,38684786041149.0,Chavez (Cesar) Elementary,11.0,0.0,6.0,3.0,371.0,21.0,3.0,7.0,12.0
2018-19,38684786041156.0,Hillcrest Elementary,39.0,0.0,126.0,31.0,175.0,31.0,0.0,14.0,4.0
2018-19,38684786041206.0,Parker (Jean) Elementary,11.0,0.0,165.0,1.0,21.0,19.0,0.0,6.0,4.0
2018-19,38684786041230.0,Jefferson Elementary,2.0,1.0,180.0,16.0,56.0,34.0,0.0,52.0,149.0
2018-19,38684786041255.0,Muir (John) Elementary,56.0,3.0,5.0,4.0,116.0,26.0,3.0,6.0,6.0
2018-19,38684786041271.0,Ortega (Jose) Elementary,23.0,0.0,184.0,24.0,48.0,26.0,1.0,47.0,46.0
2018-19,38684786041289.0,Serra (Junipero) Elementary,15.0,1.0,17.0,7.0,191.0,22.0,3.0,8.0,22.0
2018-19,38684786041305.0,Lafayette Elementary,13.0,2.0,188.0,15.0,81.0,46.0,1.0,48.0,146.0
2018-19,38684786041321.0,Lakeshore Alternative Elementary,56.0,1.0,126.0,21.0,99.0,37.0,3.0,61.0,80.0
2018-19,38684786041339.0,Lawton Alternative Elementary,22.0,2.0,424.0,12.0,37.0,33.0,4.0,24.0,35.0
2018-19,38684786041347.0,Flynn (Leonard R.) Elementary,51.0,1.0,5.0,5.0,258.0,41.0,3.0,18.0,50.0
2018-19,38684786041362.0,Longfellow Elementary,13.0,0.0,86.0,126.0,219.0,51.0,3.0,18.0,4.0
2018-19,38684786041412.0,Marshall Elementary,3.0,2.0,3.0,2.0,197.0,5.0,0.0,4.0,31.0
2018-19,38684786041420.0,McKinley Elementary,29.0,0.0,25.0,4.0,62.0,32.0,1.0,39.0,191.0
2018-19,38684786041438.0,Miraloma Elementary,15.0,3.0,55.0,7.0,61.0,34.0,2.0,34.0,180.0
2018-19,38684786041446.0,Monroe Elementary,9.0,0.0,186.0,16.0,251.0,30.0,3.0,10.0,23.0
2018-19,38684786041487.0,Revere (Paul) Elementary,41.0,2.0,9.0,30.0,338.0,24.0,3.0,21.0,9.0
2018-19,38684786041503.0,Parks (Rosa) Elementary,79.0,2.0,82.0,14.0,88.0,52.0,4.0,83.0,72.0
2018-19,38684786041511.0,Redding Elementary,17.0,3.0,55.0,17.0,53.0,21.0,0.0,22.0,52.0
2018-19,38684786041529.0,Stevenson (Robert Louis) Elementary,7.0,0.0,361.0,21.0,26.0,42.0,0.0,15.0,17.0
2018-19,38684786041545.0,Sanchez Elementary,11.0,2.0,9.0,5.0,218.0,16.0,0.0,4.0,6.0
2018-19,38684786041560.0,Sheridan Elementary,35.0,2.0,45.0,32.0,59.0,17.0,1.0,30.0,8.0
2018-19,38684786041578.0,Sherman Elementary,37.0,2.0,71.0,10.0,64.0,47.0,0.0,37.0,119.0
2018-19,38684786041586.0,Malcolm X Academy,54.0,0.0,0.0,3.0,10.0,13.0,16.0,12.0,0.0
2018-19,38684786041594.0,Spring Valley Elementary,6.0,2.0,129.0,4.0,133.0,19.0,1.0,20.0,13.0
2018-19,38684786041602.0,King (Thomas Starr) Elementary,44.0,0.0,93.0,10.0,42.0,33.0,10.0,60.0,39.0
2018-19,38684786041610.0,Sunnyside Elementary,14.0,0.0,27.0,18.0,70.0,14.0,4.0,59.0,177.0
2018-19,38684786041644.0,Sutro Elementary,1.0,0.0,184.0,3.0,18.0,19.0,1.0,19.0,17.0
2018-19,38684786041685.0,Ulloa Elementary,3.0,0.0,414.0,12.0,30.0,28.0,1.0,20.0,20.0
2018-19,38684786041701.0,Visitacion Valley Elementary,39.0,1.0,139.0,23.0,65.0,25.0,27.0,15.0,4.0
2018-19,38684786041727.0,West Portal Elementary,4.0,0.0,327.0,11.0,53.0,31.0,0.0,59.0,105.0
2018-19,38684786059828.0,Giannini (A.P.) Middle,42.0,4.0,672.0,28.0,92.0,28.0,8.0,72.0,242.0
2018-19,38684786059844.0,Francisco Middle,21.0,1.0,366.0,5.0,90.0,18.0,3.0,11.0,45.0
2018-19,38684786059851.0,Hoover (Herbert) Middle,21.0,1.0,539.0,23.0,258.0,17.0,6.0,22.0,84.0
2018-19,38684786059869.0,Denman (James) Middle,64.0,5.0,179.0,96.0,325.0,24.0,13.0,27.0,102.0
2018-19,38684786059885.0,King Jr. (Martin Luther) Academic Middle,63.0,3.0,199.0,35.0,155.0,14.0,14.0,20.0,13.0
2018-19,38684786059901.0,Roosevelt Middle,26.0,3.0,337.0,17.0,82.0,18.0,1.0,49.0,161.0
2018-19,38684786059919.0,Visitacion Valley Middle,36.0,1.0,76.0,31.0,193.0,12.0,10.0,10.0,6.0
2018-19,38684786062020.0,Aptos Middle,94.0,3.0,398.0,36.0,208.0,20.0,10.0,51.0,156.0
2018-19,38684786062038.0,Everett Middle,61.0,2.0,20.0,9.0,426.0,31.0,2.0,25.0,118.0
2018-19,38684786062046.0,Buena Vista/ Horace Mann K-8,3.0,0.0,4.0,1.0,480.0,33.0,0.0,17.0,51.0
2018-19,38684786062053.0,Lick (James) Middle,39.0,2.0,10.0,9.0,415.0,16.0,1.0,20.0,56.0
2018-19,38684786062061.0,Marina Middle,51.0,5.0,475.0,14.0,126.0,24.0,1.0,22.0,72.0
2018-19,38684786062079.0,Presidio Middle,38.0,4.0,490.0,22.0,139.0,28.0,2.0,73.0,264.0
2018-19,38684786089569.0,Lee (Edwin and Anita) Newcomer,0.0,0.0,44.0,0.0,0.0,6.0,0.0,0.0,0.0
2018-19,38684786089585.0,Mission Education Center,3.0,1.0,1.0,0.0,82.0,8.0,0.0,3.0,7.0
2018-19,38684786089775.0,Rooftop Elementary,64.0,3.0,51.0,16.0,122.0,42.0,0.0,61.0,209.0
2018-19,38684786093488.0,San Francisco Community Alternative,37.0,2.0,18.0,26.0,113.0,8.0,1.0,21.0,54.0
2018-19,38684786093496.0,Carver (George Washington) Elementary,73.0,1.0,3.0,1.0,21.0,20.0,24.0,8.0,0.0
2018-19,38684786097919.0,New Traditions Elementary,17.0,0.0,7.0,2.0,29.0,27.0,1.0,29.0,134.0
2018-19,38684786099154.0,Moscone (George R.) Elementary,4.0,1.0,134.0,3.0,208.0,23.0,0.0,1.0,7.0
2018-19,38684786102479.0,Lilienthal (Claire) Elementary,45.0,2.0,203.0,17.0,79.0,45.0,2.0,94.0,210.0
2018-19,38684786104673.0,Drew (Charles) College Preparatory Academy,102.0,1.0,5.0,0.0,39.0,29.0,12.0,10.0,1.0
2018-19,38684786112601.0,Creative Arts Charter,33.0,4.0,26.0,6.0,69.0,5.0,0.0,46.0,242.0
2018-19,38684786113245.0,Yu (Alice Fong) Elementary,44.0,5.0,359.0,19.0,41.0,36.0,2.0,59.0,25.0
2018-19,38684786113252.0,Chin (John Yehall) Elementary,2.0,0.0,222.0,9.0,7.0,19.0,0.0,1.0,6.0
2018-19,38684786113997.0,Sunset Elementary,2.0,0.0,194.0,22.0,20.0,26.0,0.0,53.0,90.0
2018-19,38684786115901.0,Tenderloin Community,34.0,0.0,53.0,13.0,127.0,36.0,0.0,10.0,41.0
2018-19,38769190132159.0,OnePurpose,65.0,0.0,0.0,0.0,65.0,4.0,8.0,6.0,1.0
2018-19,38769270132183.0,The New School of San Francisco,12.0,3.0,34.0,4.0,49.0,0.0,1.0,8.0,124.0
2018-19,38771310137307.0,KIPP Bayview Elementary,47.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,0.0
2019-20,38103893830361.0,S.F. County Court Woodside Learning Ctr,2.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0
2019-20,38103893830395.0,S.F. County Opportunity (Hilltop),4.0,0.0,1.0,0.0,33.0,0.0,0.0,1.0,2.0
2019-20,38103893830445.0,S.F. County Civic Center Secondary,32.0,0.0,0.0,0.0,31.0,2.0,5.0,2.0,3.0
2019-20,38103896069561.0,S.F. County Special Education,4.0,0.0,12.0,2.0,11.0,3.0,1.0,4.0,11.0
2019-20,38684780101337.0,KIPP Bayview Academy,123.0,3.0,8.0,2.0,148.0,0.0,13.0,20.0,3.0
2019-20,38684780101352.0,KIPP San Francisco Bay Academy,60.0,1.0,15.0,7.0,238.0,3.0,3.0,11.0,19.0
2019-20,38684780101774.0,Five Keys Charter (SF Sheriff's),70.0,3.0,10.0,1.0,205.0,0.0,3.0,5.0,48.0
2019-20,38684780102103.0,Jordan (June) School for Equity,35.0,1.0,4.0,8.0,154.0,6.0,6.0,7.0,12.0
2019-20,38684780107300.0,City Arts and Tech High,42.0,0.0,11.0,14.0,159.0,0.0,1.0,15.0,18.0
2019-20,38684780111427.0,Feinstein (Dianne) Elementary,9.0,1.0,145.0,26.0,58.0,30.0,0.0,55.0,174.0
2019-20,38684780117465.0,Stockton (Commodore) Children Center,0.0,0.0,16.0,1.0,1.0,4.0,0.0,0.0,0.0
2019-20,38684780117473.0,Noriega Children Center,0.0,0.0,27.0,0.0,5.0,3.0,0.0,4.0,5.0
2019-20,38684780117499.0,Presidio Early Ed.,1.0,0.0,5.0,0.0,3.0,4.0,0.0,0.0,9.0
2019-20,38684780117523.0,Tule Elk Park Children Center,2.0,0.0,12.0,0.0,7.0,8.0,0.0,6.0,27.0
2019-20,38684780117531.0,McLaren (John) Children Centers,1.0,1.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0
2019-20,38684780118133.0,Five Keys Adult School (SF Sheriff's),20.0,0.0,4.0,2.0,76.0,0.0,0.0,2.0,12.0
2019-20,38684780118141.0,Five Keys Independence HS (SF Sheriff's),755.0,33.0,64.0,29.0,2301.0,0.0,26.0,142.0,388.0
2019-20,38684780119875.0,S.F. International High,1.0,0.0,41.0,4.0,258.0,12.0,0.0,0.0,17.0
2019-20,38684780119958.0,Academy (The)- SF @McAteer,45.0,2.0,65.0,22.0,129.0,15.0,1.0,14.0,45.0
2019-20,38684780120386.0,Chinese Immersion School at DeAvila,6.0,0.0,262.0,3.0,12.0,26.0,0.0,48.0,27.0
2019-20,38684780123117.0,San Francisco Public Montessori,16.0,0.0,8.0,2.0,27.0,28.0,0.0,22.0,72.0
2019-20,38684780123265.0,Gateway Middle,48.0,0.0,32.0,7.0,85.0,2.0,0.0,38.0,91.0
2019-20,38684780123505.0,Mission Preparatory,17.0,0.0,19.0,18.0,346.0,4.0,1.0,9.0,12.0
2019-20,38684780127530.0,KIPP San Francisco College Preparatory,89.0,1.0,10.0,2.0,256.0,0.0,6.0,7.0,8.0
2019-20,38684780132241.0,Brown Jr. (Willie L) Middle,58.0,1.0,6.0,12.0,68.0,4.0,8.0,14.0,10.0
2019-20,38684783830031.0,Wells (Ida B.) High,43.0,2.0,17.0,4.0,93.0,7.0,4.0,5.0,9.0
2019-20,38684783830064.0,Downtown High,50.0,2.0,2.0,2.0,74.0,3.0,11.0,7.0,1.0
2019-20,38684783830197.0,Independence High,19.0,0.0,12.0,4.0,59.0,5.0,5.0,13.0,41.0
2019-20,38684783830205.0,Wallenberg (Raoul) Traditional High,67.0,2.0,289.0,28.0,121.0,20.0,5.0,32.0,113.0
2019-20,38684783830254.0,Burton (Phillip and Sala) Academic High,95.0,3.0,389.0,148.0,379.0,33.0,37.0,34.0,23.0
2019-20,38684783830288.0,Balboa High,66.0,4.0,539.0,91.0,364.0,39.0,39.0,32.0,47.0
2019-20,38684783830387.0,"Asawa (Ruth) SF Sch of the Arts, A Public School",63.0,4.0,138.0,35.0,138.0,37.0,2.0,67.0,325.0
2019-20,38684783830403.0,Marshall (Thurgood) High,44.0,3.0,81.0,20.0,310.0,24.0,14.0,7.0,6.0
2019-20,38684783830411.0,Leadership High,40.0,0.0,4.0,7.0,255.0,1.0,3.0,7.0,2.0
2019-20,38684783830429.0,Life Learning Academy Charter,16.0,0.0,1.0,0.0,13.0,0.0,0.0,1.0,2.0
2019-20,38684783830437.0,Gateway High,53.0,3.0,75.0,7.0,172.0,31.0,0.0,48.0,96.0
2019-20,38684783831765.0,Galileo High,71.0,8.0,1014.0,87.0,383.0,62.0,7.0,46.0,160.0
2019-20,38684783833241.0,Lincoln (Abraham) High,114.0,1.0,998.0,73.0,500.0,89.0,13.0,68.0,190.0
2019-20,38684783833407.0,Lowell High,52.0,7.0,1454.0,185.0,331.0,166.0,12.0,144.0,520.0
2019-20,38684783834082.0,Mission High,167.0,5.0,81.0,40.0,638.0,40.0,9.0,26.0,111.0
2019-20,38684783834769.0,O'Connell (John) High,71.0,0.0,30.0,37.0,306.0,11.0,5.0,20.0,29.0
2019-20,38684783839081.0,Washington (George) High,99.0,6.0,1159.0,89.0,343.0,80.0,7.0,70.0,218.0
2019-20,38684786040695.0,Alamo Elementary,3.0,0.0,201.0,9.0,52.0,48.0,5.0,61.0,149.0
2019-20,38684786040703.0,Alvarado Elementary,8.0,2.0,11.0,5.0,219.0,29.0,1.0,45.0,186.0
2019-20,38684786040737.0,Argonne Elementary,7.0,1.0,137.0,13.0,47.0,43.0,2.0,62.0,141.0
2019-20,38684786040752.0,Carmichael (Bessie)/FEC,89.0,3.0,56.0,178.0,157.0,49.0,4.0,31.0,59.0
2019-20,38684786040760.0,Harte (Bret) Elementary,52.0,0.0,1.0,6.0,114.0,17.0,12.0,10.0,5.0
2019-20,38684786040778.0,Bryant Elementary,15.0,1.0,0.0,3.0,192.0,11.0,0.0,7.0,5.0
2019-20,38684786040828.0,Clarendon Alternative Elementary,17.0,2.0,127.0,8.0,82.0,33.0,1.0,90.0,187.0
2019-20,38684786040836.0,Cleveland Elementary,8.0,0.0,5.0,18.0,280.0,29.0,3.0,7.0,8.0
2019-20,38684786040851.0,Sloat (Commodore) Elementary,7.0,0.0,150.0,9.0,35.0,33.0,0.0,40.0,111.0
2019-20,38684786040877.0,Lau (Gordon J.) Elementary,3.0,0.0,583.0,7.0,37.0,49.0,1.0,15.0,13.0
2019-20,38684786040893.0,Webster (Daniel) Elementary,23.0,1.0,12.0,2.0,148.0,21.0,4.0,32.0,99.0
2019-20,38684786040919.0,Milk (Harvey) Civil Rights Elementary,23.0,1.0,11.0,0.0,38.0,18.0,2.0,23.0,108.0
2019-20,38684786040935.0,Thomas Edison Charter Academy,28.0,4.0,7.0,7.0,548.0,62.0,7.0,22.0,47.0
2019-20,38684786040943.0,Taylor (Edward R.) Elementary,20.0,0.0,352.0,23.0,196.0,35.0,3.0,15.0,7.0
2019-20,38684786040950.0,El Dorado Elementary,43.0,1.0,10.0,11.0,53.0,14.0,5.0,14.0,6.0
2019-20,38684786040968.0,Cobb (William L.) Elementary,42.0,1.0,6.0,2.0,31.0,21.0,4.0,17.0,12.0
2019-20,38684786040984.0,Huerta (Dolores) Elementary,12.0,0.0,9.0,3.0,247.0,24.0,0.0,17.0,43.0
2019-20,38684786041008.0,Key (Francis Scott) Elementary,4.0,0.0,244.0,19.0,53.0,33.0,0.0,67.0,130.0
2019-20,38684786041016.0,McCoppin (Frank) Elementary,6.0,3.0,96.0,8.0,34.0,16.0,1.0,20.0,41.0
2019-20,38684786041040.0,Garfield Elementary,8.0,0.0,103.0,5.0,30.0,22.0,0.0,24.0,23.0
2019-20,38684786041065.0,Peabody (George) Elementary,4.0,0.0,51.0,11.0,32.0,24.0,0.0,42.0,113.0
2019-20,38684786041073.0,Glen Park Elementary,37.0,0.0,14.0,13.0,170.0,19.0,0.0,22.0,89.0
2019-20,38684786041115.0,Grattan Elementary,15.0,0.0,26.0,2.0,45.0,34.0,0.0,61.0,212.0
2019-20,38684786041123.0,Guadalupe Elementary,12.0,1.0,53.0,42.0,214.0,24.0,6.0,6.0,12.0
2019-20,38684786041131.0,Yick Wo Elementary,6.0,1.0,75.0,4.0,25.0,25.0,1.0,26.0,77.0
2019-20,38684786041149.0,Chavez (Cesar) Elementary,10.0,0.0,11.0,2.0,376.0,21.0,2.0,9.0,16.0
2019-20,38684786041156.0,Hillcrest Elementary,40.0,0.0,111.0,27.0,192.0,30.0,0.0,11.0,4.0
2019-20,38684786041206.0,Parker (Jean) Elementary,12.0,0.0,153.0,0.0,21.0,20.0,0.0,6.0,4.0
2019-20,38684786041230.0,Jefferson Elementary,3.0,1.0,186.0,14.0,57.0,33.0,1.0,62.0,152.0
2019-20,38684786041255.0,Muir (John) Elementary,61.0,0.0,3.0,3.0,127.0,16.0,2.0,12.0,15.0
2019-20,38684786041271.0,Ortega (Jose) Elementary,21.0,0.0,185.0,18.0,49.0,30.0,0.0,54.0,41.0
2019-20,38684786041289.0,Serra (Junipero) Elementary,15.0,1.0,19.0,7.0,191.0,24.0,3.0,10.0,19.0
2019-20,38684786041305.0,Lafayette Elementary,14.0,2.0,186.0,13.0,79.0,45.0,0.0,60.0,133.0
2019-20,38684786041321.0,Lakeshore Alternative Elementary,55.0,1.0,113.0,27.0,96.0,30.0,3.0,65.0,97.0
2019-20,38684786041339.0,Lawton Alternative Elementary,24.0,2.0,417.0,14.0,36.0,40.0,3.0,26.0,36.0
2019-20,38684786041347.0,Flynn (Leonard R.) Elementary,49.0,1.0,6.0,6.0,260.0,34.0,0.0,26.0,58.0
2019-20,38684786041362.0,Longfellow Elementary,11.0,0.0,77.0,127.0,219.0,50.0,3.0,18.0,6.0
2019-20,38684786041412.0,Marshall Elementary,3.0,2.0,1.0,3.0,191.0,6.0,0.0,4.0,33.0
2019-20,38684786041420.0,McKinley Elementary,31.0,0.0,19.0,5.0,67.0,31.0,1.0,43.0,181.0
2019-20,38684786041438.0,Miraloma Elementary,17.0,3.0,55.0,7.0,55.0,35.0,2.0,33.0,171.0
2019-20,38684786041446.0,Monroe Elementary,5.0,0.0,187.0,16.0,256.0,36.0,0.0,9.0,22.0
2019-20,38684786041487.0,Revere (Paul) Elementary,36.0,2.0,8.0,27.0,337.0,29.0,4.0,17.0,9.0
2019-20,38684786041503.0,Parks (Rosa) Elementary,87.0,1.0,83.0,10.0,85.0,45.0,3.0,82.0,64.0
2019-20,38684786041511.0,Redding Elementary,18.0,3.0,46.0,17.0,55.0,18.0,0.0,24.0,69.0
2019-20,38684786041529.0,Stevenson (Robert Louis) Elementary,7.0,0.0,362.0,24.0,26.0,41.0,1.0,18.0,22.0
2019-20,38684786041545.0,Sanchez Elementary,15.0,4.0,8.0,9.0,227.0,19.0,0.0,6.0,6.0
2019-20,38684786041560.0,Sheridan Elementary,39.0,2.0,45.0,27.0,58.0,15.0,2.0,26.0,8.0
2019-20,38684786041578.0,Sherman Elementary,37.0,1.0,66.0,8.0,63.0,44.0,0.0,44.0,92.0
2019-20,38684786041586.0,Malcolm X Academy,57.0,0.0,0.0,3.0,6.0,9.0,15.0,13.0,0.0
2019-20,38684786041594.0,Spring Valley Elementary,2.0,1.0,122.0,4.0,118.0,14.0,1.0,13.0,17.0
2019-20,38684786041602.0,King (Thomas Starr) Elementary,51.0,0.0,92.0,7.0,47.0,33.0,10.0,73.0,35.0
2019-20,38684786041610.0,Sunnyside Elementary,15.0,0.0,26.0,14.0,70.0,13.0,7.0,58.0,173.0
2019-20,38684786041644.0,Sutro Elementary,1.0,0.0,177.0,3.0,13.0,21.0,1.0,19.0,22.0
2019-20,38684786041685.0,Ulloa Elementary,2.0,0.0,409.0,13.0,28.0,32.0,1.0,22.0,23.0
2019-20,38684786041701.0,Visitacion Valley Elementary,40.0,0.0,131.0,16.0,60.0,22.0,26.0,15.0,3.0
2019-20,38684786041727.0,West Portal Elementary,3.0,0.0,319.0,7.0,48.0,42.0,0.0,64.0,110.0
2019-20,38684786059828.0,Giannini (A.P.) Middle,42.0,0.0,631.0,33.0,102.0,41.0,7.0,85.0,259.0
2019-20,38684786059844.0,Francisco Middle,34.0,0.0,320.0,9.0,116.0,19.0,1.0,18.0,52.0
2019-20,38684786059851.0,Hoover (Herbert) Middle,16.0,1.0,546.0,30.0,266.0,15.0,8.0,22.0,84.0
2019-20,38684786059869.0,Denman (James) Middle,65.0,4.0,160.0,90.0,336.0,22.0,8.0,34.0,104.0
2019-20,38684786059885.0,King Jr. (Martin Luther) Academic Middle,58.0,2.0,172.0,33.0,136.0,14.0,12.0,16.0,10.0
2019-20,38684786059901.0,Roosevelt Middle,29.0,1.0,332.0,13.0,78.0,27.0,2.0,52.0,171.0
2019-20,38684786059919.0,Visitacion Valley Middle,32.0,2.0,75.0,35.0,234.0,11.0,16.0,11.0,7.0
2019-20,38684786062020.0,Aptos Middle,83.0,2.0,383.0,44.0,199.0,31.0,7.0,52.0,172.0
2019-20,38684786062038.0,Everett Middle,54.0,4.0,22.0,8.0,490.0,26.0,1.0,19.0,85.0
2019-20,38684786062046.0,Buena Vista/ Horace Mann K-8,3.0,0.0,4.0,2.0,484.0,31.0,0.0,14.0,40.0
