ACADEMIC_YEAR,CDS_CODE,SCHOOL,African American,American Indian or Alaska Native,Asian,Filipino,Hispanic or Latino,Not Reported,Pacific Islander,Two or More Races,White
2014-15,38103893830361.0,S.F. County Court Woodside Learning Ctr,0.44642857142857145,0.0,0.017857142857142856,0.0,0.39285714285714285,0.017857142857142856,0.05357142857142857,0.0,0.07142857142857142
2014-15,38103893830395.0,S.F. County Opportunity (Hilltop),0.1896551724137931,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.6379310344827587,0.0,0.034482758620689655,0.0,0.05172413793103448
2014-15,38103893830445.0,S.F. County Civic Center Secondary,0.30714285714285716,0.014285714285714285,0.11428571428571428,0.03571428571428571,0.32142857142857145,0.04285714285714286,0.03571428571428571,0.02857142857142857,0.1
2014-15,38103896069561.0,S.F. County Special Education,0.18518518518518517,0.0,0.2962962962962963,0.07407407407407407,0.3333333333333333,0.0,0.0,0.037037037037037035,0.07407407407407407
2014-15,38684780101337.0,KIPP Bayview Academy,0.6148409893992933,0.007067137809187279,0.045936395759717315,0.007067137809187279,0.2332155477031802,0.0,0.06713780918727916,0.0,0.024734982332155476
2014-15,38684780101352.0,KIPP San Francisco Bay Academy,0.19834710743801653,0.005509641873278237,0.06887052341597796,0.01928374655647383,0.6198347107438017,0.027548209366391185,0.005509641873278237,0.01928374655647383,0.03581267217630854
2014-15,38684780101774.0,Five Keys Charter (SF Sheriff's),0.36179775280898874,0.0044943820224719105,0.04943820224719101,0.0044943820224719105,0.4,0.0,0.011235955056179775,0.017977528089887642,0.15056179775280898
2014-15,38684780102103.0,Jordan (June) School for Equity,0.19083969465648856,0.0,0.04961832061068702,0.06870229007633588,0.6259541984732825,0.019083969465648856,0.011450381679389313,0.011450381679389313,0.022900763358778626
2014-15,38684780107300.0,City Arts and Tech High,0.18611111111111112,0.008333333333333333,0.013888888888888888,0.05,0.6138888888888889,0.013888888888888888,0.027777777777777776,0.03611111111111111,0.05
2014-15,38684780111427.0,Feinstein (Dianne) Elementary,0.021696252465483234,0.0,0.3708086785009862,0.03550295857988166,0.1242603550295858,0.03747534516765286,0.0019723865877712033,0.06903353057199212,0.33925049309664695
2014-15,38684780118133.0,Five Keys Adult School (SF Sheriff's),0.4025157232704403,0.006289308176100629,0.025157232704402517,0.0,0.3836477987421384,0.0,0.012578616352201259,0.025157232704402517,0.14465408805031446
2014-15,38684780118141.0,Five Keys Independence HS (SF Sheriff's),0.2851123595505618,0.011235955056179775,0.021769662921348316,0.008426966292134831,0.5751404494382022,0.0007022471910112359,0.0175561797752809,0.009831460674157303,0.0702247191011236
2014-15,38684780119875.0,S.F. International High,0.0027247956403269754,0.0,0.28337874659400547,0.02997275204359673,0.6185286103542235,0.02997275204359673,0.005449591280653951,0.0027247956403269754,0.027247956403269755
2014-15,38684780119958.0,Academy of Arts and Sciences,0.10461538461538461,0.009230769230769232,0.20307692307692307,0.036923076923076927,0.4369230769230769,0.033846153846153845,0.015384615384615385,0.027692307692307693,0.13230769230769232
2014-15,38684780120386.0,Chinese Immersion School at DeAvila,0.012594458438287154,0.0,0.6372795969773299,0.012594458438287154,0.037783375314861464,0.030226700251889168,0.0,0.10831234256926953,0.16120906801007556
2014-15,38684780123117.0,San Francisco Public Montessori,0.06896551724137931,0.006896551724137931,0.06206896551724138,0.013793103448275862,0.1724137931034483,0.09655172413793103,0.0,0.06206896551724138,0.5172413793103449
2014-15,38684780123265.0,Gateway Middle,0.13442622950819672,0.003278688524590164,0.14098360655737704,0.01639344262295082,0.2721311475409836,0.04262295081967213,0.006557377049180328,0.07540983606557378,0.3081967213114754
2014-15,38684780127530.0,KIPP San Francisco College Preparatory,0.3466135458167331,0.00796812749003984,0.04780876494023904,0.027888446215139442,0.5139442231075697,0.0,0.01593625498007968,0.01593625498007968,0.02390438247011952
2014-15,38684780128876.0,Gateway to College,0.2815533980582524,0.0,0.1941747572815534,0.08737864077669903,0.30097087378640774,0.05825242718446602,0.019417475728155338,0.0,0.05825242718446602
2014-15,38684783830031.0,Wells (Ida B.) High,0.25153374233128833,0.024539877300613498,0.17177914110429449,0.03067484662576687,0.4539877300613497,0.012269938650306749,0.018404907975460124,0.006134969325153374,0.03067484662576687
2014-15,38684783830064.0,Downtown High,0.25280898876404495,0.028089887640449437,0.0449438202247191,0.016853932584269662,0.550561797752809,0.02247191011235955,0.033707865168539325,0.0056179775280898875,0.0449438202247191
2014-15,38684783830197.0,Independence High,0.19230769230769232,0.008547008547008548,0.1752136752136752,0.0641025641025641,0.29914529914529914,0.038461538461538464,0.017094017094017096,0.01282051282051282,0.19230769230769232
2014-15,38684783830205.0,Wallenberg (Raoul) Traditional High,0.12206572769953052,0.00782472613458529,0.5320813771517997,0.04225352112676056,0.1486697965571205,0.025039123630672927,0.004694835680751174,0.02034428794992175,0.09702660406885759
2014-15,38684783830254.0,Burton (Phillip and Sala) Academic High,0.10038240917782026,0.0019120458891013384,0.35181644359464626,0.18833652007648183,0.25239005736137665,0.018164435946462717,0.040152963671128104,0.016252390057361378,0.030592734225621414
2014-15,38684783830288.0,Balboa High,0.07319013524264122,0.005568814638027049,0.39856801909307876,0.10182975338106603,0.31105807478122516,0.024661893396976928,0.02784407319013524,0.007159904534606206,0.050119331742243436
2014-15,38684783830353.0,International Studies Academy,0.29591836734693877,0.02040816326530612,0.07142857142857142,0.07653061224489796,0.3163265306122449,0.04081632653061224,0.11224489795918367,0.015306122448979591,0.05102040816326531
