facility_id,report_path,report_date,capacity,total_enrolled,method,snippet
380505208,data/ccld-reports/380505208/report-2.html,2023-12-13,27,27,table,TOTAL ENROLLED CHILDREN: 27
380505208,data/ccld-reports/380505208/report-3.html,2024-09-19,67,67,table,TOTAL ENROLLED CHILDREN: 67
380505208,data/ccld-reports/380505208/report-4.html,2025-11-05,27,27,table,TOTAL ENROLLED CHILDREN: 27
380505246,data/ccld-reports/380505246/report-0.html,2022-05-13,60,60,table,TOTAL ENROLLED CHILDREN: 60
380505246,data/ccld-reports/380505246/report-1.html,2023-07-11,60,60,table,TOTAL ENROLLED CHILDREN: 60
380505246,data/ccld-reports/380505246/report-2.html,2024-05-17,60,60,table,TOTAL ENROLLED CHILDREN: 60
380505246,data/ccld-reports/380505246/report-3.html,2024-06-18,43,43,table,TOTAL ENROLLED CHILDREN: 43
380505246,data/ccld-reports/380505246/report-4.html,2025-04-11,60,60,table,TOTAL ENROLLED CHILDREN: 60
380505246,data/ccld-reports/380505246/report-5.html,2025-05-07,60,60,table,TOTAL ENROLLED CHILDREN: 60
380505246,data/ccld-reports/380505246/report-6.html,2025-06-24,60,60,table,TOTAL ENROLLED CHILDREN: 60
380505313,data/ccld-reports/380505313/report-0.html,2023-06-20,28,28,table,TOTAL ENROLLED CHILDREN: 28
380505313,data/ccld-reports/380505313/report-1.html,2024-06-12,18,18,table,TOTAL ENROLLED CHILDREN: 18
380505313,data/ccld-reports/380505313/report-2.html,2025-07-01,26,26,table,TOTAL ENROLLED CHILDREN: 26
380505320,data/ccld-reports/380505320/report-0.html,2023-09-14,42,42,table,TOTAL ENROLLED CHILDREN: 42
380505320,data/ccld-reports/380505320/report-1.html,2024-09-26,42,42,table,TOTAL ENROLLED CHILDREN: 42
380505320,data/ccld-reports/380505320/report-2.html,2024-10-18,42,42,table,TOTAL ENROLLED CHILDREN: 42
380505426,data/ccld-reports/380505426/report-0.html,2022-09-13,20,20,table,TOTAL ENROLLED CHILDREN: 20
380505426,data/ccld-reports/380505426/report-1.html,2023-10-17,42,42,table,TOTAL ENROLLED CHILDREN: 42
380505426,data/ccld-reports/380505426/report-2.html,2024-10-22,20,20,table,TOTAL ENROLLED CHILDREN: 20
380505426,data/ccld-reports/380505426/report-3.html,2025-09-05,18,18,table,TOTAL ENROLLED CHILDREN: 18
380505466,data/ccld-reports/380505466/report-0.html,2022-10-20,378,378,table,TOTAL ENROLLED CHILDREN: 378
380505466,data/ccld-reports/380505466/report-1.html,2024-10-04,108,108,table,TOTAL ENROLLED CHILDREN: 108
380505466,data/ccld-reports/380505466/report-2.html,2025-08-28,98,98,table,TOTAL ENROLLED CHILDREN: 98
380505563,data/ccld-reports/380505563/report-0.html,2022-06-09,17,17,table,TOTAL ENROLLED CHILDREN: 17
380505563,data/ccld-reports/380505563/report-1.html,2023-08-15,20,20,table,TOTAL ENROLLED CHILDREN: 20
380505563,data/ccld-reports/380505563/report-2.html,2024-08-20,20,20,table,TOTAL ENROLLED CHILDREN: 20
380505563,data/ccld-reports/380505563/report-3.html,2025-06-11,20,20,table,TOTAL ENROLLED CHILDREN: 20
380505568,data/ccld-reports/380505568/report-0.html,2023-03-23,83,,table,83
380505568,data/ccld-reports/380505568/report-1.html,2023-05-31,83,,table,83
380505568,data/ccld-reports/380505568/report-10.html,2023-10-30,83,83,table,TOTAL ENROLLED CHILDREN: 83
380505568,data/ccld-reports/380505568/report-11.html,2024-05-09,83,83,table,TOTAL ENROLLED CHILDREN: 83
380505568,data/ccld-reports/380505568/report-12.html,2025-06-16,83,83,table,TOTAL ENROLLED CHILDREN: 83
380505568,data/ccld-reports/380505568/report-13.html,2025-06-17,83,83,table,TOTAL ENROLLED CHILDREN: 83
380505568,data/ccld-reports/380505568/report-14.html,2025-06-17,83,83,table,TOTAL ENROLLED CHILDREN: 83
380505568,data/ccld-reports/380505568/report-15.html,2025-11-14,83,,table,83
380505568,data/ccld-reports/380505568/report-2.html,2023-08-17,83,,table,83
380505568,data/ccld-reports/380505568/report-3.html,2023-09-20,83,,table,83
380505568,data/ccld-reports/380505568/report-4.html,2021-04-09,0,0,table,TOTAL ENROLLED CHILDREN: 0
380505568,data/ccld-reports/380505568/report-5.html,2022-01-20,83,83,table,TOTAL ENROLLED CHILDREN: 83
380505568,data/ccld-reports/380505568/report-6.html,2023-01-17,83,83,table,TOTAL ENROLLED CHILDREN: 83
380505568,data/ccld-reports/380505568/report-7.html,2023-02-15,83,83,table,TOTAL ENROLLED CHILDREN: 83
380505568,data/ccld-reports/380505568/report-8.html,2023-03-23,83,83,table,TOTAL ENROLLED CHILDREN: 83
380505568,data/ccld-reports/380505568/report-9.html,2023-05-03,83,83,table,TOTAL ENROLLED CHILDREN: 83
380505707,data/ccld-reports/380505707/report-0.html,2021-09-29,0,0,table,TOTAL ENROLLED CHILDREN: 0
380505707,data/ccld-reports/380505707/report-1.html,2023-06-22,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-10.html,2025-06-11,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-11.html,2025-07-15,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-12.html,2025-09-05,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-13.html,2025-11-21,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-2.html,2023-11-28,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-3.html,2024-05-07,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-4.html,2025-01-24,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-5.html,2025-02-11,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-6.html,2025-02-11,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-7.html,2025-04-08,12,12,table,TOTAL ENROLLED CHILDREN: 12
380505707,data/ccld-reports/380505707/report-8.html,2025-04-23,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505707,data/ccld-reports/380505707/report-9.html,2025-05-02,23,23,table,TOTAL ENROLLED CHILDREN: 23
380505730,data/ccld-reports/380505730/report-0.html,2023-03-07,48,48,table,TOTAL ENROLLED CHILDREN: 48
380505730,data/ccld-reports/380505730/report-1.html,2024-01-24,48,48,table,TOTAL ENROLLED CHILDREN: 48
380505730,data/ccld-reports/380505730/report-2.html,2024-03-01,48,48,table,TOTAL ENROLLED CHILDREN: 48
380505730,data/ccld-reports/380505730/report-3.html,2024-04-12,48,48,table,TOTAL ENROLLED CHILDREN: 48
380505730,data/ccld-reports/380505730/report-4.html,2025-03-20,17,17,table,TOTAL ENROLLED CHILDREN: 17
380505779,data/ccld-reports/380505779/report-0.html,2022-09-02,18,18,table,TOTAL ENROLLED CHILDREN: 18
380505779,data/ccld-reports/380505779/report-1.html,2023-10-31,18,18,table,TOTAL ENROLLED CHILDREN: 18
380505779,data/ccld-reports/380505779/report-2.html,2024-02-20,11,11,table,TOTAL ENROLLED CHILDREN: 11
380505779,data/ccld-reports/380505779/report-3.html,2025-02-19,13,13,table,TOTAL ENROLLED CHILDREN: 13
380505833,data/ccld-reports/380505833/report-0.html,2020-10-21,224,,table,224
380505833,data/ccld-reports/380505833/report-1.html,2023-03-23,224,,table,224
380505833,data/ccld-reports/380505833/report-2.html,2024-11-20,224,,table,224
380505833,data/ccld-reports/380505833/report-3.html,2022-12-21,224,224,table,TOTAL ENROLLED CHILDREN: 224
380505833,data/ccld-reports/380505833/report-4.html,2023-03-23,224,,licensed,"licensed for 224 children. Under HSC1597.16. ""A licensed child day care center, as defined in Section 1596.76, that is located in a building that was constructed before January 1, 2010, shall have its"
380505833,data/ccld-reports/380505833/report-5.html,2023-10-25,224,224,table,TOTAL ENROLLED CHILDREN: 224
380505833,data/ccld-reports/380505833/report-6.html,2024-01-19,224,224,table,TOTAL ENROLLED CHILDREN: 224
380505833,data/ccld-reports/380505833/report-7.html,2024-10-10,224,224,table,TOTAL ENROLLED CHILDREN: 224
380505833,data/ccld-reports/380505833/report-8.html,2025-10-13,127,127,table,TOTAL ENROLLED CHILDREN: 127
380505930,data/ccld-reports/380505930/report-0.html,2023-05-30,32,32,table,TOTAL ENROLLED CHILDREN: 32
380505930,data/ccld-reports/380505930/report-1.html,2023-05-30,2,2,table,TOTAL ENROLLED CHILDREN: 2
380505930,data/ccld-reports/380505930/report-2.html,2024-08-22,34,34,table,TOTAL ENROLLED CHILDREN: 34
380505930,data/ccld-reports/380505930/report-3.html,2024-10-10,29,29,table,TOTAL ENROLLED CHILDREN: 29
380505930,data/ccld-reports/380505930/report-4.html,2025-09-18,19,19,table,TOTAL ENROLLED CHILDREN: 19
380505931,data/ccld-reports/380505931/report-0.html,2023-08-17,36,36,table,TOTAL ENROLLED CHILDREN: 36
380505931,data/ccld-reports/380505931/report-1.html,2024-08-14,36,36,table,TOTAL ENROLLED CHILDREN: 36
380505931,data/ccld-reports/380505931/report-2.html,2024-11-14,36,36,table,TOTAL ENROLLED CHILDREN: 36
380506088,data/ccld-reports/380506088/report-0.html,2023-08-09,32,,table,32
380506088,data/ccld-reports/380506088/report-1.html,2023-09-06,32,,table,32
380506088,data/ccld-reports/380506088/report-10.html,2024-07-12,25,25,table,TOTAL ENROLLED CHILDREN: 25
380506088,data/ccld-reports/380506088/report-11.html,2024-09-19,19,19,table,TOTAL ENROLLED CHILDREN: 19
380506088,data/ccld-reports/380506088/report-12.html,2025-06-09,25,25,table,TOTAL ENROLLED CHILDREN: 25
380506088,data/ccld-reports/380506088/report-2.html,2024-02-23,32,,table,32
380506088,data/ccld-reports/380506088/report-3.html,2024-02-23,32,,table,32
380506088,data/ccld-reports/380506088/report-4.html,2022-03-11,32,32,table,TOTAL ENROLLED CHILDREN: 32
380506088,data/ccld-reports/380506088/report-5.html,2023-02-01,32,32,table,TOTAL ENROLLED CHILDREN: 32
380506088,data/ccld-reports/380506088/report-6.html,2023-05-09,32,32,table,TOTAL ENROLLED CHILDREN: 32
380506088,data/ccld-reports/380506088/report-7.html,2023-06-27,32,32,table,TOTAL ENROLLED CHILDREN: 32
380506088,data/ccld-reports/380506088/report-8.html,2023-07-07,32,32,table,TOTAL ENROLLED CHILDREN: 32
380506088,data/ccld-reports/380506088/report-9.html,2024-02-23,32,32,table,TOTAL ENROLLED CHILDREN: 32
380506136,data/ccld-reports/380506136/report-0.html,2023-03-15,66,66,table,TOTAL ENROLLED CHILDREN: 66
380506136,data/ccld-reports/380506136/report-1.html,2024-03-14,66,66,table,TOTAL ENROLLED CHILDREN: 66
380506136,data/ccld-reports/380506136/report-2.html,2024-10-25,66,66,table,TOTAL ENROLLED CHILDREN: 66
380506136,data/ccld-reports/380506136/report-3.html,2025-01-10,66,66,table,TOTAL ENROLLED CHILDREN: 66
380506136,data/ccld-reports/380506136/report-4.html,2025-04-14,66,66,table,TOTAL ENROLLED CHILDREN: 66
380506270,data/ccld-reports/380506270/report-0.html,2022-12-21,30,30,table,TOTAL ENROLLED CHILDREN: 30
380506270,data/ccld-reports/380506270/report-1.html,2024-03-21,25,25,table,TOTAL ENROLLED CHILDREN: 25
380506270,data/ccld-reports/380506270/report-2.html,2024-05-01,25,25,table,TOTAL ENROLLED CHILDREN: 25
380506270,data/ccld-reports/380506270/report-3.html,2024-09-24,30,30,table,TOTAL ENROLLED CHILDREN: 30
380506270,data/ccld-reports/380506270/report-4.html,2025-07-17,25,25,table,TOTAL ENROLLED CHILDREN: 25
380506275,data/ccld-reports/380506275/report-0.html,2024-10-08,24,,table,24
380506275,data/ccld-reports/380506275/report-1.html,2023-08-29,24,24,table,TOTAL ENROLLED CHILDREN: 24
380506275,data/ccld-reports/380506275/report-2.html,2024-07-17,24,24,table,TOTAL ENROLLED CHILDREN: 24
380506275,data/ccld-reports/380506275/report-3.html,2024-09-13,24,24,table,TOTAL ENROLLED CHILDREN: 24
380506275,data/ccld-reports/380506275/report-4.html,2024-10-08,24,24,table,TOTAL ENROLLED CHILDREN: 24
380506275,data/ccld-reports/380506275/report-5.html,2025-07-16,24,24,table,TOTAL ENROLLED CHILDREN: 24
380506340,data/ccld-reports/380506340/report-0.html,2025-06-04,53,,table,53
380506340,data/ccld-reports/380506340/report-1.html,2023-08-30,53,53,table,TOTAL ENROLLED CHILDREN: 53
380506340,data/ccld-reports/380506340/report-2.html,2024-08-29,12,12,table,TOTAL ENROLLED CHILDREN: 12
380506340,data/ccld-reports/380506340/report-3.html,2025-06-04,29,29,table,TOTAL ENROLLED CHILDREN: 29
380506340,data/ccld-reports/380506340/report-4.html,2025-07-25,22,22,table,TOTAL ENROLLED CHILDREN: 22
380506367,data/ccld-reports/380506367/report-0.html,2024-11-21,80,,table,80
380506367,data/ccld-reports/380506367/report-1.html,2022-02-18,80,80,table,TOTAL ENROLLED CHILDREN: 80
380506367,data/ccld-reports/380506367/report-2.html,2023-02-22,80,80,table,TOTAL ENROLLED CHILDREN: 80
380506367,data/ccld-reports/380506367/report-3.html,2024-05-31,80,80,table,TOTAL ENROLLED CHILDREN: 80
380506367,data/ccld-reports/380506367/report-4.html,2024-05-31,80,80,table,TOTAL ENROLLED CHILDREN: 80
380506367,data/ccld-reports/380506367/report-5.html,2024-10-21,80,80,table,TOTAL ENROLLED CHILDREN: 80
380506367,data/ccld-reports/380506367/report-6.html,2025-07-15,80,80,table,TOTAL ENROLLED CHILDREN: 80
380506367,data/ccld-reports/380506367/report-7.html,2025-10-28,52,52,table,TOTAL ENROLLED CHILDREN: 52
380506430,data/ccld-reports/380506430/report-0.html,2021-12-10,38,,table,38
380506430,data/ccld-reports/380506430/report-1.html,2022-09-12,38,,table,38
380506430,data/ccld-reports/380506430/report-2.html,2021-12-10,24,24,table,TOTAL ENROLLED CHILDREN: 24
380506430,data/ccld-reports/380506430/report-3.html,2022-09-12,20,20,table,TOTAL ENROLLED CHILDREN: 20
380506430,data/ccld-reports/380506430/report-4.html,2024-04-25,17,17,table,TOTAL ENROLLED CHILDREN: 17
380506430,data/ccld-reports/380506430/report-5.html,2025-11-18,21,21,table,TOTAL ENROLLED CHILDREN: 21
380506508,data/ccld-reports/380506508/report-0.html,2021-12-20,9,9,table,TOTAL ENROLLED CHILDREN: 9
380506508,data/ccld-reports/380506508/report-1.html,2023-09-22,9,9,table,TOTAL ENROLLED CHILDREN: 9
380506508,data/ccld-reports/380506508/report-2.html,2024-11-25,8,8,table,TOTAL ENROLLED CHILDREN: 8
380506527,data/ccld-reports/380506527/report-0.html,2022-05-11,24,24,table,TOTAL ENROLLED CHILDREN: 24
380506527,data/ccld-reports/380506527/report-1.html,2022-09-23,35,35,table,TOTAL ENROLLED CHILDREN: 35
380506527,data/ccld-reports/380506527/report-2.html,2024-02-20,19,19,table,TOTAL ENROLLED CHILDREN: 19
380506527,data/ccld-reports/380506527/report-3.html,2024-12-20,26,26,table,TOTAL ENROLLED CHILDREN: 26
380506527,data/ccld-reports/380506527/report-4.html,2025-06-02,16,16,table,TOTAL ENROLLED CHILDREN: 16
380506527,data/ccld-reports/380506527/report-5.html,2025-08-06,27,27,table,TOTAL ENROLLED CHILDREN: 27
384000037,data/ccld-reports/384000037/report-0.html,2022-07-20,30,,table,30
384000037,data/ccld-reports/384000037/report-1.html,2023-03-21,30,,table,30
384000037,data/ccld-reports/384000037/report-2.html,2022-10-25,30,30,table,TOTAL ENROLLED CHILDREN: 30
384000037,data/ccld-reports/384000037/report-3.html,2023-03-15,30,30,table,TOTAL ENROLLED CHILDREN: 30
384000037,data/ccld-reports/384000037/report-4.html,2023-04-19,30,30,table,TOTAL ENROLLED CHILDREN: 30
384000037,data/ccld-reports/384000037/report-5.html,2023-10-24,30,30,table,TOTAL ENROLLED CHILDREN: 30
384000037,data/ccld-reports/384000037/report-6.html,2024-08-09,30,30,table,TOTAL ENROLLED CHILDREN: 30
384000037,data/ccld-reports/384000037/report-7.html,2025-05-21,30,30,table,TOTAL ENROLLED CHILDREN: 30
384000060,data/ccld-reports/384000060/report-0.html,2023-05-25,123,123,table,TOTAL ENROLLED CHILDREN: 123
384000060,data/ccld-reports/384000060/report-1.html,2025-08-14,123,,licensed,licensed for 123 preschool children. License at facility has been on inactive status since 2023 due to construction and renovation. Senior director has requested to remove inactive status. Senior dire
384000093,data/ccld-reports/384000093/report-0.html,2021-09-24,104,,table,104
384000093,data/ccld-reports/384000093/report-1.html,2022-01-19,104,104,table,TOTAL ENROLLED CHILDREN: 104
384000093,data/ccld-reports/384000093/report-2.html,2022-09-16,104,104,table,TOTAL ENROLLED CHILDREN: 104
384000093,data/ccld-reports/384000093/report-3.html,2023-01-12,104,104,table,TOTAL ENROLLED CHILDREN: 104
384000093,data/ccld-reports/384000093/report-4.html,2024-04-25,80,80,table,TOTAL ENROLLED CHILDREN: 80
384000093,data/ccld-reports/384000093/report-5.html,2025-04-29,78,78,table,TOTAL ENROLLED CHILDREN: 78
384000103,data/ccld-reports/384000103/report-0.html,2023-01-12,12,,table,12
384000103,data/ccld-reports/384000103/report-1.html,2022-01-18,0,0,table,TOTAL ENROLLED CHILDREN: 0
384000103,data/ccld-reports/384000103/report-2.html,2023-01-12,1,1,table,TOTAL ENROLLED CHILDREN: 1
384000103,data/ccld-reports/384000103/report-3.html,2024-01-09,12,12,table,TOTAL ENROLLED CHILDREN: 12
384000103,data/ccld-reports/384000103/report-4.html,2025-01-13,12,12,table,TOTAL ENROLLED CHILDREN: 12
384000125,data/ccld-reports/384000125/report-0.html,2022-04-27,125,125,table,TOTAL ENROLLED CHILDREN: 125
384000125,data/ccld-reports/384000125/report-1.html,2023-06-28,125,125,table,TOTAL ENROLLED CHILDREN: 125
384000125,data/ccld-reports/384000125/report-2.html,2024-06-26,85,85,table,TOTAL ENROLLED CHILDREN: 85
384000125,data/ccld-reports/384000125/report-3.html,2025-04-23,110,110,table,TOTAL ENROLLED CHILDREN: 110
384000176,data/ccld-reports/384000176/report-0.html,2020-12-10,96,,table,96
384000176,data/ccld-reports/384000176/report-1.html,2022-10-19,96,,table,96
384000176,data/ccld-reports/384000176/report-10.html,2025-06-12,131,,licensed,"licensed for 131 children. With the removal of Room 111, the facility's new allowable capacity will be 114 preschool age children. Prior to approval of the license for a capacity of 114 preschool-age "
384000176,data/ccld-reports/384000176/report-2.html,2022-10-19,96,,table,96
384000176,data/ccld-reports/384000176/report-3.html,2021-02-03,0,0,table,TOTAL ENROLLED CHILDREN: 0
384000176,data/ccld-reports/384000176/report-4.html,2022-09-07,96,96,table,TOTAL ENROLLED CHILDREN: 96
384000176,data/ccld-reports/384000176/report-5.html,2024-03-29,96,96,table,TOTAL ENROLLED CHILDREN: 96
384000176,data/ccld-reports/384000176/report-6.html,2024-05-20,96,96,table,TOTAL ENROLLED CHILDREN: 96
384000176,data/ccld-reports/384000176/report-7.html,2024-07-30,96,96,table,TOTAL ENROLLED CHILDREN: 96
384000176,data/ccld-reports/384000176/report-8.html,2024-08-19,96,96,table,TOTAL ENROLLED CHILDREN: 96
384000176,data/ccld-reports/384000176/report-9.html,2025-06-12,131,131,table,TOTAL ENROLLED CHILDREN: 131
384000199,data/ccld-reports/384000199/report-0.html,2022-11-02,72,,table,72
384000199,data/ccld-reports/384000199/report-1.html,2022-10-19,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000199,data/ccld-reports/384000199/report-2.html,2022-12-05,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000199,data/ccld-reports/384000199/report-3.html,2023-06-20,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000199,data/ccld-reports/384000199/report-4.html,2023-06-23,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000199,data/ccld-reports/384000199/report-5.html,2024-01-18,56,56,table,TOTAL ENROLLED CHILDREN: 56
384000199,data/ccld-reports/384000199/report-6.html,2024-08-13,56,56,table,TOTAL ENROLLED CHILDREN: 56
384000199,data/ccld-reports/384000199/report-7.html,2025-05-16,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000227,data/ccld-reports/384000227/report-0.html,2022-07-25,36,36,table,TOTAL ENROLLED CHILDREN: 36
384000227,data/ccld-reports/384000227/report-1.html,2024-01-17,36,36,table,TOTAL ENROLLED CHILDREN: 36
384000227,data/ccld-reports/384000227/report-2.html,2024-03-13,36,36,table,TOTAL ENROLLED CHILDREN: 36
384000227,data/ccld-reports/384000227/report-3.html,2025-02-27,36,36,table,TOTAL ENROLLED CHILDREN: 36
384000227,data/ccld-reports/384000227/report-4.html,2025-03-13,36,36,table,TOTAL ENROLLED CHILDREN: 36
384000255,data/ccld-reports/384000255/report-0.html,2022-04-26,45,45,table,TOTAL ENROLLED CHILDREN: 45
384000255,data/ccld-reports/384000255/report-1.html,2023-03-21,45,45,table,TOTAL ENROLLED CHILDREN: 45
384000255,data/ccld-reports/384000255/report-2.html,2024-03-08,45,45,table,TOTAL ENROLLED CHILDREN: 45
384000255,data/ccld-reports/384000255/report-3.html,2025-03-11,45,45,table,TOTAL ENROLLED CHILDREN: 45
384000255,data/ccld-reports/384000255/report-4.html,2025-09-09,42,42,table,TOTAL ENROLLED CHILDREN: 42
384000274,data/ccld-reports/384000274/report-0.html,2022-12-06,18,18,table,TOTAL ENROLLED CHILDREN: 18
384000274,data/ccld-reports/384000274/report-1.html,2024-10-25,18,18,table,TOTAL ENROLLED CHILDREN: 18
384000274,data/ccld-reports/384000274/report-2.html,2025-10-03,17,17,table,TOTAL ENROLLED CHILDREN: 17
384000303,data/ccld-reports/384000303/report-0.html,2023-04-19,44,44,table,TOTAL ENROLLED CHILDREN: 44
384000303,data/ccld-reports/384000303/report-1.html,2024-01-10,43,43,table,TOTAL ENROLLED CHILDREN: 43
384000303,data/ccld-reports/384000303/report-2.html,2024-07-23,38,38,table,TOTAL ENROLLED CHILDREN: 38
384000303,data/ccld-reports/384000303/report-3.html,2025-04-11,49,49,table,TOTAL ENROLLED CHILDREN: 49
384000303,data/ccld-reports/384000303/report-4.html,2025-05-28,49,49,table,TOTAL ENROLLED CHILDREN: 49
384000303,data/ccld-reports/384000303/report-5.html,2025-06-10,49,49,table,TOTAL ENROLLED CHILDREN: 49
384000303,data/ccld-reports/384000303/report-6.html,2025-10-09,56,56,table,TOTAL ENROLLED CHILDREN: 56
384000310,data/ccld-reports/384000310/report-0.html,2023-05-11,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000310,data/ccld-reports/384000310/report-1.html,2024-09-25,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000310,data/ccld-reports/384000310/report-2.html,2025-08-07,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000375,data/ccld-reports/384000375/report-0.html,2022-09-08,72,,table,72
384000375,data/ccld-reports/384000375/report-1.html,2022-01-21,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000375,data/ccld-reports/384000375/report-2.html,2023-01-09,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000375,data/ccld-reports/384000375/report-3.html,2024-04-26,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000375,data/ccld-reports/384000375/report-4.html,2024-09-24,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000406,data/ccld-reports/384000406/report-0.html,2022-05-18,96,96,table,TOTAL ENROLLED CHILDREN: 96
384000406,data/ccld-reports/384000406/report-1.html,2023-05-05,96,96,table,TOTAL ENROLLED CHILDREN: 96
384000406,data/ccld-reports/384000406/report-2.html,2024-06-27,96,96,table,TOTAL ENROLLED CHILDREN: 96
384000406,data/ccld-reports/384000406/report-3.html,2025-05-12,96,96,table,TOTAL ENROLLED CHILDREN: 96
384000493,data/ccld-reports/384000493/report-0.html,2022-09-29,48,48,table,TOTAL ENROLLED CHILDREN: 48
384000493,data/ccld-reports/384000493/report-1.html,2023-10-27,32,32,table,TOTAL ENROLLED CHILDREN: 32
384000493,data/ccld-reports/384000493/report-2.html,2024-03-01,48,48,table,TOTAL ENROLLED CHILDREN: 48
384000493,data/ccld-reports/384000493/report-3.html,2024-12-04,34,34,table,TOTAL ENROLLED CHILDREN: 34
384000493,data/ccld-reports/384000493/report-4.html,2025-10-21,28,28,table,TOTAL ENROLLED CHILDREN: 28
384000521,data/ccld-reports/384000521/report-0.html,2022-10-07,22,22,table,TOTAL ENROLLED CHILDREN: 22
384000521,data/ccld-reports/384000521/report-1.html,2023-12-11,8,8,table,TOTAL ENROLLED CHILDREN: 8
384000521,data/ccld-reports/384000521/report-2.html,2024-10-23,12,12,table,TOTAL ENROLLED CHILDREN: 12
384000521,data/ccld-reports/384000521/report-3.html,2025-09-11,10,10,table,TOTAL ENROLLED CHILDREN: 10
384000531,data/ccld-reports/384000531/report-0.html,2023-05-03,42,42,table,TOTAL ENROLLED CHILDREN: 42
384000531,data/ccld-reports/384000531/report-1.html,2024-08-13,23,23,table,TOTAL ENROLLED CHILDREN: 23
384000531,data/ccld-reports/384000531/report-2.html,2025-06-19,32,32,table,TOTAL ENROLLED CHILDREN: 32
384000731,data/ccld-reports/384000731/report-0.html,2022-12-15,17,17,table,TOTAL ENROLLED CHILDREN: 17
384000731,data/ccld-reports/384000731/report-1.html,2024-05-03,12,12,table,TOTAL ENROLLED CHILDREN: 12
384000731,data/ccld-reports/384000731/report-2.html,2025-08-07,20,20,table,TOTAL ENROLLED CHILDREN: 20
384000740,data/ccld-reports/384000740/report-0.html,2022-03-24,18,18,table,TOTAL ENROLLED CHILDREN: 18
384000740,data/ccld-reports/384000740/report-1.html,2022-11-30,13,13,table,TOTAL ENROLLED CHILDREN: 13
384000740,data/ccld-reports/384000740/report-2.html,2024-03-21,27,27,table,TOTAL ENROLLED CHILDREN: 27
384000740,data/ccld-reports/384000740/report-3.html,2024-06-06,28,28,table,TOTAL ENROLLED CHILDREN: 28
384000741,data/ccld-reports/384000741/report-0.html,2022-07-13,17,17,table,TOTAL ENROLLED CHILDREN: 17
384000741,data/ccld-reports/384000741/report-1.html,2023-07-10,15,15,table,TOTAL ENROLLED CHILDREN: 15
384000741,data/ccld-reports/384000741/report-2.html,2024-07-16,20,20,table,TOTAL ENROLLED CHILDREN: 20
384000741,data/ccld-reports/384000741/report-3.html,2025-06-03,36,36,table,TOTAL ENROLLED CHILDREN: 36
384000793,data/ccld-reports/384000793/report-0.html,2023-03-08,15,15,table,TOTAL ENROLLED CHILDREN: 15
384000793,data/ccld-reports/384000793/report-1.html,2024-04-03,15,15,table,TOTAL ENROLLED CHILDREN: 15
384000793,data/ccld-reports/384000793/report-2.html,2025-04-15,4,4,table,TOTAL ENROLLED CHILDREN: 4
384000805,data/ccld-reports/384000805/report-0.html,2023-10-03,16,,table,16
384000805,data/ccld-reports/384000805/report-1.html,2022-10-04,16,16,table,TOTAL ENROLLED CHILDREN: 16
384000805,data/ccld-reports/384000805/report-2.html,2023-08-04,16,16,table,TOTAL ENROLLED CHILDREN: 16
384000805,data/ccld-reports/384000805/report-3.html,2023-10-03,16,16,table,TOTAL ENROLLED CHILDREN: 16
384000805,data/ccld-reports/384000805/report-4.html,2023-10-19,12,12,table,TOTAL ENROLLED CHILDREN: 12
384000805,data/ccld-reports/384000805/report-5.html,2025-01-22,16,16,table,TOTAL ENROLLED CHILDREN: 16
384000805,data/ccld-reports/384000805/report-6.html,2025-07-30,16,16,table,TOTAL ENROLLED CHILDREN: 16
384000818,data/ccld-reports/384000818/report-0.html,2022-10-25,19,19,table,TOTAL ENROLLED CHILDREN: 19
384000818,data/ccld-reports/384000818/report-1.html,2023-10-20,19,19,table,TOTAL ENROLLED CHILDREN: 19
384000818,data/ccld-reports/384000818/report-2.html,2024-08-23,19,19,table,TOTAL ENROLLED CHILDREN: 19
