tax_prd,tax_prd_yr,formtype,pdf_url,updated,totrevenue,totfuncexpns,totassetsend,totliabend,pct_compnsatncurrofcr,subseccd,unrelbusinccd,initiationfees,grsrcptspublicuse,grsincmembers,grsincother,totcntrbgfts,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,rntlexpnsreal,rntlexpnsprsnl,rntlincreal,rntlincprsnl,netrntlinc,grsalesecur,grsalesothr,cstbasisecur,cstbasisothr,gnlsecur,gnlsothr,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,grsalesinvent,lesscstofgoods,netincsales,miscrevtot11e,compnsatncurrofcr,othrsalwages,payrolltx,profndraising,txexmptbndsend,secrdmrtgsend,unsecurednotesend,retainedearnend,totnetassetend,nonpfrea,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,ein,totcntrbs,prgmservrev,duesassesmnts,othrinvstinc,grsamtsalesastothr,basisalesexpnsothr,gnsaleofastothr,grsrevnuefndrsng,direxpns,grsalesminusret,costgoodsold,grsprft,othrevnue,totrevnue,totexpns,totexcessyr,othrchgsnetassetfnd,totnetassetsend,unrelbusincd,initiationfee,grspublicrcpts,gftgrntrcvd170,grsrcptsrelatd170,grsrcptsadmiss509,tax_period,asset_amount,income_amount,revenue_amount,org_name,org_subname
202307.0,2023.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F237038038_202307_990_2024041522362463.pdf,2025-08-05T16:08:22.061Z,361110.0,317852.0,288053.0,0.0,0.0,3.0,N,0.0,0.0,0.0,0.0,287123.0,3490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42321.0,7058.0,35263.0,0.0,0.0,0.0,8279.0,8610.0,-331.0,35565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288053.0,9,0.0,0.0,0.0,0.0,0.0,865816.0,260898.0,0.0,0.0,166.0,1126880.0,237038038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
202207.0,2022.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_05_2023_prefixes_22-23%2F237038038_202207_990_2023051921277098.pdf,2023-08-07T19:36:24.945Z,203499.0,246404.0,244386.0,0.0,0.0,3.0,N,0.0,0.0,0.0,0.0,167844.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32316.0,5001.0,27315.0,0.0,0.0,0.0,0.0,0.0,0.0,8338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244386.0,09,0.0,0.0,0.0,0.0,0.0,679822.0,220618.0,0.0,0.0,196.0,900636.0,237038038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
202107.0,2021.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F237038038_202107_990EZ_2022042820000750.pdf,2023-08-07T19:50:03.145Z,186853.0,170946.0,288607.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,09,,0.0,0.0,0.0,,532197.0,,0.0,0.0,221.0,844499.0,237038038,171849.0,15000.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186853.0,170946.0,15907.0,492.0,288607.0,,0.0,0.0,0.0,0.0,303822.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
202007.0,2020.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F237038038_202007_990EZ_2021072118574706.pdf,2022-07-01T20:41:30.020Z,147239.0,128840.0,272208.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7077.0,0.0,,,,,,,,,,,,,,,,09,,0.0,0.0,0.0,,437021.0,,0.0,0.0,249.0,796106.0,237038038,133486.0,0.0,0.0,32.0,0.0,0.0,0.0,37552.0,30475.0,0.0,0.0,0.0,6644.0,147239.0,128840.0,18399.0,0.0,272208.0,0.0,0.0,0.0,0.0,0.0,345219.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
201907.0,2019.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=06_2020_prefixes_20-23%2F237038038_201907_990EZ_2020061817194325.pdf,2022-04-05T21:21:47.104Z,164415.0,121875.0,253809.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51008.0,0.0,,,,,,,,,,,,,,,,09,,0.0,0.0,0.0,,418733.0,,0.0,0.0,504.0,806124.0,237038038,105514.0,0.0,0.0,128.0,0.0,0.0,0.0,63628.0,12620.0,0.0,0.0,0.0,7765.0,164415.0,121875.0,42540.0,0.0,253809.0,0.0,0.0,0.0,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
201807.0,2018.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=04_2019_prefixes_23-26%2F237038038_201807_990EZ_2019042616245753.pdf,2022-04-05T21:18:39.552Z,139638.0,45461.0,211269.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32713.0,0.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,345792.0,,0.0,0.0,689.0,747217.0,237038038,101129.0,0.0,0.0,30.0,0.0,0.0,0.0,43608.0,10895.0,0.0,0.0,0.0,5766.0,139638.0,45461.0,94177.0,0.0,211269.0,0.0,0.0,0.0,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
201707.0,2017.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=10_2018_prefixes_23-23%2F237038038_201707_990EZ_2018103115856801.pdf,2021-09-13T18:00:27.570Z,138817.0,144737.0,117092.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,102339.0,0.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,312041.0,,0.0,0.0,1002.0,695580.0,237038038,20219.0,0.0,0.0,27.0,0.0,0.0,0.0,115887.0,13548.0,0.0,0.0,0.0,16232.0,138817.0,144737.0,-5920.0,-199.0,117092.0,0.0,0.0,0.0,0.0,0.0,368920.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
201607.0,2016.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F237038038_201607_990EZ_2017071814571442.pdf,2021-09-13T18:29:29.097Z,121854.0,199799.0,123211.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33248.0,0.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,329390.0,,0.0,0.0,975.0,580784.0,237038038,76673.0,0.0,0.0,32.0,0.0,0.0,0.0,49854.0,16606.0,0.0,0.0,0.0,11901.0,121854.0,199799.0,-77945.0,-16484.0,123211.0,0.0,0.0,0.0,0.0,0.0,245061.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
201507.0,2015.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=2016_03_EO%2F23-7038038_990EZ_201507.pdf,2017-06-30T00:41:23.959Z,167656.0,93946.0,217640.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50687.0,0.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,287118.0,,0.0,0.0,943.0,476725.0,237038038,115198.0,0.0,0.0,287.0,0.0,0.0,0.0,70763.0,20076.0,0.0,0.0,0.0,1484.0,167656.0,93946.0,73710.0,0.0,217640.0,0.0,0.0,0.0,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
201407.0,2014.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=2015_05_EO%2F23-7038038_990EZ_201407.pdf,2017-06-30T00:25:43.458Z,104231.0,89078.0,143930.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70305.0,0.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,206459.0,,0.0,0.0,656.0,323532.0,237038038,32573.0,0.0,0.0,313.0,0.0,0.0,0.0,84202.0,13897.0,0.0,0.0,0.0,1040.0,104231.0,89078.0,15153.0,-32132.0,143930.0,0.0,0.0,0.0,0.0,0.0,116417.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
201307.0,2013.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=2014_10_EO%2F23-7038038_990EZ_201307.pdf,2017-06-30T00:11:36.642Z,98896.0,59165.0,160909.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,7,,0.0,44.0,0.0,,0.0,,0.0,0.0,0.0,0.0,237038038,67334.0,31175.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,98896.0,59165.0,39731.0,0.0,160909.0,0.0,0.0,0.0,222865.0,0.0,0.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
201207.0,2012.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=2013_05_EO%2F23-7038038_990EZ_201207.pdf,2017-06-29T23:54:55.898Z,81045.0,60067.0,161624.0,4731.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,41509.0,10924.0,,,,,,,,,,,,,,,,7,,0.0,0.0,4305.0,,0.0,,0.0,0.0,0.0,0.0,237038038,37568.0,0.0,320.0,320.0,24626.0,22225.0,2401.0,46304.0,15719.0,2166.0,3249.0,-1083.0,0.0,81045.0,60067.0,20978.0,0.0,156893.0,0.0,0.0,0.0,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
201107.0,2011.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=2012_04_EO%2F23-7038038_990EZ_201107.pdf,2017-06-29T23:39:34.345Z,87333.0,68190.0,139250.0,3335.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50048.0,9720.0,,,,,,,,,,,,,,,,7,,0.0,0.0,7141.0,,0.0,,0.0,0.0,0.0,0.0,237038038,34401.0,0.0,7.0,463.0,31413.0,28475.0,2938.0,56650.0,16322.0,2945.0,3469.0,-524.0,0.0,87333.0,68190.0,19143.0,0.0,135915.0,0.0,0.0,0.0,155726.0,0.0,0.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237038038,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01,223929.0,272046.0,258264.0,Pta California Congress Of Parents Teachers & Students Inc,Dolores Huerta Elementary Pta
202406.0,2024.0,1.0,,2025-08-05T16:13:18.490Z,99504.0,61769.0,118719.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45390.0,216.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,164089.0,,0.0,0.0,0.0,339504.0,900350703,44374.0,0.0,259.0,0.0,0.0,0.0,0.0,50306.0,5132.0,16478.0,22093.0,-5615.0,15096.0,99504.0,61769.0,37735.0,0.0,118719.0,,0.0,0.0,0.0,0.0,175415.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
202306.0,2023.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_12_2023_prefixes_88-92%2F900350703_202306_990EZ_2023121422115636.pdf,2024-08-28T20:25:07.552Z,46645.0,51772.0,80984.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14988.0,0.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,125583.0,,0.0,0.0,0.0,291780.0,900350703,26576.0,0.0,379.0,0.0,0.0,0.0,0.0,25886.0,10898.0,8617.0,7159.0,1458.0,3244.0,46645.0,51772.0,-5127.0,1.0,80984.0,,0.0,0.0,0.0,0.0,166197.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
202206.0,2022.0,1.0,,2024-08-28T20:25:07.552Z,58507.0,39855.0,86110.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22273.0,0.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,127403.0,,0.0,0.0,0.0,299116.0,900350703,21072.0,0.0,446.0,0.0,0.0,0.0,0.0,26950.0,4677.0,3307.0,2000.0,1307.0,13409.0,58507.0,39855.0,18652.0,25149.0,86110.0,,0.0,0.0,0.0,0.0,171713.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
202106.0,2021.0,1.0,,2022-07-01T20:44:59.760Z,27755.0,45665.0,42309.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4901.0,0.0,,,,,,,,,,,,,,,,09,,0.0,0.0,0.0,,127232.0,,0.0,0.0,0.0,286202.0,900350703,22854.0,0.0,0.0,0.0,0.0,0.0,0.0,15363.0,10462.0,0.0,0.0,0.0,0.0,27755.0,45665.0,-17910.0,325.0,42309.0,0.0,0.0,0.0,0.0,0.0,158970.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
202006.0,2020.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=04_2021_prefixes_87-91%2F900350703_202006_990EZ_2021042818029311.pdf,2022-04-05T21:24:05.446Z,69768.0,77978.0,59894.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,31398.0,11533.0,,,,,,,,,,,,,,,,09,,0.0,0.0,0.0,,133089.0,,0.0,0.0,0.0,292607.0,900350703,38824.0,0.0,0.0,0.0,0.0,0.0,0.0,19865.0,0.0,0.0,3481.0,-3481.0,3027.0,69768.0,77978.0,-8210.0,-8776.0,59894.0,0.0,0.0,0.0,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
201906.0,2019.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=02_2020_prefixes_84-91%2F900350703_201906_990EZ_2020021217140723.pdf,2022-04-05T21:15:44.551Z,96503.0,81108.0,76880.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,38739.0,10934.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,146562.0,,0.0,0.0,0.0,303896.0,900350703,40266.0,0.0,0.0,0.0,0.0,0.0,0.0,40892.0,13087.0,0.0,2887.0,-2887.0,20385.0,96503.0,81108.0,15395.0,9263.0,76880.0,0.0,0.0,0.0,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
201806.0,2018.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=03_2019_prefixes_84-92%2F900350703_201806_990EZ_2019031816178585.pdf,2022-04-05T21:20:30.969Z,72038.0,57040.0,52222.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,40309.0,10894.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,172217.0,,0.0,0.0,0.0,293233.0,900350703,32019.0,0.0,0.0,0.0,0.0,0.0,0.0,47335.0,17920.0,2811.0,3101.0,-290.0,0.0,72038.0,57040.0,14998.0,0.0,52222.0,0.0,0.0,0.0,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
201706.0,2017.0,1.0,,2021-09-13T17:59:45.619Z,52271.0,52665.0,37224.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19647.0,6579.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,181761.0,,0.0,0.0,0.0,289948.0,900350703,34756.0,0.0,0.0,0.0,0.0,0.0,0.0,29877.0,16809.0,2568.0,4700.0,-2132.0,0.0,52271.0,52665.0,-394.0,0.0,37224.0,0.0,0.0,0.0,0.0,0.0,108187.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
201606.0,2016.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=2016_11_EO%2F90-0350703_990EZ_201606.pdf,2017-06-30T00:41:33.695Z,44700.0,62716.0,37618.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9049.0,0.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,180638.0,,0.0,0.0,0.0,288112.0,900350703,28711.0,0.0,78.0,0.0,55.0,0.0,0.0,11207.0,2158.0,13772.0,6910.0,6862.0,0.0,44700.0,62716.0,-18016.0,230.0,37618.0,0.0,0.0,0.0,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
201506.0,2015.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=2016_03_EO%2F90-0350703_990EZ_201506.pdf,2017-06-30T00:41:34.283Z,55961.0,63981.0,55404.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4181.0,0.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,176580.0,,0.0,0.0,0.0,279463.0,900350703,29457.0,0.0,396.0,0.0,0.0,0.0,0.0,5251.0,1070.0,28226.0,6299.0,21927.0,0.0,55961.0,63981.0,-8020.0,0.0,55404.0,0.0,0.0,0.0,,,,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
201406.0,2014.0,1.0,https://projects.propublica.org/nonprofits/download-filing?path=2014_12_EO%2F90-0350703_990EZ_201406.pdf,2017-06-30T00:11:47.059Z,68342.0,56650.0,63424.0,0.0,-0.001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4468.0,2901.0,,,,,,,,,,,,,,,,9,,0.0,0.0,0.0,,154275.0,,0.0,0.0,0.0,259201.0,900350703,46650.0,0.0,228.0,0.0,0.0,0.0,0.0,3544.0,1977.0,22752.0,5756.0,16996.0,0.0,68342.0,56650.0,11692.0,0.0,63424.0,0.0,0.0,0.0,0.0,0.0,104926.0,,,,,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900350703,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-01,143829.0,108596.0,95944.0,Pta California Congress Of Parents Teachers & Students Inc,Rosa Parks Elementary Pta
202306.0,2023.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_05_2024_prefixes_94-99%2F942783933_202306_990_2024051722395138.pdf,2025-08-05T16:11:10.661Z,220621.0,270143.0,523952.0,6877.0,0.0,3.0,N,0.0,0.0,0.0,0.0,136485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118406.0,34270.0,84136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517075.0,9,0.0,0.0,0.0,0.0,0.0,576289.0,367244.0,0.0,0.0,0.0,947687.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
202206.0,2022.0,0.0,,2024-08-28T20:20:52.531Z,183486.0,222019.0,574328.0,7731.0,0.0,3.0,N,0.0,0.0,0.0,0.0,135773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56248.0,8535.0,47713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566597.0,9,0.0,0.0,0.0,0.0,0.0,548214.0,380429.0,0.0,0.0,0.0,934924.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
202106.0,2021.0,0.0,,2023-08-07T19:48:48.522Z,95081.0,156246.0,609229.0,4099.0,0.0,3.0,N,0.0,0.0,0.0,0.0,77927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18572.0,2395.0,16177.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605130.0,09,0.0,0.0,0.0,0.0,0.0,525948.0,446862.0,0.0,0.0,0.0,981832.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
202006.0,2020.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=05_2021_prefixes_92-94%2F942783933_202006_990_2021052018155884.pdf,2022-07-01T20:40:14.720Z,148746.0,202606.0,669296.0,3001.0,0.0,3.0,N,0.0,0.0,0.0,0.0,112910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42309.0,7853.0,34456.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666295.0,9,0.0,0.0,0.0,0.0,0.0,540658.0,551932.0,0.0,0.0,0.0,1105767.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
201906.0,2019.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=09_2020_prefixes_91-94%2F942783933_201906_990_2020092917335882.pdf,2021-08-30T18:57:23.956Z,230736.0,199121.0,722697.0,2542.0,0.0,3.0,N,0.0,0.0,0.0,0.0,113194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131709.0,15964.0,115745.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720155.0,09,0.0,0.0,0.0,0.0,0.0,482304.0,669208.0,0.0,0.0,0.0,1165986.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
201806.0,2018.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=07_2019_prefixes_88-95%2F942783933_201806_990_2019072616524878.pdf,2021-08-30T18:38:12.454Z,229766.0,206240.0,686684.0,-1856.0,0.0,3.0,N,0.0,0.0,0.0,0.0,108410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131590.0,12361.0,119229.0,0.0,0.0,0.0,0.0,0.0,0.0,2127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688540.0,09,0.0,0.0,0.0,0.0,0.0,423764.0,703985.0,0.0,0.0,0.0,1142070.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
201706.0,2017.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=10_2018_prefixes_91-94%2F942783933_201706_990_2018100115747223.pdf,2019-10-15T18:15:11.676Z,225935.0,221097.0,660070.0,-4944.0,0.0,3.0,N,0.0,0.0,0.0,0.0,113507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122681.0,12994.0,109687.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665014.0,9,0.0,0.0,0.0,0.0,0.0,374324.0,700080.0,0.0,0.0,3864.0,1091561.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
201606.0,2016.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F942783933_201606_990_2017100214792154.pdf,2018-12-10T23:10:25.763Z,204451.0,176850.0,660784.0,608.0,0.0,3.0,N,0.0,0.0,0.0,0.0,92638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123742.0,17061.0,106681.0,0.0,0.0,0.0,0.0,0.0,0.0,5132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660176.0,9,0.0,0.0,0.0,0.0,0.0,315585.0,717305.0,0.0,0.0,8819.0,1054889.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
201506.0,2015.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=2016_08_EO%2F94-2783933_990_201506.pdf,2017-06-30T00:36:54.206Z,197270.0,184305.0,633030.0,455.0,0.0,3.0,N,0.0,0.0,0.0,0.0,54557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159585.0,19549.0,140036.0,0.0,0.0,0.0,0.0,0.0,0.0,2677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632575.0,9,0.0,0.0,0.0,0.0,0.0,274683.0,732214.0,0.0,0.0,10870.0,1026199.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
201406.0,2014.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=2015_07_EO%2F94-2783933_990_201406.pdf,2017-06-30T00:21:34.024Z,187257.0,171798.0,624844.0,5389.0,0.0,3.0,N,0.0,0.0,0.0,0.0,54653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166486.0,35526.0,130960.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619455.0,9,0.0,0.0,0.0,0.0,0.0,274459.0,702950.0,0.0,0.0,52996.0,1036160.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
201306.0,2013.0,0.0,https://projects.propublica.org/nonprofits/download-filing?path=2014_06_EO%2F94-2783933_990_201306.pdf,2017-06-30T00:06:24.150Z,191617.0,185520.0,611875.0,7879.0,0.0,3.0,N,0.0,0.0,0.0,0.0,58970.0,0.0,5445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382616.0,0.0,384198.0,0.0,-1582.0,0.0,-1582.0,169035.0,41350.0,127685.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603996.0,9,0.0,0.0,0.0,0.0,0.0,270777.0,660440.0,0.0,0.0,53951.0,989279.0,942783933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parent Advisory Council Japanesethe Bilingual Bicultural Program,Clarendon School
