school_id,program_code,application_year,grade,choice_lower,choice_upper,requests
537,SE,2022,K,5,5,19
537,SN,2022,K,5,5,4
537,SN,2022,3,5,5,1
537,SN,2022,4,5,5,1
466,GE,2022,11,5,5,1
644,AF,2022,K,5,5,2
644,GE,2022,K,5,5,103
644,GE,2022,1,5,5,6
644,GE,2022,2,5,5,2
644,GE,2022,3,5,5,1
644,GE,2022,4,5,5,1
644,GE,2022,5,5,5,7
757,GE,2022,9,5,5,42
757,MM,2022,9,5,5,1
757,GE,2022,12,5,5,1
544,GE,2022,K,5,5,49
544,GE,2022,1,5,5,3
544,GE,2022,3,5,5,2
838,GE,2022,K,5,5,12
838,ME,2022,K,5,5,13
838,MN,2022,K,5,5,5
838,SA,2022,K,5,5,2
710,GE,2022,6,5,5,37
710,MM,2022,7,5,5,1
710,GE,2022,8,5,5,1
664,GE,2022,K,5,5,53
664,GE,2022,1,5,5,2
664,GE,2022,3,5,5,1
664,GE,2022,5,5,5,1
670,AF,2022,K,5,5,1
670,GE,2022,K,5,5,31
670,GE,2022,1,5,5,1
670,GE,2022,4,5,5,2
490,CB,2022,K,5,5,9
490,GE,2022,K,5,5,18
490,CB,2022,2,5,5,1
490,GE,2022,4,5,5,2
490,GE,2022,5,5,5,1
676,GE,2022,K,5,5,101
676,MS,2022,K,5,5,1
676,GE,2022,1,5,5,7
676,GE,2022,2,5,5,4
676,GE,2022,3,5,5,6
676,GE,2022,4,5,5,2
676,GE,2022,6,5,5,116
676,MS,2022,6,5,5,1
676,GE,2022,7,5,5,4
476,NC,2022,1,5,5,1
476,NC,2022,4,5,5,1
634,GE,2022,6,5,5,57
634,SN,2022,6,5,5,11
634,GE,2022,7,5,5,2
479,GE,2022,K,5,5,47
479,KE,2022,K,5,5,10
479,GE,2022,1,5,5,2
479,KE,2022,1,5,5,2
479,GE,2022,2,5,5,1
479,KN,2022,3,5,5,1
479,GE,2022,4,5,5,1
479,GE,2022,5,5,5,3
479,GE,2022,6,5,5,51
479,GE,2022,7,5,5,6
479,GE,2022,8,5,5,1
405,GE,2022,9,5,5,139
405,MM,2022,9,5,5,2
405,MS,2022,9,5,5,1
405,NX,2022,9,5,5,1
405,GE,2022,10,5,5,5
405,GE,2022,11,5,5,3
405,GE,2022,12,5,5,1
691,FB,2022,K,5,5,1
691,GE,2022,K,5,5,9
697,GE,2022,9,5,5,148
697,MM,2022,9,5,5,1
697,MS,2022,9,5,5,1
697,GE,2022,10,5,5,1
697,GE,2022,11,5,5,1
697,CA,2022,13,5,5,1
830,GE,2022,TK,5,5,4
830,GE,2022,K,5,5,4
708,AF,2022,6,5,5,2
708,CN,2022,6,5,5,4
708,GE,2022,6,5,5,69
708,MM,2022,6,5,5,1
708,CN,2022,7,5,5,1
708,GE,2022,7,5,5,4
708,GE,2022,8,5,5,4
853,ED,2022,9,5,5,1
853,GE,2022,9,5,5,52
853,MM,2022,9,5,5,1
853,NX,2022,9,5,5,1
853,GE,2022,11,5,5,2
853,GE,2022,12,5,5,2
853,CA,2022,13,5,5,1
714,SE,2022,K,5,5,14
714,SN,2022,K,5,5,7
714,SE,2022,1,5,5,1
714,SN,2022,1,5,5,1
714,SN,2022,5,5,5,1
549,GE,2022,TK,5,5,5
549,GE,2022,K,5,5,41
549,GE,2022,1,5,5,4
549,GE,2022,2,5,5,3
549,GE,2022,3,5,5,1
549,GE,2022,4,5,5,1
549,GE,2022,5,5,5,2
718,GE,2022,K,5,5,46
718,GE,2022,1,5,5,1
718,GE,2022,2,5,5,1
718,GE,2022,5,5,5,1
950,GE,2022,TK,5,5,13
505,GE,2022,K,5,5,24
505,GE,2022,1,5,5,1
505,GE,2022,3,5,5,1
722,AF,2022,K,5,5,2
722,GE,2022,K,5,5,60
722,GE,2022,1,5,5,4
722,GE,2022,2,5,5,2
722,GE,2022,4,5,5,2
724,DS,2022,TK,5,5,6
724,NS,2022,5,5,5,1
725,GE,2022,9,5,5,165
725,NX,2022,9,5,5,1
725,GE,2022,10,5,5,2
725,GE,2022,11,5,5,2
725,GE,2022,12,5,5,3
729,CB,2022,K,5,5,2
729,GE,2022,K,5,5,15
729,SE,2022,K,5,5,15
729,SN,2022,K,5,5,9
729,GE,2022,1,5,5,1
729,CB,2022,2,5,5,1
729,GE,2022,3,5,5,1
729,GE,2022,5,5,5,1
723,CB,2022,K,5,5,3
723,GE,2022,K,5,5,17
723,SB,2022,K,5,5,13
723,CB,2022,2,5,5,2
650,GE,2022,K,5,5,19
650,SB,2022,K,5,5,1
650,GE,2022,1,5,5,2
650,GE,2022,4,5,5,1
735,GE,2022,K,5,5,48
735,GE,2022,1,5,5,5
735,GE,2022,2,5,5,2
735,GE,2022,3,5,5,1
735,GE,2022,4,5,5,2
735,GE,2022,5,5,5,2
928,GE,2022,TK,5,5,9
651,GE,2022,9,5,5,78
651,MM,2022,9,5,5,1
651,CA,2022,13,5,5,3
746,GE,2022,K,5,5,22
746,ME,2022,K,5,5,11
746,MN,2022,K,5,5,5
746,ME,2022,1,5,5,1
746,MN,2022,4,5,5,1
746,GE,2022,5,5,5,1
638,CB,2022,K,5,5,9
638,GE,2022,K,5,5,16
638,GE,2022,3,5,5,2
638,GE,2022,4,5,5,1
786,GE,2022,TK,5,5,13
786,AF,2022,K,5,5,1
786,GE,2022,K,5,5,15
786,JE,2022,K,5,5,6
786,JN,2022,K,5,5,1
786,GE,2022,2,5,5,2
786,GE,2022,3,5,5,1
569,GE,2022,K,5,5,76
569,GE,2022,1,5,5,1
569,GE,2022,2,5,5,1
569,GE,2022,3,5,5,2
569,GE,2022,4,5,5,1
569,GE,2022,5,5,5,2
778,GE,2022,6,5,5,121
778,JB,2022,6,5,5,1
778,MM,2022,6,5,5,1
778,GE,2022,7,5,5,2
778,GE,2022,8,5,5,1
790,GE,2022,TK,5,5,8
790,GE,2022,K,5,5,9
760,GE,2022,K,5,5,5
760,MM,2022,K,5,5,1
760,SE,2022,K,5,5,7
760,SN,2022,K,5,5,4
760,GE,2022,1,5,5,1
760,SE,2022,1,5,5,1
760,GE,2022,3,5,5,1
760,SN,2022,4,5,5,1
760,GE,2022,5,5,5,1
760,GE,2022,6,5,5,20
760,GE,2022,7,5,5,1
760,GE,2022,8,5,5,1
965,GE,2022,TK,5,5,16
796,GE,2022,K,5,5,67
796,GE,2022,1,5,5,5
796,GE,2022,2,5,5,3
796,GE,2022,3,5,5,2
796,GE,2022,4,5,5,1
796,GE,2022,6,5,5,101
796,GE,2022,7,5,5,2
797,CN,2022,6,5,5,8
797,GE,2022,6,5,5,118
797,MM,2022,6,5,5,1
797,GE,2022,7,5,5,2
797,GE,2022,8,5,5,1
816,GE,2022,K,5,5,15
816,SB,2022,K,5,5,7
816,GE,2022,3,5,5,1
816,GE,2022,5,5,5,1
955,GE,2022,TK,5,5,12
656,GE,2022,K,5,5,11
656,SB,2022,K,5,5,4
656,SB,2022,1,5,5,1
656,SB,2022,3,5,5,1
493,GE,2022,K,5,5,23
493,GE,2022,2,5,5,1
493,GE,2022,6,5,5,18
621,GX,2022,9,5,5,3
621,NC,2022,9,5,5,1
621,NX,2022,10,5,5,1
621,NX,2022,11,5,5,1
621,CA,2022,13,5,5,1
814,GE,2022,K,5,5,37
814,GE,2022,1,5,5,2
814,GE,2022,2,5,5,4
820,GE,2022,TK,5,5,20
820,GE,2022,K,5,5,13
820,GE,2022,4,5,5,1
823,GE,2022,K,5,5,22
823,GE,2022,1,5,5,1
823,GE,2022,2,5,5,1
823,GE,2022,3,5,5,1
488,GE,2022,K,5,5,55
488,GE,2022,1,5,5,4
488,GE,2022,2,5,5,2
488,GE,2022,3,5,5,1
834,CB,2022,K,5,5,2
834,GE,2022,K,5,5,13
834,GE,2022,2,5,5,2
834,GE,2022,4,5,5,1
782,GE,2022,TK,5,5,12
782,GE,2022,K,5,5,65
782,GE,2022,1,5,5,1
782,GE,2022,2,5,5,2
782,GE,2022,3,5,5,2
782,GE,2022,4,5,5,5
915,GE,2022,TK,5,5,5
842,GE,2022,K,5,5,42
842,MS,2022,K,5,5,1
842,GE,2022,1,5,5,2
842,GE,2022,2,5,5,1
842,GE,2022,4,5,5,2
750,GE,2022,K,5,5,78
750,SA,2022,K,5,5,2
750,GE,2022,1,5,5,5
750,GE,2022,2,5,5,3
750,GE,2022,3,5,5,1
750,GE,2022,5,5,5,1
848,CB,2022,K,5,5,2
848,GE,2022,K,5,5,30
848,CB,2022,1,5,5,1
848,GE,2022,1,5,5,1
848,GE,2022,2,5,5,1
848,GE,2022,3,5,5,1
848,GE,2022,4,5,5,2
848,GE,2022,5,5,5,1
513,CB,2022,K,5,5,5
513,GE,2022,K,5,5,11
513,SB,2022,K,5,5,2
513,GE,2022,3,5,5,1
513,GE,2022,5,5,5,1
513,SB,2022,5,5,5,2
859,GE,2022,K,5,5,2
832,GE,2022,9,5,5,114
832,MM,2022,9,5,5,1
832,GE,2022,10,5,5,5
832,GE,2022,11,5,5,4
997,GE,2022,TK,5,5,20
862,CB,2022,K,5,5,11
862,GE,2022,K,5,5,86
862,GE,2022,1,5,5,7
862,GE,2022,2,5,5,4
862,GE,2022,3,5,5,4
862,GE,2022,4,5,5,3
862,GE,2022,5,5,5,1
867,CB,2022,K,5,5,2
867,GE,2022,K,5,5,7
867,GE,2022,2,5,5,1
868,GE,2022,6,5,5,42
868,NX,2022,8,5,5,1
785,GE,2022,9,5,5,356
785,MM,2022,9,5,5,3
785,GE,2022,10,5,5,8
785,GE,2022,11,5,5,3
785,CA,2022,13,5,5,4
571,GE,2022,9,5,5,252
571,MS,2022,9,5,5,2
571,NX,2022,9,5,5,1
571,GE,2022,10,5,5,3
571,GE,2022,11,5,5,3
497,GE,2022,K,5,5,13
497,SE,2022,K,5,5,11
497,SN,2022,K,5,5,6
497,GE,2022,1,5,5,1
497,SE,2022,1,5,5,1
497,SN,2022,1,5,5,1
497,GE,2022,5,5,5,1
876,GE,2022,TK,5,5,14
876,CE,2022,K,5,5,23
876,CN,2022,K,5,5,15
876,GE,2022,K,5,5,80
876,GE,2022,1,5,5,6
876,GE,2022,2,5,5,1
876,GE,2022,5,5,5,2
801,GE,2022,K,5,5,28
801,GE,2022,2,5,5,1
801,GE,2022,5,5,5,1
485,CE,2022,K,5,5,27
485,CT,2022,K,5,5,37
485,CT,2022,1,5,5,2
485,CN,2022,6,5,5,13
413,GE,2022,K,6,6,31
413,GE,2022,1,6,6,1
413,GE,2022,5,6,6,1
420,GE,2022,TK,6,6,14
420,GE,2022,K,6,6,30
420,SE,2022,K,6,6,20
420,SN,2022,K,6,6,4
420,GE,2022,1,6,6,3
420,GE,2022,2,6,6,1
420,GE,2022,3,6,6,1
431,GE,2022,6,6,6,40
431,MM,2022,6,6,6,1
431,MN,2022,6,6,6,2
903,GE,2022,TK,6,6,1
435,GE,2022,K,6,6,39
435,GE,2022,1,6,6,1
815,GE,2022,9,6,6,10
815,GE,2022,12,6,6,1
439,GE,2022,9,6,6,103
439,MM,2022,9,6,6,2
439,GE,2022,10,6,6,1
439,CA,2022,13,6,6,1
858,GE,2022,6,6,6,33
456,GE,2022,K,6,6,3
456,GE,2022,5,6,6,1
618,SE,2022,K,6,6,11
618,SN,2022,K,6,6,5
618,SN,2022,6,6,6,2
764,GE,2022,9,6,6,53
764,GE,2022,11,6,6,1
449,GE,2022,TK,6,6,2
449,GE,2022,K,6,6,1
449,FB,2022,3,6,6,1
449,FB,2022,4,6,6,1
449,GE,2022,5,6,6,1
449,GE,2022,6,6,6,1
625,GE,2022,K,6,6,4
603,GE,2022,K,6,6,14
603,SB,2022,K,6,6,1
872,CB,2022,K,6,6,2
872,GE,2022,K,6,6,14
872,GE,2022,1,6,6,2
509,CE,2022,K,6,6,20
509,CN,2022,K,6,6,3
509,CE,2022,1,6,6,1
478,GE,2022,K,6,6,60
478,JE,2022,K,6,6,15
478,GE,2022,1,6,6,4
478,JB,2022,1,6,6,1
478,GE,2022,3,6,6,1
478,GE,2022,5,6,6,1
481,GE,2022,K,6,6,6
481,GE,2022,2,6,6,2
525,GE,2022,TK,6,6,11
525,GE,2022,K,6,6,14
632,GE,2022,6,6,6,14
507,GE,2022,TK,6,6,3
507,GE,2022,K,6,6,8
507,GE,2022,1,6,6,1
521,GE,2022,TK,6,6,7
521,GE,2022,K,6,6,8
529,GE,2022,6,6,6,13
529,SN,2022,6,6,6,4
529,GE,2022,7,6,6,1
529,GE,2022,8,6,6,1
539,GE,2022,TK,6,6,4
539,GE,2022,K,6,6,22
539,GE,2022,1,6,6,3
539,GE,2022,2,6,6,1
539,GE,2022,3,6,6,1
539,GE,2022,4,6,6,4
539,GE,2022,5,6,6,3
680,GE,2022,TK,6,6,4
680,GE,2022,K,6,6,9
680,SE,2022,K,6,6,12
680,SN,2022,K,6,6,2
680,GE,2022,1,6,6,1
680,SE,2022,1,6,6,2
546,ED,2022,6,6,6,1
546,GE,2022,6,6,6,14
559,GE,2022,9,6,6,66
559,MM,2022,9,6,6,2
559,GE,2022,10,6,6,1
559,GE,2022,11,6,6,2
559,CA,2022,13,6,6,1
562,CE,2022,K,6,6,5
562,CN,2022,K,6,6,3
562,GE,2022,K,6,6,4
404,GE,2022,6,6,6,25
404,MM,2022,6,6,6,1
404,GE,2022,7,6,6,1
575,GE,2022,K,6,6,29
575,SB,2022,K,6,6,1
575,GE,2022,2,6,6,1
575,GE,2022,4,6,6,1
589,GE,2022,K,6,6,35
589,GE,2022,5,6,6,1
593,GE,2022,K,6,6,6
593,SB,2022,K,6,6,1
453,GE,2022,TK,6,6,4
453,GE,2022,K,6,6,1
453,SE,2022,K,6,6,1
614,GE,2022,TK,6,6,4
614,GE,2022,K,6,6,7
614,GE,2022,2,6,6,1
614,GE,2022,5,6,6,1
607,CN,2022,6,6,6,1
607,GE,2022,6,6,6,35
607,GE,2022,7,6,6,2
537,SE,2022,K,6,6,13
537,SN,2022,K,6,6,3
644,GE,2022,K,6,6,72
644,GE,2022,1,6,6,2
644,GE,2022,2,6,6,2
644,GE,2022,3,6,6,3
644,GE,2022,5,6,6,1
757,GE,2022,9,6,6,20
544,GE,2022,K,6,6,40
544,GE,2022,1,6,6,2
544,GE,2022,2,6,6,3
544,GE,2022,4,6,6,1
838,GE,2022,K,6,6,5
838,ME,2022,K,6,6,4
838,MN,2022,K,6,6,4
838,ME,2022,1,6,6,2
838,GE,2022,2,6,6,1
710,GE,2022,6,6,6,39
664,GE,2022,K,6,6,42
664,GE,2022,1,6,6,3
664,GE,2022,3,6,6,2
664,GE,2022,4,6,6,1
670,GE,2022,K,6,6,14
670,GE,2022,2,6,6,1
490,CB,2022,K,6,6,1
490,GE,2022,K,6,6,11
490,GE,2022,3,6,6,1
490,CB,2022,4,6,6,1
676,GE,2022,K,6,6,58
676,GE,2022,1,6,6,1
676,GE,2022,4,6,6,1
676,GE,2022,6,6,6,24
676,GE,2022,7,6,6,2
476,NC,2022,2,6,6,2
476,NC,2022,3,6,6,3
476,NC,2022,4,6,6,1
476,NC,2022,5,6,6,1
634,GE,2022,6,6,6,12
634,SN,2022,6,6,6,4
479,GE,2022,K,6,6,27
479,KE,2022,K,6,6,6
479,GE,2022,1,6,6,1
479,GE,2022,2,6,6,1
479,GE,2022,4,6,6,1
479,GE,2022,6,6,6,17
479,GE,2022,7,6,6,1
479,GE,2022,8,6,6,1
405,GE,2022,9,6,6,17
691,GE,2022,K,6,6,9
697,GE,2022,9,6,6,17
830,GE,2022,TK,6,6,6
830,GE,2022,K,6,6,1
708,CN,2022,6,6,6,6
708,GE,2022,6,6,6,20
708,GE,2022,7,6,6,2
708,MM,2022,7,6,6,1
853,GE,2022,9,6,6,45
853,GE,2022,11,6,6,1
853,GE,2022,12,6,6,1
714,SE,2022,K,6,6,6
714,SN,2022,K,6,6,5
714,SE,2022,1,6,6,1
549,GE,2022,TK,6,6,5
549,GE,2022,K,6,6,45
549,GE,2022,2,6,6,2
718,GE,2022,K,6,6,41
718,GE,2022,1,6,6,2
950,GE,2022,TK,6,6,3
505,GE,2022,K,6,6,13
505,GE,2022,5,6,6,1
722,GE,2022,K,6,6,43
722,GE,2022,1,6,6,2
722,GE,2022,2,6,6,1
722,GE,2022,5,6,6,1
724,NS,2022,1,6,6,2
724,NS,2022,2,6,6,3
724,NS,2022,3,6,6,1
724,NS,2022,4,6,6,1
724,NS,2022,5,6,6,5
725,GE,2022,9,6,6,61
725,NX,2022,9,6,6,1
725,GE,2022,10,6,6,2
725,GE,2022,11,6,6,1
729,CB,2022,K,6,6,6
729,GE,2022,K,6,6,6
729,SE,2022,K,6,6,7
729,SN,2022,K,6,6,1
729,CB,2022,1,6,6,1
729,GE,2022,2,6,6,1
729,CB,2022,3,6,6,1
729,CB,2022,5,6,6,1
723,CB,2022,K,6,6,1
723,GE,2022,K,6,6,3
723,SB,2022,K,6,6,2
723,GE,2022,2,6,6,1
650,GE,2022,K,6,6,11
650,SB,2022,K,6,6,1
650,SB,2022,3,6,6,1
735,GE,2022,K,6,6,38
735,GE,2022,1,6,6,1
735,GE,2022,2,6,6,1
735,GE,2022,4,6,6,1
735,GE,2022,5,6,6,1
928,GE,2022,TK,6,6,6
651,GE,2022,9,6,6,43
651,GE,2022,10,6,6,2
746,GE,2022,K,6,6,10
746,ME,2022,K,6,6,8
746,MN,2022,K,6,6,4
746,GE,2022,1,6,6,1
746,MN,2022,1,6,6,1
746,GE,2022,4,6,6,3
638,CB,2022,K,6,6,2
638,GE,2022,K,6,6,19
786,GE,2022,TK,6,6,5
786,AF,2022,K,6,6,1
786,GE,2022,K,6,6,4
786,JE,2022,K,6,6,5
786,JN,2022,K,6,6,1
786,JB,2022,1,6,6,1
786,GE,2022,5,6,6,1
569,GE,2022,K,6,6,45
569,GE,2022,1,6,6,3
569,GE,2022,2,6,6,1
569,GE,2022,5,6,6,2
778,GE,2022,6,6,6,34
778,JB,2022,6,6,6,1
778,MM,2022,6,6,6,1
790,GE,2022,TK,6,6,6
790,GE,2022,K,6,6,9
790,GE,2022,2,6,6,1
790,GE,2022,3,6,6,1
760,GE,2022,K,6,6,4
760,SE,2022,K,6,6,6
760,SN,2022,1,6,6,1
760,GE,2022,6,6,6,2
965,GE,2022,TK,6,6,5
796,GE,2022,K,6,6,54
796,GE,2022,1,6,6,5
796,GE,2022,2,6,6,1
796,GE,2022,4,6,6,2
796,GE,2022,5,6,6,2
796,GE,2022,6,6,6,42
796,GE,2022,7,6,6,1
796,GE,2022,8,6,6,1
797,GE,2022,6,6,6,22
797,GE,2022,7,6,6,1
816,GE,2022,K,6,6,5
816,SB,2022,K,6,6,3
816,GE,2022,1,6,6,1
955,GE,2022,TK,6,6,7
656,GE,2022,K,6,6,7
656,SB,2022,K,6,6,2
656,SB,2022,1,6,6,1
656,GE,2022,2,6,6,1
656,GE,2022,3,6,6,1
493,GE,2022,K,6,6,10
493,GE,2022,6,6,6,11
493,GE,2022,7,6,6,1
621,CA,2022,13,6,6,1
814,GE,2022,K,6,6,16
814,GE,2022,1,6,6,2
814,GE,2022,3,6,6,1
814,GE,2022,4,6,6,1
820,GE,2022,TK,6,6,3
820,GE,2022,K,6,6,8
823,AF,2022,K,6,6,1
823,GE,2022,K,6,6,18
823,GE,2022,1,6,6,2
823,GE,2022,4,6,6,1
823,GE,2022,5,6,6,2
488,GE,2022,K,6,6,44
488,GE,2022,1,6,6,2
488,GE,2022,2,6,6,1
488,GE,2022,3,6,6,1
834,CB,2022,K,6,6,1
834,GE,2022,K,6,6,7
834,SB,2022,K,6,6,1
834,GE,2022,4,6,6,1
782,GE,2022,TK,6,6,3
782,GE,2022,K,6,6,48
782,GE,2022,1,6,6,5
782,GE,2022,2,6,6,1
782,GE,2022,4,6,6,1
915,GE,2022,TK,6,6,4
842,GE,2022,K,6,6,36
842,GE,2022,1,6,6,2
750,GE,2022,K,6,6,61
750,SA,2022,K,6,6,1
750,GE,2022,1,6,6,3
848,CB,2022,K,6,6,1
848,GE,2022,K,6,6,30
848,GE,2022,1,6,6,2
848,GE,2022,2,6,6,1
848,GE,2022,4,6,6,1
513,AF,2022,K,6,6,1
513,CB,2022,K,6,6,4
513,GE,2022,K,6,6,5
859,GE,2022,K,6,6,6
859,GE,2022,1,6,6,1
832,GE,2022,9,6,6,36
832,MM,2022,9,6,6,1
832,GE,2022,11,6,6,2
997,GE,2022,TK,6,6,2
862,CB,2022,K,6,6,15
862,GE,2022,K,6,6,42
862,CB,2022,1,6,6,1
862,GE,2022,1,6,6,2
862,GE,2022,2,6,6,3
862,GE,2022,3,6,6,1
862,GE,2022,4,6,6,5
862,GE,2022,5,6,6,2
867,CB,2022,K,6,6,1
867,GE,2022,K,6,6,10
868,GE,2022,6,6,6,29
785,GE,2022,9,6,6,110
785,GE,2022,11,6,6,1
785,GE,2022,12,6,6,1
571,GE,2022,9,6,6,40
497,GE,2022,K,6,6,7
497,SE,2022,K,6,6,6
497,SN,2022,K,6,6,2
497,SN,2022,2,6,6,1
876,GE,2022,TK,6,6,4
876,CE,2022,K,6,6,20
876,CN,2022,K,6,6,6
876,GE,2022,K,6,6,51
876,GE,2022,1,6,6,6
876,GE,2022,2,6,6,2
876,GE,2022,3,6,6,1
876,GE,2022,4,6,6,1
801,GE,2022,K,6,6,12
801,GE,2022,2,6,6,1
801,GE,2022,4,6,6,1
485,CE,2022,K,6,6,15
485,CT,2022,K,6,6,13
485,CE,2022,1,6,6,1
485,CN,2022,6,6,6,1
413,GE,2022,K,7,7,25
413,GE,2022,1,7,7,1
420,GE,2022,TK,7,7,3
420,GE,2022,K,7,7,22
420,SE,2022,K,7,7,17
420,SN,2022,K,7,7,1
420,GE,2022,1,7,7,1
420,SE,2022,1,7,7,1
420,GE,2022,4,7,7,1
431,GE,2022,6,7,7,20
431,MN,2022,6,7,7,1
431,GE,2022,7,7,7,2
903,GE,2022,TK,7,7,1
435,GE,2022,K,7,7,35
435,GE,2022,1,7,7,3
435,GE,2022,2,7,7,1
815,GE,2022,9,7,7,10
815,GE,2022,10,7,7,1
439,GE,2022,9,7,7,25
439,GE,2022,12,7,7,1
858,GE,2022,6,7,7,4
858,GE,2022,7,7,7,1
456,GE,2022,K,7,7,3
456,SB,2022,K,7,7,2
618,SE,2022,K,7,7,9
618,SN,2022,K,7,7,1
764,GE,2022,9,7,7,30
764,MM,2022,9,7,7,1
449,GE,2022,TK,7,7,2
449,GE,2022,K,7,7,4
449,GE,2022,6,7,7,2
625,GE,2022,K,7,7,4
603,GE,2022,K,7,7,2
872,CB,2022,K,7,7,2
872,GE,2022,K,7,7,8
872,GE,2022,2,7,7,1
509,CE,2022,K,7,7,17
509,CN,2022,K,7,7,4
509,CE,2022,1,7,7,1
478,GE,2022,K,7,7,57
478,JE,2022,K,7,7,15
478,GE,2022,1,7,7,2
478,GE,2022,2,7,7,1
478,GE,2022,4,7,7,1
478,GE,2022,5,7,7,2
481,GE,2022,K,7,7,1
481,SB,2022,K,7,7,1
481,SB,2022,1,7,7,1
525,GE,2022,TK,7,7,3
525,GE,2022,K,7,7,9
632,GE,2022,6,7,7,9
507,GE,2022,TK,7,7,1
507,GE,2022,K,7,7,1
521,GE,2022,TK,7,7,2
521,GE,2022,K,7,7,3
529,GE,2022,6,7,7,6
539,GE,2022,K,7,7,33
539,GE,2022,1,7,7,3
539,GE,2022,2,7,7,1
539,GE,2022,4,7,7,1
539,GE,2022,5,7,7,2
680,GE,2022,TK,7,7,1
680,GE,2022,K,7,7,8
680,SE,2022,K,7,7,5
680,SN,2022,K,7,7,5
680,SN,2022,2,7,7,1
546,GE,2022,6,7,7,8
559,GE,2022,9,7,7,19
559,MM,2022,9,7,7,1
562,CE,2022,K,7,7,2
562,CN,2022,K,7,7,3
562,GE,2022,K,7,7,1
404,GE,2022,6,7,7,4
575,GE,2022,K,7,7,22
575,GE,2022,2,7,7,1
589,GE,2022,K,7,7,36
589,GE,2022,1,7,7,3
589,GE,2022,4,7,7,1
589,GE,2022,5,7,7,1
593,GE,2022,K,7,7,3
593,SB,2022,K,7,7,1
453,GE,2022,TK,7,7,1
453,SE,2022,K,7,7,1
614,GE,2022,TK,7,7,2
614,GE,2022,K,7,7,5
614,GE,2022,1,7,7,1
607,CN,2022,6,7,7,1
607,ED,2022,6,7,7,1
607,GE,2022,6,7,7,18
607,SN,2022,6,7,7,2
607,GE,2022,7,7,7,1
537,SE,2022,K,7,7,6
537,SN,2022,K,7,7,2
537,SE,2022,1,7,7,1
644,GE,2022,K,7,7,58
644,GE,2022,1,7,7,3
644,GE,2022,2,7,7,1
644,GE,2022,4,7,7,4
757,GE,2022,9,7,7,6
544,GE,2022,K,7,7,30
544,GE,2022,1,7,7,1
544,GE,2022,2,7,7,1
544,GE,2022,5,7,7,1
838,GE,2022,K,7,7,5
838,ME,2022,K,7,7,7
838,MN,2022,K,7,7,4
710,GE,2022,6,7,7,7
664,GE,2022,K,7,7,28
664,GE,2022,1,7,7,2
664,GE,2022,2,7,7,1
670,GE,2022,K,7,7,11
670,GE,2022,1,7,7,3
670,GE,2022,3,7,7,1
670,GE,2022,4,7,7,1
490,CB,2022,K,7,7,4
490,GE,2022,K,7,7,5
490,GE,2022,4,7,7,1
676,GE,2022,K,7,7,39
676,GE,2022,1,7,7,1
676,GE,2022,6,7,7,14
476,NC,2022,1,7,7,2
476,NC,2022,2,7,7,2
476,NC,2022,4,7,7,1
634,GE,2022,6,7,7,11
634,GE,2022,8,7,7,1
479,GE,2022,K,7,7,20
479,KE,2022,K,7,7,4
479,GE,2022,1,7,7,2
479,KE,2022,1,7,7,1
479,GE,2022,6,7,7,10
405,GE,2022,9,7,7,6
691,FB,2022,K,7,7,1
691,GE,2022,K,7,7,4
697,GE,2022,9,7,7,7
697,CA,2022,13,7,7,1
830,GE,2022,TK,7,7,2
830,GE,2022,K,7,7,1
708,CN,2022,6,7,7,2
708,GE,2022,6,7,7,22
708,GE,2022,7,7,7,2
853,GE,2022,9,7,7,6
714,SE,2022,K,7,7,4
714,SN,2022,K,7,7,1
714,SE,2022,1,7,7,1
549,GE,2022,TK,7,7,1
549,GE,2022,K,7,7,29
549,GE,2022,1,7,7,1
549,GE,2022,4,7,7,1
718,GE,2022,K,7,7,23
718,GE,2022,1,7,7,1
505,GE,2022,K,7,7,19
505,GE,2022,2,7,7,1
722,GE,2022,K,7,7,29
722,GE,2022,2,7,7,1
722,GE,2022,3,7,7,1
724,DS,2022,TK,7,7,1
725,GE,2022,9,7,7,36
725,MM,2022,9,7,7,1
725,NX,2022,9,7,7,1
725,GE,2022,11,7,7,1
729,CB,2022,K,7,7,2
729,GE,2022,K,7,7,12
729,SE,2022,K,7,7,3
729,SN,2022,K,7,7,2
729,GE,2022,3,7,7,2
723,CB,2022,K,7,7,2
723,GE,2022,K,7,7,8
650,GE,2022,K,7,7,8
650,GE,2022,1,7,7,1
650,GE,2022,2,7,7,1
735,GE,2022,K,7,7,23
735,GE,2022,4,7,7,2
735,GE,2022,5,7,7,1
928,GE,2022,TK,7,7,3
651,GE,2022,9,7,7,9
651,GE,2022,11,7,7,1
746,GE,2022,K,7,7,15
746,ME,2022,K,7,7,7
746,MN,2022,K,7,7,3
638,CB,2022,K,7,7,4
638,GE,2022,K,7,7,4
786,GE,2022,TK,7,7,7
786,GE,2022,K,7,7,5
786,JE,2022,K,7,7,7
786,GE,2022,5,7,7,1
569,GE,2022,K,7,7,36
778,GE,2022,6,7,7,13
778,JB,2022,6,7,7,1
790,GE,2022,TK,7,7,5
790,GE,2022,K,7,7,4
760,GE,2022,K,7,7,4
760,SE,2022,K,7,7,3
760,GE,2022,1,7,7,1
760,GE,2022,6,7,7,1
965,GE,2022,TK,7,7,3
796,GE,2022,K,7,7,53
796,GE,2022,1,7,7,2
796,GE,2022,3,7,7,1
796,GE,2022,6,7,7,16
