school_id,program_code,grade,num_requests,choice_min,choice_max,ay
497,SN,2,0,3,3.0,25-26
497,SN,3,1,3,3.0,25-26
497,SN,4,0,3,3.0,25-26
497,SN,5,0,3,3.0,25-26
876,CE,K,26,3,3.0,25-26
876,CE,1,2,3,3.0,25-26
876,CN,K,23,3,3.0,25-26
876,CN,1,1,3,3.0,25-26
876,CN,2,1,3,3.0,25-26
876,CN,3,0,3,3.0,25-26
876,CN,4,1,3,3.0,25-26
876,CN,5,0,3,3.0,25-26
876,GE,TK,89,3,3.0,25-26
876,GE,K,77,3,3.0,25-26
876,GE,1,5,3,3.0,25-26
876,GE,2,3,3,3.0,25-26
876,GE,3,2,3,3.0,25-26
876,GE,4,4,3,3.0,25-26
876,GE,5,3,3,3.0,25-26
801,GE,K,23,3,3.0,25-26
801,GE,1,3,3,3.0,25-26
801,GE,2,1,3,3.0,25-26
801,GE,3,2,3,3.0,25-26
801,GE,4,1,3,3.0,25-26
801,GE,5,0,3,3.0,25-26
801,SA,K,0,3,3.0,25-26
801,SA,3,1,3,3.0,25-26
485,CE,K,22,3,3.0,25-26
485,CE,1,0,3,3.0,25-26
485,CN,2,0,3,3.0,25-26
485,CN,3,1,3,3.0,25-26
485,CN,4,1,3,3.0,25-26
485,CN,5,0,3,3.0,25-26
485,CN,6,22,3,3.0,25-26
485,CN,8,0,3,3.0,25-26
485,CT,K,41,3,3.0,25-26
485,CT,1,4,3,3.0,25-26
441,BA,13,0,4,4.0,25-26
441,CA,13,0,4,4.0,25-26
442,CA,13,1,4,4.0,25-26
413,GE,TK,30,4,4.0,25-26
413,GE,K,38,4,4.0,25-26
413,GE,1,2,4,4.0,25-26
413,GE,2,0,4,4.0,25-26
413,GE,3,0,4,4.0,25-26
413,GE,4,0,4,4.0,25-26
413,GE,5,1,4,4.0,25-26
413,SA,TK,0,4,4.0,25-26
413,SA,K,3,4,4.0,25-26
413,SA,1,0,4,4.0,25-26
413,SA,2,1,4,4.0,25-26
420,GE,TK,72,4,4.0,25-26
420,GE,K,39,4,4.0,25-26
420,GE,1,2,4,4.0,25-26
420,GE,2,1,4,4.0,25-26
420,GE,3,1,4,4.0,25-26
420,GE,4,2,4,4.0,25-26
420,GE,5,2,4,4.0,25-26
420,MS,K,1,4,4.0,25-26
420,MS,2,0,4,4.0,25-26
420,MS,3,0,4,4.0,25-26
420,SE,K,27,4,4.0,25-26
420,SE,1,2,4,4.0,25-26
420,SN,K,8,4,4.0,25-26
420,SN,1,1,4,4.0,25-26
420,SN,2,0,4,4.0,25-26
420,SN,3,0,4,4.0,25-26
420,SN,4,0,4,4.0,25-26
420,SN,5,0,4,4.0,25-26
431,GE,6,159,4,4.0,25-26
431,GE,7,4,4,4.0,25-26
431,GE,8,1,4,4.0,25-26
431,MM,6,2,4,4.0,25-26
431,MN,6,2,4,4.0,25-26
431,MN,7,0,4,4.0,25-26
431,MN,8,0,4,4.0,25-26
431,SA,6,1,4,4.0,25-26
903,GE,TK,25,4,4.0,25-26
435,AF,K,1,4,4.0,25-26
435,AF,1,0,4,4.0,25-26
435,GE,TK,28,4,4.0,25-26
435,GE,K,39,4,4.0,25-26
435,GE,1,0,4,4.0,25-26
435,GE,2,1,4,4.0,25-26
435,GE,3,3,4,4.0,25-26
435,GE,4,1,4,4.0,25-26
435,GE,5,3,4,4.0,25-26
815,CA,13,1,4,4.0,25-26
815,GE,9,33,4,4.0,25-26
815,GE,10,0,4,4.0,25-26
815,GE,11,1,4,4.0,25-26
815,GE,12,0,4,4.0,25-26
815,MM,9,2,4,4.0,25-26
815,MM,10,0,4,4.0,25-26
439,CA,13,1,4,4.0,25-26
439,GE,9,335,4,4.0,25-26
439,GE,10,4,4,4.0,25-26
439,GE,11,4,4,4.0,25-26
439,GE,12,0,4,4.0,25-26
439,MM,9,5,4,4.0,25-26
439,MM,12,0,4,4.0,25-26
439,MS,9,0,4,4.0,25-26
858,GE,6,50,4,4.0,25-26
858,GE,7,0,4,4.0,25-26
858,GE,8,1,4,4.0,25-26
858,MM,6,1,4,4.0,25-26
456,GE,TK,9,4,4.0,25-26
456,GE,K,4,4,4.0,25-26
456,GE,1,0,4,4.0,25-26
456,GE,2,1,4,4.0,25-26
456,GE,5,0,4,4.0,25-26
456,SB,TK,6,4,4.0,25-26
456,SB,K,6,4,4.0,25-26
456,SB,2,1,4,4.0,25-26
456,SB,3,0,4,4.0,25-26
456,SB,4,0,4,4.0,25-26
618,MM,K,0,4,4.0,25-26
618,MM,1,0,4,4.0,25-26
618,SE,K,11,4,4.0,25-26
618,SE,1,1,4,4.0,25-26
618,SN,K,7,4,4.0,25-26
618,SN,1,0,4,4.0,25-26
618,SN,2,1,4,4.0,25-26
618,SN,3,1,4,4.0,25-26
618,SN,4,0,4,4.0,25-26
618,SN,5,1,4,4.0,25-26
618,SN,6,10,4,4.0,25-26
618,SN,7,0,4,4.0,25-26
618,SN,8,0,4,4.0,25-26
764,CA,13,1,4,4.0,25-26
764,GE,9,88,4,4.0,25-26
764,GE,10,0,4,4.0,25-26
764,GE,11,2,4,4.0,25-26
764,GE,12,2,4,4.0,25-26
764,MM,9,3,4,4.0,25-26
764,MM,12,0,4,4.0,25-26
764,MS,9,2,4,4.0,25-26
449,FB,K,3,4,4.0,25-26
449,FB,4,0,4,4.0,25-26
449,GE,TK,4,4,4.0,25-26
449,GE,K,6,4,4.0,25-26
449,GE,1,0,4,4.0,25-26
449,GE,2,0,4,4.0,25-26
449,GE,4,0,4,4.0,25-26
449,GE,5,0,4,4.0,25-26
449,GE,6,10,4,4.0,25-26
449,GE,7,0,4,4.0,25-26
449,GE,8,0,4,4.0,25-26
625,GE,TK,0,4,4.0,25-26
625,GE,K,3,4,4.0,25-26
625,GE,1,0,4,4.0,25-26
625,GE,4,0,4,4.0,25-26
603,GE,TK,8,4,4.0,25-26
603,GE,K,9,4,4.0,25-26
603,GE,1,0,4,4.0,25-26
603,GE,2,0,4,4.0,25-26
603,GE,4,0,4,4.0,25-26
603,GE,5,0,4,4.0,25-26
603,SB,K,16,4,4.0,25-26
603,SB,1,0,4,4.0,25-26
603,SB,2,1,4,4.0,25-26
603,SB,3,1,4,4.0,25-26
603,SB,4,1,4,4.0,25-26
603,SB,5,0,4,4.0,25-26
872,GE,K,18,4,4.0,25-26
872,GE,1,0,4,4.0,25-26
872,GE,2,0,4,4.0,25-26
872,GE,3,0,4,4.0,25-26
872,GE,4,0,4,4.0,25-26
872,GE,5,0,4,4.0,25-26
509,CE,TK,23,4,4.0,25-26
509,CE,K,21,4,4.0,25-26
509,CE,1,2,4,4.0,25-26
509,CN,TK,1,4,4.0,25-26
509,CN,K,11,4,4.0,25-26
509,CN,1,0,4,4.0,25-26
509,CN,2,0,4,4.0,25-26
509,CN,3,0,4,4.0,25-26
509,CN,4,1,4,4.0,25-26
478,GE,TK,52,4,4.0,25-26
478,GE,K,71,4,4.0,25-26
478,GE,1,5,4,4.0,25-26
478,GE,2,1,4,4.0,25-26
478,GE,3,6,4,4.0,25-26
478,GE,4,4,4,4.0,25-26
478,GE,5,1,4,4.0,25-26
478,JB,1,2,4,4.0,25-26
478,JB,2,0,4,4.0,25-26
478,JB,3,2,4,4.0,25-26
478,JB,4,2,4,4.0,25-26
478,JB,5,0,4,4.0,25-26
478,JE,K,36,4,4.0,25-26
478,JN,K,1,4,4.0,25-26
478,MM,K,2,4,4.0,25-26
478,MM,1,1,4,4.0,25-26
478,MM,2,0,4,4.0,25-26
481,GE,K,9,4,4.0,25-26
481,GE,2,1,4,4.0,25-26
481,GE,3,0,4,4.0,25-26
481,GE,4,1,4,4.0,25-26
481,GE,5,1,4,4.0,25-26
481,SB,K,7,4,4.0,25-26
481,SB,3,0,4,4.0,25-26
481,SB,4,0,4,4.0,25-26
525,GE,TK,11,4,4.0,25-26
525,GE,K,20,4,4.0,25-26
525,GE,1,1,4,4.0,25-26
525,GE,2,0,4,4.0,25-26
525,GE,3,0,4,4.0,25-26
525,GE,4,0,4,4.0,25-26
525,GE,5,0,4,4.0,25-26
632,AF,6,1,4,4.0,25-26
632,ED,6,0,4,4.0,25-26
632,GE,6,56,4,4.0,25-26
632,GE,7,1,4,4.0,25-26
632,GE,8,2,4,4.0,25-26
632,MM,6,1,4,4.0,25-26
632,MM,7,0,4,4.0,25-26
507,GE,TK,2,4,4.0,25-26
507,GE,K,4,4,4.0,25-26
507,GE,1,1,4,4.0,25-26
507,GE,2,0,4,4.0,25-26
507,GE,4,0,4,4.0,25-26
507,GE,5,0,4,4.0,25-26
521,AF,TK,0,4,4.0,25-26
521,AF,K,2,4,4.0,25-26
521,AF,1,0,4,4.0,25-26
521,AF,2,0,4,4.0,25-26
521,GE,TK,0,4,4.0,25-26
521,GE,K,4,4,4.0,25-26
521,GE,1,0,4,4.0,25-26
521,GE,2,0,4,4.0,25-26
521,GE,3,1,4,4.0,25-26
521,GE,4,1,4,4.0,25-26
521,GE,5,0,4,4.0,25-26
529,AF,6,3,4,4.0,25-26
529,GE,6,30,4,4.0,25-26
529,GE,7,1,4,4.0,25-26
529,GE,8,0,4,4.0,25-26
529,MM,6,0,4,4.0,25-26
529,NX,6,2,4,4.0,25-26
529,NX,7,0,4,4.0,25-26
529,SN,8,0,4,4.0,25-26
539,GE,TK,50,4,4.0,25-26
539,GE,K,35,4,4.0,25-26
539,GE,1,1,4,4.0,25-26
539,GE,2,2,4,4.0,25-26
539,GE,3,0,4,4.0,25-26
539,GE,4,4,4,4.0,25-26
539,GE,5,1,4,4.0,25-26
680,GE,TK,23,4,4.0,25-26
680,GE,K,13,4,4.0,25-26
680,GE,1,0,4,4.0,25-26
680,GE,2,0,4,4.0,25-26
680,GE,3,0,4,4.0,25-26
680,GE,4,0,4,4.0,25-26
680,GE,5,1,4,4.0,25-26
680,SE,TK,11,4,4.0,25-26
680,SE,K,10,4,4.0,25-26
680,SE,1,1,4,4.0,25-26
680,SN,TK,1,4,4.0,25-26
680,SN,K,15,4,4.0,25-26
680,SN,1,0,4,4.0,25-26
680,SN,2,1,4,4.0,25-26
680,SN,3,1,4,4.0,25-26
680,SN,4,1,4,4.0,25-26
680,SN,5,1,4,4.0,25-26
546,ED,6,0,4,4.0,25-26
546,GE,6,30,4,4.0,25-26
546,GE,7,2,4,4.0,25-26
546,GE,8,0,4,4.0,25-26
546,MM,6,0,4,4.0,25-26
546,NX,6,0,4,4.0,25-26
546,SA,6,1,4,4.0,25-26
559,AF,9,0,4,4.0,25-26
559,CA,13,2,4,4.0,25-26
559,ED,9,1,4,4.0,25-26
559,ED,12,0,4,4.0,25-26
559,GE,9,325,4,4.0,25-26
559,GE,10,4,4,4.0,25-26
559,GE,11,9,4,4.0,25-26
559,GE,12,2,4,4.0,25-26
559,MM,9,4,4,4.0,25-26
559,MS,9,2,4,4.0,25-26
559,MS,11,0,4,4.0,25-26
559,NX,9,2,4,4.0,25-26
559,NX,10,1,4,4.0,25-26
559,NX,11,0,4,4.0,25-26
559,NX,12,0,4,4.0,25-26
562,AF,K,0,4,4.0,25-26
562,AF,1,2,4,4.0,25-26
562,CE,K,5,4,4.0,25-26
562,CE,1,0,4,4.0,25-26
562,CN,K,1,4,4.0,25-26
562,CN,3,0,4,4.0,25-26
562,GE,TK,7,4,4.0,25-26
562,GE,K,5,4,4.0,25-26
562,GE,1,0,4,4.0,25-26
562,GE,2,0,4,4.0,25-26
562,GE,3,0,4,4.0,25-26
562,GE,4,0,4,4.0,25-26
562,GE,5,0,4,4.0,25-26
404,AF,6,0,4,4.0,25-26
404,AF,7,0,4,4.0,25-26
404,GE,6,158,4,4.0,25-26
404,GE,7,2,4,4.0,25-26
404,GE,8,5,4,4.0,25-26
404,MM,6,2,4,4.0,25-26
404,MS,6,0,4,4.0,25-26
404,MS,8,0,4,4.0,25-26
404,SA,6,0,4,4.0,25-26
575,GE,K,40,4,4.0,25-26
575,GE,1,2,4,4.0,25-26
575,GE,2,0,4,4.0,25-26
575,GE,3,1,4,4.0,25-26
575,GE,4,0,4,4.0,25-26
575,GE,5,0,4,4.0,25-26
575,SA,K,0,4,4.0,25-26
575,SA,2,0,4,4.0,25-26
575,SB,K,5,4,4.0,25-26
575,SB,3,0,4,4.0,25-26
589,GE,TK,41,4,4.0,25-26
589,GE,K,55,4,4.0,25-26
589,GE,1,9,4,4.0,25-26
589,GE,2,5,4,4.0,25-26
589,GE,3,6,4,4.0,25-26
589,GE,4,4,4,4.0,25-26
589,GE,5,5,4,4.0,25-26
589,SA,TK,0,4,4.0,25-26
589,SA,K,0,4,4.0,25-26
589,SA,2,0,4,4.0,25-26
589,SA,3,0,4,4.0,25-26
593,GE,TK,6,4,4.0,25-26
593,GE,K,11,4,4.0,25-26
593,GE,4,0,4,4.0,25-26
593,GE,5,0,4,4.0,25-26
593,SB,K,3,4,4.0,25-26
593,SB,2,0,4,4.0,25-26
453,GE,TK,6,4,4.0,25-26
453,GE,K,2,4,4.0,25-26
453,GE,1,0,4,4.0,25-26
453,GE,2,0,4,4.0,25-26
453,GE,3,0,4,4.0,25-26
453,GE,4,0,4,4.0,25-26
453,GE,5,0,4,4.0,25-26
453,MM,K,1,4,4.0,25-26
453,SE,K,0,4,4.0,25-26
453,SN,K,2,4,4.0,25-26
453,SN,2,0,4,4.0,25-26
453,SN,3,0,4,4.0,25-26
453,SN,4,0,4,4.0,25-26
614,GE,TK,5,4,4.0,25-26
614,GE,K,5,4,4.0,25-26
614,GE,1,2,4,4.0,25-26
614,GE,2,0,4,4.0,25-26
614,GE,3,0,4,4.0,25-26
614,GE,4,0,4,4.0,25-26
614,GE,5,0,4,4.0,25-26
614,MM,TK,2,4,4.0,25-26
614,MM,K,0,4,4.0,25-26
614,MM,2,0,4,4.0,25-26
614,SB,TK,4,4,4.0,25-26
614,SB,K,5,4,4.0,25-26
614,SB,2,1,4,4.0,25-26
614,SB,3,0,4,4.0,25-26
614,SB,4,1,4,4.0,25-26
607,AF,6,1,4,4.0,25-26
607,CN,6,15,4,4.0,25-26
607,ED,6,0,4,4.0,25-26
607,GE,6,192,4,4.0,25-26
607,GE,7,3,4,4.0,25-26
607,GE,8,1,4,4.0,25-26
607,MM,6,2,4,4.0,25-26
607,SN,6,13,4,4.0,25-26
607,SN,7,0,4,4.0,25-26
537,MS,TK,0,4,4.0,25-26
537,MS,K,0,4,4.0,25-26
537,SE,TK,19,4,4.0,25-26
537,SE,K,25,4,4.0,25-26
537,SE,1,2,4,4.0,25-26
537,SN,TK,2,4,4.0,25-26
537,SN,K,4,4,4.0,25-26
537,SN,1,0,4,4.0,25-26
537,SN,2,1,4,4.0,25-26
537,SN,3,1,4,4.0,25-26
537,SN,4,2,4,4.0,25-26
537,SN,5,1,4,4.0,25-26
644,AF,K,1,4,4.0,25-26
644,AF,1,0,4,4.0,25-26
644,AF,2,1,4,4.0,25-26
644,GE,K,48,4,4.0,25-26
644,GE,1,2,4,4.0,25-26
644,GE,2,1,4,4.0,25-26
644,GE,3,4,4,4.0,25-26
644,GE,4,4,4,4.0,25-26
644,GE,5,4,4,4.0,25-26
757,AF,9,0,4,4.0,25-26
757,GE,9,27,4,4.0,25-26
757,GE,10,0,4,4.0,25-26
757,GE,11,0,4,4.0,25-26
757,MM,9,0,4,4.0,25-26
757,MM,12,0,4,4.0,25-26
544,GE,TK,38,4,4.0,25-26
544,GE,K,42,4,4.0,25-26
544,GE,1,3,4,4.0,25-26
544,GE,2,1,4,4.0,25-26
544,GE,3,3,4,4.0,25-26
544,GE,4,2,4,4.0,25-26
544,GE,5,5,4,4.0,25-26
544,MS,TK,0,4,4.0,25-26
544,MS,K,0,4,4.0,25-26
544,MS,2,0,4,4.0,25-26
838,GE,TK,11,4,4.0,25-26
838,GE,K,8,4,4.0,25-26
838,GE,1,0,4,4.0,25-26
838,GE,2,1,4,4.0,25-26
838,GE,4,0,4,4.0,25-26
838,GE,5,0,4,4.0,25-26
838,ME,K,4,4,4.0,25-26
838,ME,1,0,4,4.0,25-26
838,MN,K,2,4,4.0,25-26
838,MN,2,0,4,4.0,25-26
838,MN,3,0,4,4.0,25-26
838,SA,TK,0,4,4.0,25-26
838,SA,K,0,4,4.0,25-26
838,SA,1,0,4,4.0,25-26
710,GE,6,23,4,4.0,25-26
710,GE,7,0,4,4.0,25-26
710,GE,8,0,4,4.0,25-26
710,MM,6,1,4,4.0,25-26
664,GE,TK,39,4,4.0,25-26
664,GE,K,50,4,4.0,25-26
664,GE,1,0,4,4.0,25-26
664,GE,2,1,4,4.0,25-26
664,GE,3,2,4,4.0,25-26
664,GE,4,1,4,4.0,25-26
664,GE,5,1,4,4.0,25-26
670,AF,TK,0,4,4.0,25-26
670,AF,K,2,4,4.0,25-26
670,AF,1,0,4,4.0,25-26
670,AF,2,0,4,4.0,25-26
670,GE,TK,33,4,4.0,25-26
670,GE,K,14,4,4.0,25-26
670,GE,1,0,4,4.0,25-26
670,GE,2,1,4,4.0,25-26
670,GE,3,1,4,4.0,25-26
670,GE,4,0,4,4.0,25-26
670,GE,5,1,4,4.0,25-26
490,CB,K,1,4,4.0,25-26
490,CB,1,1,4,4.0,25-26
490,CB,2,1,4,4.0,25-26
490,CB,3,0,4,4.0,25-26
490,GE,TK,7,4,4.0,25-26
490,GE,K,10,4,4.0,25-26
490,GE,1,0,4,4.0,25-26
490,GE,2,0,4,4.0,25-26
490,GE,3,0,4,4.0,25-26
490,GE,4,0,4,4.0,25-26
490,GE,5,1,4,4.0,25-26
676,GE,TK,72,4,4.0,25-26
676,GE,K,81,4,4.0,25-26
676,GE,1,9,4,4.0,25-26
676,GE,2,0,4,4.0,25-26
676,GE,3,4,4,4.0,25-26
676,GE,4,2,4,4.0,25-26
676,GE,5,4,4,4.0,25-26
676,GE,6,139,4,4.0,25-26
676,GE,7,9,4,4.0,25-26
676,GE,8,1,4,4.0,25-26
676,MS,K,1,4,4.0,25-26
676,MS,2,0,4,4.0,25-26
676,MS,3,0,4,4.0,25-26
676,MS,5,0,4,4.0,25-26
676,MS,6,0,4,4.0,25-26
634,ED,6,0,4,4.0,25-26
634,GE,6,51,4,4.0,25-26
634,GE,7,3,4,4.0,25-26
634,GE,8,2,4,4.0,25-26
634,MM,6,0,4,4.0,25-26
634,MM,7,0,4,4.0,25-26
634,SN,6,14,4,4.0,25-26
634,SN,7,0,4,4.0,25-26
634,SN,8,0,4,4.0,25-26
479,GE,K,64,4,4.0,25-26
479,GE,1,3,4,4.0,25-26
479,GE,2,0,4,4.0,25-26
479,GE,3,1,4,4.0,25-26
479,GE,4,2,4,4.0,25-26
479,GE,5,2,4,4.0,25-26
479,GE,6,69,4,4.0,25-26
479,GE,7,3,4,4.0,25-26
479,GE,8,0,4,4.0,25-26
479,KE,K,8,4,4.0,25-26
479,KE,1,0,4,4.0,25-26
479,KN,K,1,4,4.0,25-26
479,KN,2,0,4,4.0,25-26
479,KN,5,0,4,4.0,25-26
405,AF,9,1,4,4.0,25-26
405,AF,10,0,4,4.0,25-26
405,ED,9,0,4,4.0,25-26
405,ED,11,0,4,4.0,25-26
405,GE,9,218,4,4.0,25-26
405,GE,10,2,4,4.0,25-26
405,GE,11,0,4,4.0,25-26
405,GE,12,0,4,4.0,25-26
405,MM,9,6,4,4.0,25-26
405,MM,11,0,4,4.0,25-26
405,MS,9,2,4,4.0,25-26
405,MS,10,0,4,4.0,25-26
405,MS,11,0,4,4.0,25-26
405,NX,12,0,4,4.0,25-26
405,SA,9,0,4,4.0,25-26
691,FB,K,1,4,4.0,25-26
691,FB,3,0,4,4.0,25-26
691,GE,TK,4,4,4.0,25-26
691,GE,K,8,4,4.0,25-26
691,GE,1,0,4,4.0,25-26
691,GE,3,0,4,4.0,25-26
691,GE,4,0,4,4.0,25-26
691,MM,K,0,4,4.0,25-26
691,MM,2,0,4,4.0,25-26
691,SB,K,3,4,4.0,25-26
691,SB,1,1,4,4.0,25-26
691,SB,2,0,4,4.0,25-26
691,SB,3,0,4,4.0,25-26
697,AF,9,0,4,4.0,25-26
697,AF,10,0,4,4.0,25-26
697,AF,11,0,4,4.0,25-26
697,CA,13,2,4,4.0,25-26
697,GE,9,32,4,4.0,25-26
697,MM,9,2,4,4.0,25-26
697,MM,10,0,4,4.0,25-26
697,MS,9,0,4,4.0,25-26
697,MS,10,0,4,4.0,25-26
697,SA,9,0,4,4.0,25-26
697,SA,11,0,4,4.0,25-26
830,GE,TK,1,4,4.0,25-26
830,GE,K,0,4,4.0,25-26
830,GE,3,0,4,4.0,25-26
830,GE,4,0,4,4.0,25-26
708,AF,6,2,4,4.0,25-26
708,CN,6,3,4,4.0,25-26
708,GE,6,58,4,4.0,25-26
708,GE,7,3,4,4.0,25-26
708,GE,8,1,4,4.0,25-26
708,MM,6,2,4,4.0,25-26
853,CA,13,0,4,4.0,25-26
853,ED,9,1,4,4.0,25-26
853,ED,12,0,4,4.0,25-26
853,GE,9,33,4,4.0,25-26
853,GE,10,1,4,4.0,25-26
853,GE,11,0,4,4.0,25-26
853,GE,12,0,4,4.0,25-26
853,MM,9,2,4,4.0,25-26
853,MM,12,0,4,4.0,25-26
853,NS,9,3,4,4.0,25-26
853,NS,10,0,4,4.0,25-26
714,SE,K,5,4,4.0,25-26
714,SE,1,0,4,4.0,25-26
714,SN,K,7,4,4.0,25-26
714,SN,1,0,4,4.0,25-26
714,SN,2,1,4,4.0,25-26
714,SN,3,0,4,4.0,25-26
714,SN,4,1,4,4.0,25-26
714,SN,5,0,4,4.0,25-26
549,GE,TK,26,4,4.0,25-26
549,GE,K,64,4,4.0,25-26
549,GE,1,3,4,4.0,25-26
549,GE,2,1,4,4.0,25-26
549,GE,3,0,4,4.0,25-26
549,GE,4,0,4,4.0,25-26
549,GE,5,1,4,4.0,25-26
718,AF,K,2,4,4.0,25-26
718,AF,1,0,4,4.0,25-26
718,GE,TK,35,4,4.0,25-26
718,GE,K,29,4,4.0,25-26
718,GE,1,1,4,4.0,25-26
718,GE,2,3,4,4.0,25-26
718,GE,3,0,4,4.0,25-26
718,GE,4,2,4,4.0,25-26
718,GE,5,0,4,4.0,25-26
950,GE,TK,4,4,4.0,25-26
950,MM,TK,1,4,4.0,25-26
505,GE,TK,19,4,4.0,25-26
505,GE,K,19,4,4.0,25-26
505,GE,1,0,4,4.0,25-26
505,GE,2,1,4,4.0,25-26
505,GE,3,0,4,4.0,25-26
505,GE,4,0,4,4.0,25-26
505,GE,5,0,4,4.0,25-26
722,AF,K,1,4,4.0,25-26
722,AF,1,0,4,4.0,25-26
722,AF,2,0,4,4.0,25-26
722,AF,4,0,4,4.0,25-26
722,GE,TK,35,4,4.0,25-26
722,GE,K,30,4,4.0,25-26
722,GE,1,0,4,4.0,25-26
722,GE,2,2,4,4.0,25-26
722,GE,3,5,4,4.0,25-26
722,GE,4,1,4,4.0,25-26
722,GE,5,1,4,4.0,25-26
724,SE,TK,9,4,4.0,25-26
724,SN,TK,5,4,4.0,25-26
725,CA,13,0,4,4.0,25-26
725,ED,9,0,4,4.0,25-26
725,ED,11,0,4,4.0,25-26
725,ED,12,1,4,4.0,25-26
725,GE,9,166,4,4.0,25-26
725,GE,10,1,4,4.0,25-26
725,GE,11,2,4,4.0,25-26
725,GE,12,3,4,4.0,25-26
725,MM,9,9,4,4.0,25-26
725,MM,12,1,4,4.0,25-26
725,MS,9,1,4,4.0,25-26
725,NX,9,5,4,4.0,25-26
725,NX,10,0,4,4.0,25-26
725,SA,9,0,4,4.0,25-26
729,CB,K,7,4,4.0,25-26
729,CB,1,0,4,4.0,25-26
729,CB,2,0,4,4.0,25-26
729,CB,3,1,4,4.0,25-26
729,CB,4,0,4,4.0,25-26
729,GE,K,23,4,4.0,25-26
729,GE,1,2,4,4.0,25-26
729,GE,2,1,4,4.0,25-26
729,GE,3,2,4,4.0,25-26
729,GE,4,1,4,4.0,25-26
729,GE,5,0,4,4.0,25-26
729,SE,K,9,4,4.0,25-26
729,SE,1,0,4,4.0,25-26
729,SN,K,8,4,4.0,25-26
729,SN,1,0,4,4.0,25-26
729,SN,2,0,4,4.0,25-26
729,SN,3,0,4,4.0,25-26
729,SN,4,0,4,4.0,25-26
729,SN,5,0,4,4.0,25-26
723,CB,K,0,4,4.0,25-26
723,GE,TK,7,4,4.0,25-26
723,GE,K,5,4,4.0,25-26
723,GE,1,1,4,4.0,25-26
723,GE,2,1,4,4.0,25-26
723,GE,3,1,4,4.0,25-26
723,GE,4,0,4,4.0,25-26
723,GE,5,0,4,4.0,25-26
723,SB,K,2,4,4.0,25-26
723,SB,1,0,4,4.0,25-26
723,SB,3,0,4,4.0,25-26
723,SB,4,0,4,4.0,25-26
723,SB,5,0,4,4.0,25-26
650,GE,TK,11,4,4.0,25-26
650,GE,K,10,4,4.0,25-26
650,GE,1,0,4,4.0,25-26
650,GE,2,1,4,4.0,25-26
650,GE,3,0,4,4.0,25-26
650,GE,4,1,4,4.0,25-26
650,GE,5,1,4,4.0,25-26
650,SB,K,2,4,4.0,25-26
650,SB,1,0,4,4.0,25-26
650,SB,3,0,4,4.0,25-26
650,SB,4,0,4,4.0,25-26
650,SB,5,0,4,4.0,25-26
735,GE,K,45,4,4.0,25-26
735,GE,1,2,4,4.0,25-26
735,GE,2,5,4,4.0,25-26
735,GE,3,4,4,4.0,25-26
735,GE,4,2,4,4.0,25-26
735,GE,5,1,4,4.0,25-26
928,GE,TK,28,4,4.0,25-26
651,CA,13,3,4,4.0,25-26
651,GE,9,59,4,4.0,25-26
651,GE,10,1,4,4.0,25-26
651,GE,11,0,4,4.0,25-26
651,GE,12,0,4,4.0,25-26
651,MM,9,3,4,4.0,25-26
651,MM,10,0,4,4.0,25-26
651,MM,12,0,4,4.0,25-26
746,GE,TK,27,4,4.0,25-26
746,GE,K,21,4,4.0,25-26
746,GE,1,2,4,4.0,25-26
746,GE,2,1,4,4.0,25-26
746,GE,3,1,4,4.0,25-26
746,GE,4,0,4,4.0,25-26
746,GE,5,0,4,4.0,25-26
746,ME,K,19,4,4.0,25-26
746,ME,1,1,4,4.0,25-26
746,MN,K,6,4,4.0,25-26
746,MN,1,0,4,4.0,25-26
746,MN,2,0,4,4.0,25-26
746,MN,3,0,4,4.0,25-26
746,MN,4,0,4,4.0,25-26
638,GE,TK,8,4,4.0,25-26
638,GE,K,10,4,4.0,25-26
638,GE,1,0,4,4.0,25-26
638,GE,2,1,4,4.0,25-26
638,GE,5,0,4,4.0,25-26
786,AF,TK,2,4,4.0,25-26
786,AF,K,2,4,4.0,25-26
786,AF,1,0,4,4.0,25-26
786,AF,4,0,4,4.0,25-26
786,GE,TK,5,4,4.0,25-26
786,GE,K,8,4,4.0,25-26
786,GE,1,1,4,4.0,25-26
786,GE,2,0,4,4.0,25-26
786,GE,3,1,4,4.0,25-26
786,GE,4,0,4,4.0,25-26
786,GE,5,1,4,4.0,25-26
786,JB,1,1,4,4.0,25-26
786,JB,2,1,4,4.0,25-26
786,JB,3,1,4,4.0,25-26
786,JB,4,0,4,4.0,25-26
786,JE,TK,6,4,4.0,25-26
786,JE,K,4,4,4.0,25-26
569,GE,K,65,4,4.0,25-26
569,GE,1,2,4,4.0,25-26
569,GE,2,3,4,4.0,25-26
569,GE,3,0,4,4.0,25-26
569,GE,4,4,4,4.0,25-26
569,GE,5,3,4,4.0,25-26
569,MM,K,1,4,4.0,25-26
569,MM,1,0,4,4.0,25-26
569,MM,2,0,4,4.0,25-26
778,AF,6,3,4,4.0,25-26
778,AF,7,0,4,4.0,25-26
778,GE,6,154,4,4.0,25-26
778,GE,7,5,4,4.0,25-26
778,GE,8,0,4,4.0,25-26
778,JB,6,0,4,4.0,25-26
778,JB,8,0,4,4.0,25-26
778,MM,6,3,4,4.0,25-26
778,MS,6,0,4,4.0,25-26
790,GE,TK,4,4,4.0,25-26
790,GE,K,8,4,4.0,25-26
