School ID,School Name,Grade,Program,Program Name,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th+
559,Galileo HS,11,SF,,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,12,GE,,3,1,1,1,1,0,0,0,0,0
559,Galileo HS,12,ED,,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,12,MM,,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,12,MS,,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,12,NX,,0,1,0,0,0,0,0,0,0,0
559,Galileo HS,13,CA,,4,2,2,3,2,0,0,0,0,0
562,Garfield ES,K,GE,,10,8,17,15,10,6,9,1,2,24
562,Garfield ES,K,AF,,2,2,3,3,0,0,0,0,0,0
562,Garfield ES,K,CE,,6,4,8,5,3,7,0,2,1,14
562,Garfield ES,K,CN,,1,2,0,2,1,3,1,0,2,1
562,Garfield ES,1,GE,,0,1,1,1,1,0,0,0,0,1
562,Garfield ES,1,AF,,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,1,CE,,0,0,1,1,1,0,0,0,0,1
562,Garfield ES,1,CN,,0,0,2,0,0,0,0,0,0,1
562,Garfield ES,2,GE,,0,0,0,0,0,0,0,0,0,1
562,Garfield ES,2,AF,,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,2,CN,,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,3,GE,,0,0,0,0,0,0,0,0,0,1
562,Garfield ES,3,AF,,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,3,CN,,0,1,0,0,0,0,0,0,0,0
562,Garfield ES,4,GE,,1,0,0,1,0,0,0,0,0,0
562,Garfield ES,4,AF,,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,4,CN,,0,1,0,0,0,0,0,0,0,0
562,Garfield ES,5,GE,,0,0,1,0,0,0,0,0,0,1
562,Garfield ES,5,AF,,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,5,CN,,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,6,GE,,608,291,287,143,102,20,10,4,2,2
404,Giannini (A.P.) MS,6,AF,,8,2,1,2,1,0,0,0,0,0
404,Giannini (A.P.) MS,6,MM,,6,0,3,1,1,1,0,0,0,0
404,Giannini (A.P.) MS,6,MS,,1,4,2,1,0,1,0,0,0,0
404,Giannini (A.P.) MS,6,SA,,5,3,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,7,GE,,26,11,15,1,3,0,0,1,0,0
404,Giannini (A.P.) MS,7,AF,,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,7,MM,,0,0,1,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,7,MS,,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,7,SA,,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,8,GE,,14,4,4,3,2,1,0,0,0,0
404,Giannini (A.P.) MS,8,AF,,1,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,8,MM,,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,8,MS,,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,8,SA,,1,0,0,0,0,0,0,0,0,0
575,Glen Park ES,K,GE,,33,27,38,43,32,21,23,21,15,85
575,Glen Park ES,K,SA,,4,6,2,3,1,0,0,0,0,0
575,Glen Park ES,K,SB,,12,3,6,7,6,1,1,2,2,0
575,Glen Park ES,1,GE,,0,1,0,1,3,3,1,1,0,3
575,Glen Park ES,1,SA,,0,0,0,1,0,0,0,0,0,0
575,Glen Park ES,1,SB,,1,0,0,0,0,0,0,0,0,0
575,Glen Park ES,2,GE,,2,1,1,0,1,1,0,1,0,3
575,Glen Park ES,2,SA,,0,0,0,0,0,0,0,0,0,0
575,Glen Park ES,2,SB,,0,0,0,0,1,0,0,0,0,0
575,Glen Park ES,3,GE,,1,0,0,3,1,0,1,0,0,2
575,Glen Park ES,3,SA,,0,1,0,0,0,0,0,0,0,0
575,Glen Park ES,3,SB,,0,0,0,0,0,0,0,0,0,0
575,Glen Park ES,4,GE,,1,0,0,0,3,0,0,0,0,0
575,Glen Park ES,4,SA,,0,0,0,0,0,0,0,0,0,0
575,Glen Park ES,4,SB,,0,1,0,0,0,0,0,0,0,0
575,Glen Park ES,5,GE,,1,1,0,1,0,0,1,0,0,1
575,Glen Park ES,5,SA,,0,0,0,0,0,0,0,0,0,0
575,Glen Park ES,5,SB,,0,0,0,0,0,0,0,0,0,0
589,Grattan ES,K,GE,,61,48,55,41,48,45,30,32,27,120
589,Grattan ES,K,SA,,2,4,3,3,0,0,0,0,0,0
589,Grattan ES,1,GE,,4,3,4,5,3,5,0,3,0,1
589,Grattan ES,1,SA,,1,0,0,0,0,0,0,0,0,0
589,Grattan ES,2,GE,,4,2,2,3,2,1,4,1,0,0
589,Grattan ES,2,SA,,0,0,0,0,0,0,0,0,0,0
589,Grattan ES,3,GE,,2,1,2,7,0,2,2,2,0,1
589,Grattan ES,3,SA,,1,0,0,0,0,0,0,0,0,0
589,Grattan ES,4,GE,,3,0,3,2,1,0,1,0,1,1
589,Grattan ES,4,SA,,0,0,0,0,0,0,0,0,0,0
589,Grattan ES,5,GE,,1,3,2,6,1,0,0,1,0,1
589,Grattan ES,5,SA,,0,0,0,0,0,0,0,0,0,0
593,Guadalupe ES,TK,GE,,11,7,4,7,8,5,1,2,0,10
593,Guadalupe ES,K,GE,,15,11,7,9,6,0,1,1,1,19
593,Guadalupe ES,K,SB,,13,11,8,1,3,1,0,0,1,3
593,Guadalupe ES,1,GE,,0,0,0,0,0,0,0,0,0,1
593,Guadalupe ES,1,SB,,0,0,0,0,0,0,0,0,0,0
593,Guadalupe ES,2,GE,,0,0,1,0,0,1,0,0,0,0
593,Guadalupe ES,2,SB,,0,0,0,0,0,0,0,0,0,0
593,Guadalupe ES,3,GE,,0,1,0,0,0,0,0,0,0,1
593,Guadalupe ES,3,SB,,0,0,0,0,0,0,0,0,0,0
593,Guadalupe ES,4,GE,,0,0,2,0,0,0,0,0,0,0
593,Guadalupe ES,5,GE,,0,0,0,1,0,1,0,0,0,1
453,Harte (Bret) ES,TK,GE,,10,6,4,4,4,0,1,0,0,5
453,Harte (Bret) ES,K,GE,,17,11,7,1,4,0,0,0,0,8
453,Harte (Bret) ES,K,SE,,7,3,0,2,1,0,1,0,0,7
453,Harte (Bret) ES,K,SN,,16,8,1,5,1,1,0,0,0,1
453,Harte (Bret) ES,1,GE,,0,0,1,0,0,0,0,0,0,0
453,Harte (Bret) ES,1,SE,,0,0,0,0,0,0,0,0,0,1
453,Harte (Bret) ES,1,SN,,0,0,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,2,GE,,0,0,0,0,1,0,0,0,0,0
453,Harte (Bret) ES,2,SN,,1,0,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,3,GE,,0,0,0,0,0,0,0,0,0,1
453,Harte (Bret) ES,3,SN,,0,0,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,4,GE,,0,0,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,4,SN,,0,0,0,1,0,0,0,0,0,0
453,Harte (Bret) ES,5,GE,,0,0,0,0,0,0,0,0,0,1
453,Harte (Bret) ES,5,SN,,1,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,TK,GE,,16,18,11,9,5,7,3,6,0,13
614,Hillcrest ES,K,GE,,18,19,8,13,11,5,5,3,4,35
614,Hillcrest ES,K,CB,,0,0,1,0,0,0,0,0,0,0
614,Hillcrest ES,K,MM,,0,1,2,1,0,0,0,0,0,2
614,Hillcrest ES,K,SB,,18,9,15,8,1,3,0,2,0,2
614,Hillcrest ES,1,GE,,0,1,0,0,0,0,0,2,0,2
614,Hillcrest ES,1,CB,,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,1,MM,,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,1,SB,,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,2,GE,,0,3,0,0,0,0,0,0,0,1
614,Hillcrest ES,2,CB,,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,2,MM,,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,2,SB,,1,0,0,1,0,0,0,0,0,0
614,Hillcrest ES,3,GE,,0,0,0,0,0,0,0,0,0,2
614,Hillcrest ES,3,CB,,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,3,MM,,1,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,3,SB,,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,4,GE,,0,1,0,0,0,0,0,0,0,0
614,Hillcrest ES,4,MM,,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,4,SB,,2,0,0,0,0,0,0,0,1,0
614,Hillcrest ES,5,GE,,0,1,0,0,0,0,0,0,0,1
614,Hillcrest ES,5,MM,,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,5,SB,,1,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,6,GE,,209,300,245,169,111,37,17,11,3,4
607,Hoover (Herbert) MS,6,CN,,47,32,13,10,1,2,0,1,2,0
607,Hoover (Herbert) MS,6,ED,,0,0,1,0,1,0,0,0,0,0
607,Hoover (Herbert) MS,6,MM,,0,1,2,1,2,0,0,0,0,0
607,Hoover (Herbert) MS,6,SN,,51,34,24,6,7,0,1,0,0,0
607,Hoover (Herbert) MS,7,GE,,6,6,10,9,1,1,0,0,0,0
607,Hoover (Herbert) MS,7,CN,,0,0,0,0,1,0,0,0,0,0
607,Hoover (Herbert) MS,7,ED,,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,7,MM,,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,7,SN,,1,1,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,8,GE,,1,3,3,0,0,1,0,0,0,0
607,Hoover (Herbert) MS,8,CN,,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,8,ED,,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,8,MM,,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,8,SN,,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,TK,MS,,3,4,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,K,MS,,1,1,1,1,0,0,0,0,0,0
537,Huerta (Dolores) ES,K,SE,,58,26,32,16,23,12,5,10,7,33
537,Huerta (Dolores) ES,K,SN,,37,24,20,9,9,1,8,1,0,3
537,Huerta (Dolores) ES,1,MS,,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,1,SE,,3,2,1,1,0,0,1,0,1,1
537,Huerta (Dolores) ES,1,SN,,2,1,1,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,2,MS,,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,2,SN,,0,1,0,0,1,0,0,0,0,0
537,Huerta (Dolores) ES,3,MS,,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,3,SN,,1,1,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,4,MS,,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,4,SN,,2,3,0,1,0,0,0,0,0,0
537,Huerta (Dolores) ES,5,MS,,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,5,SN,,2,0,0,1,0,0,0,0,0,0
466,Independence HS,9,GE,,0,0,0,0,0,0,0,0,0,0
466,Independence HS,10,GE,,0,0,0,0,0,0,0,0,0,0
466,Independence HS,11,GE,,0,0,0,0,0,0,0,0,0,0
466,Independence HS,12,GE,,0,0,0,0,0,0,0,0,0,0
644,Jefferson ES,K,GE,,51,33,54,63,72,52,47,42,35,142
644,Jefferson ES,K,AF,,2,3,4,0,1,1,0,0,1,0
644,Jefferson ES,1,GE,,3,1,1,3,3,4,2,0,1,7
644,Jefferson ES,1,AF,,0,1,0,0,0,0,0,0,0,0
644,Jefferson ES,2,GE,,3,1,3,3,2,1,0,1,1,4
644,Jefferson ES,2,AF,,0,0,0,0,0,0,0,0,0,0
644,Jefferson ES,3,GE,,1,0,1,1,2,2,2,1,0,1
644,Jefferson ES,3,AF,,0,0,0,0,0,0,0,0,0,0
644,Jefferson ES,4,GE,,1,1,0,2,0,0,0,0,0,3
644,Jefferson ES,4,AF,,1,0,0,0,0,0,0,0,0,0
644,Jefferson ES,5,GE,,1,2,1,2,0,1,1,1,0,0
644,Jefferson ES,5,AF,,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,9,GE,,37,50,38,34,35,10,4,6,5,10
757,Jordan (June) HS,9,MM,,0,1,0,0,1,0,0,0,0,0
757,Jordan (June) HS,9,MS,,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,10,GE,,0,1,0,0,1,0,0,0,0,0
757,Jordan (June) HS,10,MM,,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,10,MS,,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,11,GE,,1,0,1,0,1,0,0,0,0,0
757,Jordan (June) HS,11,MM,,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,11,MS,,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,12,GE,,0,1,0,0,0,0,0,0,0,0
757,Jordan (June) HS,12,MM,,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,12,MS,,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,TK,GE,,39,38,38,45,29,18,10,5,3,7
544,Key (Francis Scott) ES,K,GE,,78,53,55,50,64,32,39,26,21,122
544,Key (Francis Scott) ES,K,MS,,1,1,1,1,0,0,0,0,0,0
544,Key (Francis Scott) ES,1,GE,,1,2,5,5,1,2,0,0,0,6
544,Key (Francis Scott) ES,1,MS,,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,2,GE,,4,3,3,0,1,0,0,0,1,0
544,Key (Francis Scott) ES,2,MS,,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,3,GE,,2,4,4,2,0,2,0,0,1,1
544,Key (Francis Scott) ES,3,MM,,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,3,MS,,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,4,GE,,1,1,1,4,1,0,0,0,0,1
544,Key (Francis Scott) ES,4,MM,,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,4,MS,,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,5,GE,,1,2,4,3,1,1,0,0,1,1
544,Key (Francis Scott) ES,5,MM,,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,5,MS,,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,TK,GE,,22,5,9,12,8,6,6,3,4,10
838,King (Thomas Starr) ES,K,GE,,3,9,9,8,6,3,1,3,0,24
838,King (Thomas Starr) ES,K,ME,,23,16,12,7,7,5,8,4,2,20
838,King (Thomas Starr) ES,K,MN,,14,13,11,1,2,2,2,0,1,6
838,King (Thomas Starr) ES,K,SA,,1,2,3,2,1,0,0,0,0,0
838,King (Thomas Starr) ES,1,GE,,0,1,1,0,0,0,0,0,0,2
838,King (Thomas Starr) ES,1,ME,,2,4,1,2,0,1,0,0,0,2
838,King (Thomas Starr) ES,1,MN,,1,1,0,0,0,1,0,0,0,0
838,King (Thomas Starr) ES,1,SA,,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,2,GE,,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,2,MN,,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,2,SA,,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,3,GE,,2,0,0,0,0,0,0,0,0,1
838,King (Thomas Starr) ES,3,MN,,0,0,0,0,0,0,0,0,0,1
838,King (Thomas Starr) ES,3,SA,,1,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,4,GE,,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,4,MN,,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,4,SA,,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,5,GE,,0,0,0,0,0,0,0,0,0,1
838,King (Thomas Starr) ES,5,MN,,0,0,1,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,5,SA,,0,0,0,0,0,0,0,0,0,0
710,King Jr (Dr Martin L) MS,6,GE,,103,61,37,19,20,2,2,1,1,20
710,King Jr (Dr Martin L) MS,6,MM,,0,2,3,1,0,0,0,0,0,0
710,King Jr (Dr Martin L) MS,7,GE,,2,2,1,0,0,0,0,0,0,0
710,King Jr (Dr Martin L) MS,7,MM,,0,0,0,0,0,0,0,0,0,0
710,King Jr (Dr Martin L) MS,8,GE,,1,0,0,0,0,0,0,0,0,0
710,King Jr (Dr Martin L) MS,8,MM,,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,TK,AO,,0,0,0,1,0,0,0,0,0,0
664,Lafayette ES,K,GE,,65,32,54,42,47,45,19,16,13,121
664,Lafayette ES,K,AO,,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,1,GE,,2,2,0,1,2,1,0,0,2,6
664,Lafayette ES,1,AO,,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,2,GE,,4,2,2,2,4,0,1,1,0,2
664,Lafayette ES,2,AO,,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,3,GE,,6,3,1,2,0,0,0,2,0,0
664,Lafayette ES,3,AO,,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,4,GE,,6,0,1,0,1,2,1,0,0,1
664,Lafayette ES,4,AO,,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,5,GE,,3,2,2,0,2,0,0,2,0,1
664,Lafayette ES,5,AO,,0,0,0,0,0,0,0,0,0,0
670,Lakeshore ES,TK,GE,,24,25,36,28,34,14,6,12,3,18
670,Lakeshore ES,K,GE,,50,18,22,23,23,17,12,9,13,97
670,Lakeshore ES,K,AF,,4,5,2,1,1,0,0,1,0,1
670,Lakeshore ES,1,GE,,1,0,1,1,1,0,0,0,1,5
670,Lakeshore ES,1,AF,,1,0,0,0,0,0,0,0,0,0
670,Lakeshore ES,2,GE,,2,0,1,2,0,0,0,0,0,1
670,Lakeshore ES,2,AF,,0,0,0,0,0,0,0,0,0,0
670,Lakeshore ES,3,GE,,4,2,1,0,0,0,1,0,0,2
670,Lakeshore ES,3,AF,,0,0,0,0,0,0,0,0,0,0
670,Lakeshore ES,4,GE,,0,1,0,0,0,0,0,0,0,0
670,Lakeshore ES,4,AF,,0,0,0,0,0,0,0,0,0,0
670,Lakeshore ES,5,GE,,2,1,0,0,0,0,0,0,0,1
670,Lakeshore ES,5,AF,,0,0,0,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,TK,GE,,20,20,11,7,10,2,2,3,0,10
490,Lau (Gordon J) ES,K,GE,,24,57,16,21,15,4,3,1,2,23
490,Lau (Gordon J) ES,K,CB,,55,9,10,3,9,1,1,1,0,4
490,Lau (Gordon J) ES,1,GE,,0,1,0,0,2,0,0,0,0,2
490,Lau (Gordon J) ES,1,CB,,2,0,0,0,0,0,1,0,0,0
490,Lau (Gordon J) ES,2,GE,,0,1,1,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,2,CB,,2,0,0,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,3,GE,,0,0,0,1,0,0,0,0,0,1
490,Lau (Gordon J) ES,3,CB,,2,0,0,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,4,GE,,0,1,0,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,4,CB,,1,2,0,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,5,GE,,0,0,0,1,1,0,0,0,0,1
490,Lau (Gordon J) ES,5,CB,,0,0,0,1,1,0,0,0,0,0
490,Lau (Gordon J) ES,PK,GE,,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,K,GE,,132,118,117,118,92,52,39,36,37,106
676,Lawton K-8,K,MS,,1,1,0,0,1,0,0,0,0,0
676,Lawton K-8,1,GE,,15,9,9,2,6,5,2,1,4,4
676,Lawton K-8,1,MS,,1,0,0,0,0,0,0,0,0,0
676,Lawton K-8,2,GE,,10,11,3,4,3,3,0,0,0,2
676,Lawton K-8,2,MS,,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,3,GE,,8,14,2,5,4,1,0,1,1,0
676,Lawton K-8,3,MS,,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,4,GE,,14,9,2,3,1,1,2,2,1,2
676,Lawton K-8,4,MS,,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,5,GE,,15,11,3,4,2,1,0,0,0,0
676,Lawton K-8,5,MS,,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,6,GE,,36,166,184,133,113,29,17,6,3,5
676,Lawton K-8,6,MS,,1,3,0,2,0,0,0,0,0,0
676,Lawton K-8,7,GE,,9,10,5,6,4,0,1,0,1,0
676,Lawton K-8,7,MS,,1,0,0,0,0,0,0,0,0,0
676,Lawton K-8,8,GE,,2,6,3,3,1,0,1,0,0,0
676,Lawton K-8,8,MS,,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,K,NC,,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,1,NC,,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,2,NC,,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,3,NC,,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,4,NC,,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,5,NC,,0,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,6,GE,,92,76,74,59,58,19,7,6,2,24
634,Lick (James) MS,6,ED,,1,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,6,MM,,4,1,2,1,1,0,0,0,0,0
634,Lick (James) MS,6,SN,,59,46,28,14,14,3,1,1,1,0
634,Lick (James) MS,7,GE,,1,1,0,2,2,0,1,0,0,0
634,Lick (James) MS,7,ED,,0,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,7,MM,,0,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,7,SN,,1,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,8,GE,,1,1,0,0,1,1,0,0,0,0
634,Lick (James) MS,8,ED,,0,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,8,MM,,0,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,8,SN,,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,K,GE,,138,130,72,41,45,22,22,10,12,65
479,Lilienthal (Claire) K-8,K,KE,,25,19,14,13,14,12,2,5,1,29
479,Lilienthal (Claire) K-8,K,KN,,18,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,1,GE,,11,6,1,4,2,1,3,1,0,1
479,Lilienthal (Claire) K-8,1,KE,,2,0,0,1,1,0,0,0,0,1
479,Lilienthal (Claire) K-8,1,KN,,1,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,2,GE,,10,4,6,0,2,1,0,1,0,2
479,Lilienthal (Claire) K-8,2,KN,,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,3,GE,,12,7,2,1,2,0,0,0,0,1
479,Lilienthal (Claire) K-8,3,KN,,1,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,4,GE,,14,4,2,0,3,0,1,0,0,1
479,Lilienthal (Claire) K-8,4,KN,,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,5,GE,,13,8,5,2,0,1,0,0,0,0
479,Lilienthal (Claire) K-8,5,KN,,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,6,GE,,57,73,73,62,81,19,25,7,3,7
479,Lilienthal (Claire) K-8,6,KN,,0,1,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,7,GE,,9,7,5,1,1,1,1,2,0,0
479,Lilienthal (Claire) K-8,7,KN,,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,8,GE,,8,3,2,2,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,8,KN,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,9,GE,,798,895,468,190,68,8,8,0,0,2
405,Lincoln (Abraham) HS,9,AF,,0,7,0,1,0,0,0,0,0,0
405,Lincoln (Abraham) HS,9,ED,,1,1,2,0,1,0,0,0,0,0
405,Lincoln (Abraham) HS,9,MM,,4,14,7,2,0,1,0,0,0,0
405,Lincoln (Abraham) HS,9,MS,,4,2,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,9,NX,,18,13,10,10,1,0,0,0,0,0
405,Lincoln (Abraham) HS,9,SA,,2,9,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,9,SF,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,10,GE,,73,11,10,1,2,0,0,0,0,0
405,Lincoln (Abraham) HS,10,AF,,1,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,10,ED,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,10,MM,,0,1,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,10,MS,,0,0,1,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,10,NX,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,10,SA,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,10,SF,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,GE,,28,8,7,1,2,0,0,0,0,0
405,Lincoln (Abraham) HS,11,AF,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,ED,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,MM,,1,1,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,MS,,0,0,0,1,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,NX,,1,1,1,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,SA,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,SF,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,GE,,15,4,3,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,AF,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,ED,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,MM,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,MS,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,NX,,1,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,SA,,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,SF,,0,0,0,0,0,0,0,0,0,0
691,Longfellow ES,K,GE,,16,20,12,6,6,3,1,2,1,20
691,Longfellow ES,K,FB,,14,1,0,0,3,0,1,0,1,6
691,Longfellow ES,K,MM,,5,0,3,0,1,0,0,0,0,1
691,Longfellow ES,K,SB,,20,6,7,2,6,1,1,0,0,2
691,Longfellow ES,1,GE,,1,2,0,0,0,0,1,0,0,0
691,Longfellow ES,1,FB,,2,0,0,0,0,0,0,0,0,1
691,Longfellow ES,1,MM,,0,1,0,0,0,0,0,0,0,0
691,Longfellow ES,1,SB,,0,0,0,0,0,0,0,0,0,0
