School,SchoolCode,Grade,Prg,Total,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+
Visitacion Valley Ms,868,TOTAL,ALL,115,44,19,20,16,4,2,1,9
Yu K-8,485,K,IMMC,895,223,114,80,56,44,45,32,301
Yu K-8,485,01,IMMC,51,27,11,2,0,2,1,0,8
Yu K-8,485,02,IMMC,12,8,1,1,0,2,0,0,0
Yu K-8,485,03,IMMC,12,7,1,1,2,1,0,0,0
Yu K-8,485,04,IMMC,15,12,1,1,1,0,0,0,0
Yu K-8,485,05,IMMC,8,8,0,0,0,0,0,0,0
Yu K-8,485,06,IMMC,41,11,14,5,2,6,0,0,3
Yu K-8,485,07,IMMC,1,0,1,0,0,0,0,0,0
Yu K-8,485,TOTAL,ALL,1035,296,143,90,61,55,46,32,312
Yu K-8,485,TOTAL,ALL,66275,14137,11479,9094,6271,4424,3098,2429,15343
