School ID,School Name,Grade,Program Code,Program Name,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th+ Choice
607,Hoover (Herbert) MS,6,GE,GE: General Education,262,321,237,182,120,35,18,4,2,3
607,Hoover (Herbert) MS,6,MM,MM: SDC - Mild to Moderate,3,7,1,4,,,,,,
607,Hoover (Herbert) MS,6,SN,SN: Spanish Immersion (Spanish Speakers),57,29,21,14,8,,2,,,
607,Hoover (Herbert) MS,7,CN,CN: Cantonese Immersion (Cantonese Speakers),1,,,,,,,,,
607,Hoover (Herbert) MS,7,GE,GE: General Education,4,7,3,3,2,2,1,,,
607,Hoover (Herbert) MS,7,MM,MM: SDC - Mild to Moderate,,,,1,,,,,,
607,Hoover (Herbert) MS,8,CN,CN: Cantonese Immersion (Cantonese Speakers),1,,,,,,,,,
607,Hoover (Herbert) MS,8,GE,GE: General Education,2,7,4,,1,,,,,
607,Hoover (Herbert) MS,8,SN,SN: Spanish Immersion (Spanish Speakers),1,1,,,,,,,,
537,Huerta (Dolores) ES,K,MS,MS: SDC - Moderate to Severe,1,2,,1,,,,,,
537,Huerta (Dolores) ES,K,SE,SE: Spanish Immersion (Non-Native),42,41,32,32,19,13,6,5,8,35
537,Huerta (Dolores) ES,K,SN,SN: Spanish Immersion (Spanish Speakers),32,17,23,9,4,3,2,3,1,4
537,Huerta (Dolores) ES,1,SE,SE: Spanish Immersion (Non-Native),1,3,1,1,,,1,,,1
537,Huerta (Dolores) ES,1,SN,SN: Spanish Immersion (Spanish Speakers),4,2,,,,,,,,
537,Huerta (Dolores) ES,2,SN,SN: Spanish Immersion (Spanish Speakers),,1,1,2,,,,,,
537,Huerta (Dolores) ES,3,SN,SN: Spanish Immersion (Spanish Speakers),,,,1,1,,,,,
537,Huerta (Dolores) ES,4,SN,SN: Spanish Immersion (Spanish Speakers),1,1,,,1,,,,,
537,Huerta (Dolores) ES,5,SN,SN: Spanish Immersion (Spanish Speakers),,,3,1,,,,,,
466,Independence HS,11,GE,GE: General Education,,,,,1,,,,,
466,Independence HS,12,GE,GE: General Education,,,,2,,,,,,
644,Jefferson ES,K,AF,AF: SDC - Mild/Mod Autism Focus,4,3,4,4,2,,,,,
644,Jefferson ES,K,GE,GE: General Education,75,53,88,65,103,72,58,49,41,170
644,Jefferson ES,1,GE,GE: General Education,5,3,3,5,6,2,3,2,,3
644,Jefferson ES,2,GE,GE: General Education,3,3,3,2,2,2,1,,1,
644,Jefferson ES,3,AF,AF: SDC - Mild/Mod Autism Focus,1,,,,,,,,,
644,Jefferson ES,3,GE,GE: General Education,2,3,2,1,1,3,,,,3
644,Jefferson ES,4,GE,GE: General Education,2,4,1,4,1,,4,,,
644,Jefferson ES,5,GE,GE: General Education,,,1,2,7,1,,1,,1
757,Jordan (June) HS,9,GE,GE: General Education,23,60,88,74,42,20,6,5,5,26
757,Jordan (June) HS,9,MM,MM: SDC - Mild to Moderate,1,2,1,2,1,,,,,
757,Jordan (June) HS,9,MS,MS: SDC - Moderate to Severe,2,1,,,,,,,,
757,Jordan (June) HS,10,GE,GE: General Education,2,2,1,,,,,,,
757,Jordan (June) HS,11,GE,GE: General Education,,,1,,,,,,,
757,Jordan (June) HS,12,GE,GE: General Education,3,,,,1,,,,1,
544,Key (Francis Scott) ES,K,GE,GE: General Education,82,53,60,71,49,40,30,24,30,132
544,Key (Francis Scott) ES,K,MS,MS: SDC - Moderate to Severe,,,2,1,,,,,,
544,Key (Francis Scott) ES,1,GE,GE: General Education,2,3,6,1,3,2,1,,,3
544,Key (Francis Scott) ES,2,GE,GE: General Education,2,1,4,2,,3,1,,,1
544,Key (Francis Scott) ES,3,GE,GE: General Education,1,3,1,2,2,,,1,,1
544,Key (Francis Scott) ES,4,GE,GE: General Education,5,4,2,,,1,,1,,3
544,Key (Francis Scott) ES,5,GE,GE: General Education,2,1,6,1,,,1,1,,
838,King (Thomas Starr) ES,K,GE,GE: General Education,4,13,11,10,12,5,5,8,1,40
838,King (Thomas Starr) ES,K,ME,ME: Mandarin Immersion (Non-Native),22,15,11,5,13,4,7,8,5,29
838,King (Thomas Starr) ES,K,MN,MN: Mandarin Immersion (Mandarin Speakers),23,31,5,2,5,4,4,,1,9
838,King (Thomas Starr) ES,K,SA,SA: SDC - Mod/Severe Autism Focus,3,,,,2,,,,,
838,King (Thomas Starr) ES,1,GE,GE: General Education,,1,,1,,,,,,
838,King (Thomas Starr) ES,1,ME,ME: Mandarin Immersion (Non-Native),1,1,2,2,,2,,1,,
838,King (Thomas Starr) ES,1,MN,MN: Mandarin Immersion (Mandarin Speakers),,3,,,,,,,,
838,King (Thomas Starr) ES,2,GE,GE: General Education,,,,1,,1,,,,
838,King (Thomas Starr) ES,2,MN,MN: Mandarin Immersion (Mandarin Speakers),,2,,,,,,,,
838,King (Thomas Starr) ES,3,MN,MN: Mandarin Immersion (Mandarin Speakers),,1,,,,,,,,
838,King (Thomas Starr) ES,4,GE,GE: General Education,,1,,,,,,,,1
838,King (Thomas Starr) ES,5,GE,GE: General Education,,1,,,,,,,,
710,King Jr (Dr Martin L) MS,6,GE,GE: General Education,143,68,59,39,37,39,7,7,5,8
710,King Jr (Dr Martin L) MS,6,MM,MM: SDC - Mild to Moderate,1,4,,2,,,,,,
710,King Jr (Dr Martin L) MS,7,GE,GE: General Education,,,,,,,,,1,
710,King Jr (Dr Martin L) MS,7,MM,MM: SDC - Mild to Moderate,,,,,1,,,,,
710,King Jr (Dr Martin L) MS,8,GE,GE: General Education,,,2,1,1,,,,,
664,Lafayette ES,K,GE,GE: General Education,64,33,47,59,53,42,28,27,20,137
664,Lafayette ES,1,GE,GE: General Education,1,3,4,3,2,3,2,1,,1
664,Lafayette ES,2,GE,GE: General Education,4,2,,1,,,1,,,1
664,Lafayette ES,3,GE,GE: General Education,2,1,3,1,1,2,,2,,1
664,Lafayette ES,4,GE,GE: General Education,4,1,,,,1,,1,,1
664,Lafayette ES,5,GE,GE: General Education,1,2,1,2,1,,,,,1
670,Lakeshore ES,K,AF,AF: SDC - Mild/Mod Autism Focus,2,4,3,2,1,,,,,
670,Lakeshore ES,K,GE,GE: General Education,30,19,18,23,31,14,11,11,13,90
670,Lakeshore ES,1,AF,AF: SDC - Mild/Mod Autism Focus,1,,,,,,,,,
670,Lakeshore ES,1,GE,GE: General Education,2,4,1,3,1,,3,,,3
670,Lakeshore ES,2,GE,GE: General Education,,2,2,1,,1,,,,1
670,Lakeshore ES,3,AF,AF: SDC - Mild/Mod Autism Focus,,,1,,,,,,,
670,Lakeshore ES,3,GE,GE: General Education,1,3,3,,,,1,,,
670,Lakeshore ES,4,GE,GE: General Education,,1,1,1,2,,1,,,2
670,Lakeshore ES,5,GE,GE: General Education,,,1,1,,,,,,1
490,Lau (Gordon J) ES,K,CB,CB: Cantonese Biliteracy,61,17,14,5,9,1,4,1,3,5
490,Lau (Gordon J) ES,K,GE,GE: General Education,30,40,14,26,18,11,5,6,5,41
490,Lau (Gordon J) ES,1,CB,CB: Cantonese Biliteracy,2,2,1,,,,,,,
490,Lau (Gordon J) ES,1,GE,GE: General Education,1,,1,1,,,,,,
490,Lau (Gordon J) ES,2,CB,CB: Cantonese Biliteracy,1,,1,1,1,,,,,
490,Lau (Gordon J) ES,2,GE,GE: General Education,1,1,,1,,,,,,
490,Lau (Gordon J) ES,3,CB,CB: Cantonese Biliteracy,3,3,,,,,,,,
490,Lau (Gordon J) ES,3,GE,GE: General Education,,2,,1,,1,,,,
490,Lau (Gordon J) ES,4,CB,CB: Cantonese Biliteracy,1,1,,,,1,,,,
490,Lau (Gordon J) ES,4,GE,GE: General Education,3,2,,,2,,1,1,1,1
490,Lau (Gordon J) ES,5,CB,CB: Cantonese Biliteracy,,1,,1,,,,,,
490,Lau (Gordon J) ES,5,GE,GE: General Education,1,,,,1,,,,,
676,Lawton K-8,K,GE,GE: General Education,137,108,127,109,101,58,39,38,23,136
676,Lawton K-8,K,MS,MS: SDC - Moderate to Severe,,3,,,1,,,,,
676,Lawton K-8,1,GE,GE: General Education,7,11,5,7,7,1,1,,,7
676,Lawton K-8,2,GE,GE: General Education,6,6,2,3,4,,,1,,1
676,Lawton K-8,2,MS,MS: SDC - Moderate to Severe,,1,,,,,,,,
676,Lawton K-8,3,GE,GE: General Education,5,6,3,5,6,,,,,1
676,Lawton K-8,4,GE,GE: General Education,8,7,3,5,2,1,,1,1,1
676,Lawton K-8,5,GE,GE: General Education,10,7,1,2,,,,1,,
676,Lawton K-8,6,GE,GE: General Education,50,174,147,172,116,24,14,3,4,3
676,Lawton K-8,6,MS,MS: SDC - Moderate to Severe,,3,,3,1,,,,,
676,Lawton K-8,7,GE,GE: General Education,7,6,9,1,4,2,,,,
676,Lawton K-8,8,GE,GE: General Education,2,2,2,,,,,,,
476,Lee (Edwin and Anita) Newcomer ES,1,NC,NC: Chinese Newcomer,,,,1,1,,2,,,
476,Lee (Edwin and Anita) Newcomer ES,2,NC,NC: Chinese Newcomer,,1,,,,2,2,1,1,1
476,Lee (Edwin and Anita) Newcomer ES,3,NC,NC: Chinese Newcomer,,,,1,,3,,,,2
476,Lee (Edwin and Anita) Newcomer ES,4,NC,NC: Chinese Newcomer,,,2,2,1,1,1,1,1,
476,Lee (Edwin and Anita) Newcomer ES,5,NC,NC: Chinese Newcomer,1,,1,1,,1,,,,
634,Lick (James) MS,6,ED,ED: SDC - Emotionally Disturbed,4,,1,,,,,,1,
634,Lick (James) MS,6,GE,GE: General Education,63,89,77,74,57,12,11,5,3,9
634,Lick (James) MS,6,MM,MM: SDC - Mild to Moderate,4,2,5,3,,,,,,
634,Lick (James) MS,6,SN,SN: Spanish Immersion (Spanish Speakers),56,32,34,16,11,4,,,,3
634,Lick (James) MS,7,GE,GE: General Education,3,1,2,,2,,,,,
634,Lick (James) MS,7,SN,SN: Spanish Immersion (Spanish Speakers),,1,,,,,,,,
634,Lick (James) MS,8,GE,GE: General Education,3,1,2,,,,1,,,
479,Lilienthal (Claire) K-8,K,GE,GE: General Education,127,152,64,57,47,27,20,17,13,92
479,Lilienthal (Claire) K-8,K,KE,KE: Korean Immersion (Non-Native),38,34,18,11,10,6,4,3,2,32
479,Lilienthal (Claire) K-8,K,KN,KN: Korean Immersion (Korean Speakers),9,3,1,,,,,,,
479,Lilienthal (Claire) K-8,1,GE,GE: General Education,10,5,7,2,2,1,2,1,2,2
479,Lilienthal (Claire) K-8,1,KE,KE: Korean Immersion (Non-Native),,,,1,2,,1,,1,1
479,Lilienthal (Claire) K-8,2,GE,GE: General Education,8,2,2,,1,1,,,,
479,Lilienthal (Claire) K-8,2,KN,KN: Korean Immersion (Korean Speakers),1,,,,,,,,,
479,Lilienthal (Claire) K-8,3,GE,GE: General Education,6,5,1,4,,,,,,1
479,Lilienthal (Claire) K-8,3,KN,KN: Korean Immersion (Korean Speakers),,,,,1,,,,,
479,Lilienthal (Claire) K-8,4,GE,GE: General Education,1,2,6,2,1,1,,1,1,
479,Lilienthal (Claire) K-8,5,GE,GE: General Education,11,5,1,3,3,,,,,
479,Lilienthal (Claire) K-8,6,GE,GE: General Education,47,71,88,78,51,17,10,15,3,3
479,Lilienthal (Claire) K-8,7,GE,GE: General Education,9,5,5,1,6,1,,,,
479,Lilienthal (Claire) K-8,8,GE,GE: General Education,2,1,2,2,1,1,,,,
405,Lincoln (Abraham) HS,9,AF,AF: SDC - Mild/Mod Autism Focus,5,3,,,,,,,,
405,Lincoln (Abraham) HS,9,ED,ED: SDC - Emotionally Disturbed,1,2,1,,,,,,,
405,Lincoln (Abraham) HS,9,GE,GE: General Education,840,"1,329",646,311,139,17,6,1,2,
405,Lincoln (Abraham) HS,9,MM,MM: SDC - Mild to Moderate,6,7,2,1,2,,,,,
405,Lincoln (Abraham) HS,9,MS,MS: SDC - Moderate to Severe,1,4,2,3,1,,,,,
405,Lincoln (Abraham) HS,9,NX,NX: Newcomer Program,2,1,2,1,1,,,,,
405,Lincoln (Abraham) HS,9,SA,SA: SDC - Mod/Severe Autism Focus,1,1,,,,,,,,
405,Lincoln (Abraham) HS,10,AF,AF: SDC - Mild/Mod Autism Focus,1,,,,,,,,,
405,Lincoln (Abraham) HS,10,GE,GE: General Education,16,31,14,6,5,,,,,
405,Lincoln (Abraham) HS,10,NX,NX: Newcomer Program,,,1,,,,,,,
405,Lincoln (Abraham) HS,11,GE,GE: General Education,31,33,9,5,3,,,,,
405,Lincoln (Abraham) HS,11,NX,NX: Newcomer Program,1,,,,,,,,,
405,Lincoln (Abraham) HS,11,SA,SA: SDC - Mod/Severe Autism Focus,,1,,,,,,,,
405,Lincoln (Abraham) HS,12,GE,GE: General Education,3,5,5,3,1,,,,,
691,Longfellow ES,K,FB,FB: Filipino FLES,4,5,,1,1,,1,1,,2
691,Longfellow ES,K,GE,GE: General Education,18,15,16,14,9,9,4,4,5,21
691,Longfellow ES,K,MM,MM: SDC - Mild to Moderate,1,1,1,1,,,,,,
691,Longfellow ES,K,SB,SB: Spanish Biliteracy,23,7,8,2,,,,,,1
691,Longfellow ES,1,GE,GE: General Education,,,,2,,,,,,
691,Longfellow ES,2,FB,FB: Filipino FLES,1,2,,,,,,,,
691,Longfellow ES,2,GE,GE: General Education,,1,,,,,,,,
691,Longfellow ES,3,FB,FB: Filipino FLES,1,,,,,,,,,
691,Longfellow ES,4,GE,GE: General Education,,,,2,,,,,,1
691,Longfellow ES,4,SB,SB: Spanish Biliteracy,1,,,,,,,,,
691,Longfellow ES,5,GE,GE: General Education,,,1,,,,,,,
691,Longfellow ES,5,SB,SB: Spanish Biliteracy,,1,,,,,,,,
697,Lowell HS,9,AF,AF: SDC - Mild/Mod Autism Focus,5,5,,,,,,,,
697,Lowell HS,9,GE,GE: General Education,"1,595",745,446,196,148,17,7,1,1,1
697,Lowell HS,9,MM,MM: SDC - Mild to Moderate,6,3,3,2,1,,,,,1
697,Lowell HS,9,MS,MS: SDC - Moderate to Severe,5,1,5,1,1,,,,,
697,Lowell HS,9,SA,SA: SDC - Mod/Severe Autism Focus,4,,,,,,,,,
697,Lowell HS,10,AF,AF: SDC - Mild/Mod Autism Focus,,1,,,,,,,,
697,Lowell HS,10,GE,GE: General Education,53,14,6,2,1,,,,,
697,Lowell HS,11,GE,GE: General Education,40,15,11,3,1,,,,,
697,Lowell HS,11,SA,SA: SDC - Mod/Severe Autism Focus,1,,,,,,,,,
697,Lowell HS,12,GE,GE: General Education,8,6,1,1,,,,,,1
697,Lowell HS,13,CA,CA: SDC - Transition Program (CAT),6,4,3,2,1,,1,,,
830,Malcolm X Academy ES,TK,GE,GE: General Education,5,9,8,9,4,6,2,,,4
830,Malcolm X Academy ES,K,GE,GE: General Education,10,6,1,5,4,1,1,1,1,15
830,Malcolm X Academy ES,4,GE,GE: General Education,,,,,,,,,,1
830,Malcolm X Academy ES,5,GE,GE: General Education,,,1,,,,,,,
708,Marina MS,6,AF,AF: SDC - Mild/Mod Autism Focus,3,1,2,,2,,,,,
708,Marina MS,6,CN,CN: Cantonese Immersion (Cantonese Speakers),15,16,10,8,4,6,2,1,1,2
708,Marina MS,6,GE,GE: General Education,164,135,116,79,69,20,22,12,12,7
708,Marina MS,6,MM,MM: SDC - Mild to Moderate,1,2,3,3,1,,,,,
708,Marina MS,7,CN,CN: Cantonese Immersion (Cantonese Speakers),,,,,1,,,,,
708,Marina MS,7,GE,GE: General Education,1,3,3,4,4,2,2,1,,
708,Marina MS,7,MM,MM: SDC - Mild to Moderate,,,,,,1,,,,
708,Marina MS,8,GE,GE: General Education,1,,2,,4,,,,,
853,Marshall (Thurgood) HS,9,ED,ED: SDC - Emotionally Disturbed,,,,,1,,,,,
853,Marshall (Thurgood) HS,9,GE,GE: General Education,43,40,43,65,52,45,6,2,2,27
853,Marshall (Thurgood) HS,9,MM,MM: SDC - Mild to Moderate,,,2,2,1,,,,,
853,Marshall (Thurgood) HS,9,NX,NX: Newcomer Program,7,1,2,1,1,,,,,
853,Marshall (Thurgood) HS,10,GE,GE: General Education,2,1,2,,,,,,,
853,Marshall (Thurgood) HS,10,NX,NX: Newcomer Program,,3,1,,,,,,,
853,Marshall (Thurgood) HS,11,GE,GE: General Education,1,3,,,2,1,,,,
853,Marshall (Thurgood) HS,12,GE,GE: General Education,1,1,1,,2,1,,,,
853,Marshall (Thurgood) HS,12,NX,NX: Newcomer Program,,1,,,,,,,,
853,Marshall (Thurgood) HS,13,CA,CA: SDC - Transition Program (CAT),,,,1,1,,,,,1
714,Marshall ES,K,SE,SE: Spanish Immersion (Non-Native),22,11,9,7,14,6,4,4,1,32
714,Marshall ES,K,SN,SN: Spanish Immersion (Spanish Speakers),21,9,9,11,7,5,1,1,,8
714,Marshall ES,1,SE,SE: Spanish Immersion (Non-Native),,1,,1,1,1,1,,,
714,Marshall ES,1,SN,SN: Spanish Immersion (Spanish Speakers),,,,1,1,,,,,
714,Marshall ES,2,SN,SN: Spanish Immersion (Spanish Speakers),,,,1,,,,,,
714,Marshall ES,4,SN,SN: Spanish Immersion (Spanish Speakers),,1,2,1,,,,,,
714,Marshall ES,5,SN,SN: Spanish Immersion (Spanish Speakers),,2,,1,1,,,,,
549,McCoppin (Frank) ES,TK,GE,GE: General Education,,7,3,3,5,5,1,,,
549,McCoppin (Frank) ES,K,GE,GE: General Education,33,17,26,42,41,45,29,23,19,130
549,McCoppin (Frank) ES,1,GE,GE: General Education,,1,,4,4,,1,2,,8
549,McCoppin (Frank) ES,2,GE,GE: General Education,,1,,,3,2,,1,,
549,McCoppin (Frank) ES,3,GE,GE: General Education,,1,,,1,,,,1,
549,McCoppin (Frank) ES,4,GE,GE: General Education,1,,,1,1,,1,,,2
549,McCoppin (Frank) ES,5,GE,GE: General Education,,,,1,2,,,,,1
718,McKinley ES,K,GE,GE: General Education,47,46,51,47,46,41,23,22,18,126
718,McKinley ES,1,GE,GE: General Education,2,1,4,2,1,2,1,,,5
718,McKinley ES,2,GE,GE: General Education,2,3,2,2,1,,,,,
718,McKinley ES,3,GE,GE: General Education,1,1,,2,,,,,1,2
718,McKinley ES,4,GE,GE: General Education,,,3,1,,,,1,,1
718,McKinley ES,5,GE,GE: General Education,1,,2,,1,,,,,
950,McLaren (John) EES,TK,GE,GE: General Education,17,10,9,8,13,3,,2,2,7
950,McLaren (John) EES,TK,MM,MM: SDC - Mild to Moderate,3,4,,,,,,,,
505,Milk (Harvey) Civil Right ES,K,GE,GE: General Education,16,15,29,18,24,13,19,13,7,92
505,Milk (Harvey) Civil Right ES,1,GE,GE: General Education,,1,1,,1,,,,,3
505,Milk (Harvey) Civil Right ES,2,GE,GE: General Education,,1,,,,,1,,,
505,Milk (Harvey) Civil Right ES,3,GE,GE: General Education,2,1,,,1,,,,,
505,Milk (Harvey) Civil Right ES,4,GE,GE: General Education,,,,,,,,,1,1
505,Milk (Harvey) Civil Right ES,5,GE,GE: General Education,,,,,,1,,,,
722,Miraloma ES,K,AF,AF: SDC - Mild/Mod Autism Focus,4,5,,1,2,,,,,
722,Miraloma ES,K,GE,GE: General Education,72,53,68,55,60,43,29,22,20,154
722,Miraloma ES,1,AF,AF: SDC - Mild/Mod Autism Focus,,1,,,,,,,,
722,Miraloma ES,1,GE,GE: General Education,3,4,1,4,4,2,,2,1,4
722,Miraloma ES,2,GE,GE: General Education,2,3,4,3,2,1,1,,,1
722,Miraloma ES,3,GE,GE: General Education,2,5,1,2,,,1,,,
722,Miraloma ES,4,GE,GE: General Education,1,1,4,1,2,,,1,,1
722,Miraloma ES,5,GE,GE: General Education,,,,,,1,,,,
724,Mission Education Center ES,TK,DS,,9,7,5,6,6,,1,2,,6
724,Mission Education Center ES,K,NS,NS: Spanish Newcomer,2,,3,1,,,,,,
724,Mission Education Center ES,1,NS,NS: Spanish Newcomer,,,,,,2,,,,
724,Mission Education Center ES,2,NS,NS: Spanish Newcomer,,,1,1,,3,,,,
724,Mission Education Center ES,3,NS,NS: Spanish Newcomer,,,,,,1,,,,
724,Mission Education Center ES,4,NS,NS: Spanish Newcomer,,,,,,1,,,,
724,Mission Education Center ES,5,NS,NS: Spanish Newcomer,,,,,1,5,,,,
725,Mission HS,9,ED,ED: SDC - Emotionally Disturbed,2,,,1,,,,,,
725,Mission HS,9,GE,GE: General Education,111,139,140,184,165,61,36,15,10,10
725,Mission HS,9,MM,MM: SDC - Mild to Moderate,4,5,5,1,,,1,,,
725,Mission HS,9,MS,MS: SDC - Moderate to Severe,3,1,2,2,,,,,,
725,Mission HS,9,NX,NX: Newcomer Program,8,13,10,2,1,1,1,,,
725,Mission HS,9,SA,SA: SDC - Mod/Severe Autism Focus,,2,,,,,,,,
725,Mission HS,10,GE,GE: General Education,4,4,2,4,2,2,,,,
725,Mission HS,10,NX,NX: Newcomer Program,6,,,,,,,,,
725,Mission HS,11,ED,ED: SDC - Emotionally Disturbed,1,,,,,,,,,
725,Mission HS,11,GE,GE: General Education,3,3,4,2,2,1,1,,,
725,Mission HS,11,NX,NX: Newcomer Program,1,,1,,,,,,,
725,Mission HS,11,SA,SA: SDC - Mod/Severe Autism Focus,,,1,,,,,,,
725,Mission HS,12,GE,GE: General Education,1,4,1,,3,,,,,
725,Mission HS,13,CA,CA: SDC - Transition Program (CAT),4,3,9,4,,,,,,
729,Monroe ES,K,CB,CB: Cantonese Biliteracy,17,9,9,10,2,6,2,3,4,7
729,Monroe ES,K,GE,GE: General Education,26,41,21,19,15,6,12,8,12,51
729,Monroe ES,K,SE,SE: Spanish Immersion (Non-Native),25,21,12,7,15,7,3,4,3,24
729,Monroe ES,K,SN,SN: Spanish Immersion (Spanish Speakers),16,15,11,5,9,1,2,2,,7
729,Monroe ES,1,CB,CB: Cantonese Biliteracy,,2,1,,,1,,,,
729,Monroe ES,1,GE,GE: General Education,1,,,,1,,,,,1
729,Monroe ES,1,SE,SE: Spanish Immersion (Non-Native),,,1,,,,,,,
729,Monroe ES,1,SN,SN: Spanish Immersion (Spanish Speakers),2,,2,1,,,,,,
729,Monroe ES,2,CB,CB: Cantonese Biliteracy,,1,1,,1,,,,,
729,Monroe ES,2,GE,GE: General Education,1,1,,1,,1,,,,
729,Monroe ES,2,SN,SN: Spanish Immersion (Spanish Speakers),1,,,,,,,,,
729,Monroe ES,3,CB,CB: Cantonese Biliteracy,,,1,,,1,,,,
729,Monroe ES,3,GE,GE: General Education,1,1,,,1,,2,,,
729,Monroe ES,3,SN,SN: Spanish Immersion (Spanish Speakers),,,1,,,,,,,
729,Monroe ES,4,CB,CB: Cantonese Biliteracy,1,,2,,,,,,,
729,Monroe ES,4,GE,GE: General Education,2,4,,,,,,,1,1
729,Monroe ES,4,SN,SN: Spanish Immersion (Spanish Speakers),,,1,,,,,,,
729,Monroe ES,5,CB,CB: Cantonese Biliteracy,1,,,,,1,,,,
729,Monroe ES,5,GE,GE: General Education,2,,1,,1,,,,,
729,Monroe ES,5,SN,SN: Spanish Immersion (Spanish Speakers),1,,1,,,,,,,
723,Moscone (George R) ES,K,CB,CB: Cantonese Biliteracy,6,,4,1,3,1,2,1,2,7
723,Moscone (George R) ES,K,GE,GE: General Education,10,20,13,12,17,3,8,2,8,38
723,Moscone (George R) ES,K,SB,SB: Spanish Biliteracy,26,17,18,7,13,2,,1,,
723,Moscone (George R) ES,1,CB,CB: Cantonese Biliteracy,,,,1,,,,,,
723,Moscone (George R) ES,1,GE,GE: General Education,1,2,,2,,,,,,1
723,Moscone (George R) ES,1,SB,SB: Spanish Biliteracy,1,1,,1,,,,,,
723,Moscone (George R) ES,2,CB,CB: Cantonese Biliteracy,,,1,,2,,,,,
723,Moscone (George R) ES,2,GE,GE: General Education,,,,,,1,,,,
723,Moscone (George R) ES,3,CB,CB: Cantonese Biliteracy,,,,1,,,,,1,
723,Moscone (George R) ES,3,GE,GE: General Education,,,,,,,,1,,1
723,Moscone (George R) ES,4,CB,CB: Cantonese Biliteracy,1,,,,,,,,,
723,Moscone (George R) ES,4,GE,GE: General Education,,,1,,,,,,,1
723,Moscone (George R) ES,4,SB,SB: Spanish Biliteracy,,,,1,,,,,,
723,Moscone (George R) ES,5,GE,GE: General Education,,,,1,,,,,,
723,Moscone (George R) ES,5,SB,SB: Spanish Biliteracy,,,1,,,,,,,
650,Muir (John) ES,K,GE,GE: General Education,12,19,12,12,19,11,8,4,6,63
650,Muir (John) ES,K,SB,SB: Spanish Biliteracy,11,2,1,3,1,1,,,,
650,Muir (John) ES,1,GE,GE: General Education,,,1,1,2,,1,,,
650,Muir (John) ES,2,GE,GE: General Education,,,2,,,,1,,,
650,Muir (John) ES,3,SB,SB: Spanish Biliteracy,,,,,,1,,,,
650,Muir (John) ES,4,GE,GE: General Education,1,,,,1,,,,,1
650,Muir (John) ES,4,SB,SB: Spanish Biliteracy,1,,,,,,,,,
650,Muir (John) ES,5,GE,GE: General Education,1,,,,,,,,,
650,Muir (John) ES,5,SB,SB: Spanish Biliteracy,,1,,,,,,,,
735,New Traditions ES,K,GE,GE: General Education,50,44,40,48,48,38,23,18,28,133
735,New Traditions ES,1,GE,GE: General Education,2,5,3,3,5,1,,3,1,4
735,New Traditions ES,2,GE,GE: General Education,2,2,1,1,2,1,,1,,
735,New Traditions ES,3,GE,GE: General Education,,2,1,,1,,,,,
735,New Traditions ES,4,GE,GE: General Education,3,,,2,2,1,2,1,,1
735,New Traditions ES,5,GE,GE: General Education,2,4,,2,2,1,1,,,1
928,Noriega EES,TK,GE,GE: General Education,95,59,42,31,9,6,3,2,1,2
651,O'Connell (John) HS,9,GE,GE: General Education,92,107,99,92,78,43,9,7,9,26
651,O'Connell (John) HS,9,MM,MM: SDC - Mild to Moderate,4,1,2,1,1,,,,,
651,O'Connell (John) HS,10,GE,GE: General Education,1,2,1,,,2,,,,
651,O'Connell (John) HS,11,GE,GE: General Education,,2,1,1,,,1,2,,
651,O'Connell (John) HS,12,GE,GE: General Education,1,,3,,,,,,,1
651,O'Connell (John) HS,13,CA,CA: SDC - Transition Program (CAT),,2,2,1,3,,,1,,
746,Ortega (Jose) ES,K,GE,GE: General Education,14,24,24,19,22,10,15,8,6,72
746,Ortega (Jose) ES,K,ME,ME: Mandarin Immersion (Non-Native),35,17,12,28,11,8,7,7,5,45
746,Ortega (Jose) ES,K,MN,MN: Mandarin Immersion (Mandarin Speakers),50,30,5,6,5,4,3,4,2,11
746,Ortega (Jose) ES,1,GE,GE: General Education,1,1,,,,1,,,,1
746,Ortega (Jose) ES,1,ME,ME: Mandarin Immersion (Non-Native),4,,,1,1,,,2,,
746,Ortega (Jose) ES,1,MN,MN: Mandarin Immersion (Mandarin Speakers),2,1,,,,1,,,,
746,Ortega (Jose) ES,2,GE,GE: General Education,2,1,,1,,,,,,
746,Ortega (Jose) ES,2,MN,MN: Mandarin Immersion (Mandarin Speakers),2,1,1,1,,,,,,
746,Ortega (Jose) ES,3,GE,GE: General Education,,1,3,1,,,,1,,
746,Ortega (Jose) ES,3,MN,MN: Mandarin Immersion (Mandarin Speakers),2,,,,,,,,,
746,Ortega (Jose) ES,4,GE,GE: General Education,,1,,2,,3,,,,1
746,Ortega (Jose) ES,4,MN,MN: Mandarin Immersion (Mandarin Speakers),1,,,,1,,,,,
746,Ortega (Jose) ES,5,GE,GE: General Education,,,,1,1,,,,,
638,Parker (Jean) ES,K,CB,CB: Cantonese Biliteracy,8,13,20,7,9,2,4,,1,2
638,Parker (Jean) ES,K,GE,GE: General Education,7,14,11,13,16,19,4,5,2,26
638,Parker (Jean) ES,1,CB,CB: Cantonese Biliteracy,2,1,2,,,,,,,
638,Parker (Jean) ES,1,GE,GE: General Education,,1,1,1,,,,,,
638,Parker (Jean) ES,2,GE,GE: General Education,,,2,,,,,,,
638,Parker (Jean) ES,3,CB,CB: Cantonese Biliteracy,2,1,1,1,,,,,,
